# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 18  of event 'cpu_core/mem-loads-aux/'
# Total weight : 18
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                      Shared Object      Data Symbol             Data Object       Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  ..........................  .................  ......................  ................  ............  ......................  ......  ..........  ...................  ....................
#
    94.44%            17  0             N/A                                      [k] native_write_msr        [kernel.kallsyms]  [k] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     5.56%             1  0             N/A                                      [k] ct_kernel_enter.isra.0  [kernel.kallsyms]  [k] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   


# Samples: 86  of event 'cpu_core/mem-loads,ldlat=30/'
# Total weight : 6927
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                                    Shared Object            Data Symbol                             Data Object         Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  ........................................  .......................  ......................................  ..................  ............  ......................  ......  ..........  ...................  ....................
#
     0.68%             1  21            L2 hit                                   [k] update_curr                            [kernel.kallsyms]        [k] 0xffffd3a8401abd38  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.64%             4  5             L1 hit                                   [k] _raw_spin_lock_irqsave                 [kernel.kallsyms]        [k] 0xffff8c3f0f335048  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.64%             4  5             L1 hit                                   [k] psi_group_change                       [kernel.kallsyms]        [k] 0xffffd3a8401abda8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.64%             4  5             L1 hit                                   [k] psi_task_change                        [kernel.kallsyms]        [k] 0xffffd3a8401abdb8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.48%             3  5             L1 hit                                   [k] __rcu_read_lock                        [kernel.kallsyms]        [k] 0xffff8c3d4f3f553c  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.48%             3  5             L1 hit                                   [.] main_loop_wait                         qemu-system-x86_64       [.] 0x00007ffef8c05dc8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.48%             3  5             L1 hit                                   [k] update_curr                            [kernel.kallsyms]        [k] 0xffffd3a8401abd48  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.48%             3  5             L1 hit                                   [.] 0x000000000005c6b3                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05c98  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.48%             3  5             L1 hit                                   [.] 0x000000000005e099                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05cb8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.48%             3  5             L1 hit                                   [.] 0x000000000005df7b                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05d00  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.48%             3  5             L1 hit                                   [.] 0x000000000005e043                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05d18  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.45%             1  14            L1 hit                                   [k] ct_kernel_enter.isra.0                 [kernel.kallsyms]        [k] 0xffffd3a8401abe68  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.45%             1  14            LFB/MAB hit                              [.] 0x00000000000be666                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05b58  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.32%             1  10            L1 hit                                   [k] native_load_tls                        [kernel.kallsyms]        [k] 0xffff8c3f0f30b068  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [k] __update_load_avg_cfs_rq               [kernel.kallsyms]        [k] 0xffff8c3bc401a298  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [.] __vdso_clock_gettime                   [vdso]                   [.] 0x00007ffef8c05cb0  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [k] _raw_spin_lock                         [kernel.kallsyms]        [k] 0xffff8c3f0f335048  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [k] add_wait_queue                         [kernel.kallsyms]        [k] 0xffff8c3cd93aeb58  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [k] fdget                                  [kernel.kallsyms]        [k] 0xffff8c3c3908e9c0  [kernel.kallsyms]  None          L1 or L2 hit            Yes      N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [k] fput                                   [kernel.kallsyms]        [k] 0xffff8c3bee851840  [kernel.kallsyms]  None          L1 or L2 hit            Yes      N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [k] hrtimer_start_range_ns                 [kernel.kallsyms]        [k] 0xffffd3a84d42f7e8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [k] pic_unlock                             [kernel.kallsyms]        [k] 0xffffd3a84d42f808  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [.] qemu_event_reset                       qemu-system-x86_64       [.] 0x000055eb46687c00  [heap]             None          L1 or L2 hit            Yes      N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [.] qemu_mutex_lock_impl                   qemu-system-x86_64       [.] 0x00007ffef8c05d68  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [k] sched_balance_update_blocked_averages  [kernel.kallsyms]        [k] 0xffffd3a8401abe08  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [k] sched_clock                            [kernel.kallsyms]        [k] 0xffff8c3f0f335048  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [k] sched_clock_cpu                        [kernel.kallsyms]        [k] 0xffffd3a8401abce8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [k] sched_clock_cpu                        [kernel.kallsyms]        [k] 0xffffd3a8401abd00  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [k] tick_nohz_get_sleep_length             [kernel.kallsyms]        [k] 0xffffd3a8401abe70  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [k] tick_nohz_next_event                   [kernel.kallsyms]        [k] 0xffff8c3f0f326490  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [.] timerlist_deadline_ns                  qemu-system-x86_64       [.] 0x00007ffef8c05da0  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [k] update_curr                            [kernel.kallsyms]        [k] 0xffffd3a8401abd38  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [k] vtime_task_switch_generic              [kernel.kallsyms]        [k] 0xffff8c3bc0ded7d0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [.] 0x00000000000bdb50                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05b28  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [.] 0x00000000000be63d                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05bb8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [.] 0x00000000000be639                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05bc8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [.] 0x000000000005c6d9                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05c98  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [.] 0x000000000005c635                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05cb8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [.] 0x000000000005deca                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05cc8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [.] 0x0000000000023000                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05d08  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [.] 0x000000000005c664                     libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05d28  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.32%             2  5             L1 hit                                   [.] 0x0000000000b1815d                     qemu-system-x86_64       [.] 0x000055eb46687988  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.19%             1  6             L1 hit                                   [k] schedule_hrtimeout_range_clock         [kernel.kallsyms]        [k] 0xffffd3a84d42f920  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __alloc_pages_noprof                   [kernel.kallsyms]        [k] 0xffffd3a84d42f7d0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __calc_delta.constprop.0               [kernel.kallsyms]        [k] 0xffffd3a84d42f790  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __ct_user_enter                        [kernel.kallsyms]        [k] 0xffffd3a84d42fc78  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __ct_user_enter                        [kernel.kallsyms]        [k] 0xffffd3a84d42fec0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __dequeue_entity                       [kernel.kallsyms]        [k] 0xffff8c3bfbe2f040  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __dequeue_entity                       [kernel.kallsyms]        [k] 0xffff8c3f0f335f88  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __enqueue_entity                       [kernel.kallsyms]        [k] 0xffff8c3d4f3f4dd0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __enqueue_entity                       [kernel.kallsyms]        [k] 0xffff8c3f0f335f88  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __flush_work                           [kernel.kallsyms]        [k] 0xffffd3a84d42f6a0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __flush_work                           [kernel.kallsyms]        [k] 0xffffd3a84d42f6a8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __flush_work                           [kernel.kallsyms]        [k] 0xffffd3a84d42f718  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __flush_work                           [kernel.kallsyms]        [k] 0xffffd3a84d42f8b0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __hrtimer_next_event_base              [kernel.kallsyms]        [k] 0xffffd3a8401abe20  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __hrtimer_next_event_base              [kernel.kallsyms]        [k] 0xffffd3a8401abe28  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __perf_event_task_sched_in             [kernel.kallsyms]        [k] 0xffffd3a8401abe08  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __perf_event_task_sched_out            [kernel.kallsyms]        [k] 0xffffd3a84d42f790  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __pollwait                             [kernel.kallsyms]        [k] 0xffff8c3c30df7070  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __pollwait                             [kernel.kallsyms]        [k] 0xffffd3a84d42f6b8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __pollwait                             [kernel.kallsyms]        [k] 0xffffd3a84d42f888  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __pollwait                             [kernel.kallsyms]        [k] 0xffffd3a84d42f928  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __pollwait                             [kernel.kallsyms]        [k] 0xffffd3a84d42fb88  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __remove_hrtimer                       [kernel.kallsyms]        [k] 0xffffd3a8401abcd8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __rseq_handle_notify_resume            [kernel.kallsyms]        [k] 0xffffd3a84d42fd80  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __schedule                             [kernel.kallsyms]        [k] 0xffff8c3f0f335048  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __schedule                             [kernel.kallsyms]        [k] 0xffff8c3f0f336940  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __schedule                             [kernel.kallsyms]        [k] 0xffffd3a84d42f6e0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __schedule                             [kernel.kallsyms]        [k] 0xffffd3a84d42f958  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __switch_to                            [kernel.kallsyms]        [k] 0xffff8c3d4f3f6262  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __switch_to                            [kernel.kallsyms]        [k] 0xffffd3a84d42f8a0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __update_idle_core                     [kernel.kallsyms]        [k] 0xffffd3a84d42f758  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __update_load_avg_cfs_rq               [kernel.kallsyms]        [k] 0xffff8c3bc790d4a8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __update_load_avg_cfs_rq               [kernel.kallsyms]        [k] 0xffff8c3bd4ee8a80  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __update_load_avg_cfs_rq               [kernel.kallsyms]        [k] 0xffff8c3bd4ee8a98  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __update_load_avg_cfs_rq               [kernel.kallsyms]        [k] 0xffff8c3bfbe2f0a8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __update_load_avg_cfs_rq               [kernel.kallsyms]        [k] 0xffff8c3f0f335fd0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __update_load_avg_cfs_rq               [kernel.kallsyms]        [k] 0xffffd3a8401abd98  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __update_load_avg_cfs_rq               [kernel.kallsyms]        [k] 0xffffd3a84d42f4e0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __update_load_avg_cfs_rq               [kernel.kallsyms]        [k] 0xffffd3a84d42f588  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __update_load_avg_cfs_rq               [kernel.kallsyms]        [k] 0xffffd3a84d42f700  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __update_load_avg_cfs_rq               [kernel.kallsyms]        [k] 0xffffd3a84d42f708  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __update_load_avg_cfs_rq               [kernel.kallsyms]        [k] 0xffffd3a84d42f7a0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __update_load_avg_se                   [kernel.kallsyms]        [k] 0xffff8c3bc401a6e8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __update_load_avg_se                   [kernel.kallsyms]        [k] 0xffff8c3bc790f0d8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __update_load_avg_se                   [kernel.kallsyms]        [k] 0xffffd3a8401abcbc  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __update_load_avg_se                   [kernel.kallsyms]        [k] 0xffffd3a8401abd00  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __update_load_avg_se                   [kernel.kallsyms]        [k] 0xffffd3a8401abd50  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __update_load_avg_se                   [kernel.kallsyms]        [k] 0xffffd3a8401abd58  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __update_load_avg_se                   [kernel.kallsyms]        [k] 0xffffd3a8401abd70  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __update_load_avg_se                   [kernel.kallsyms]        [k] 0xffffd3a8401abdb0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __update_load_avg_se                   [kernel.kallsyms]        [k] 0xffffd3a84d42f458  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __update_load_avg_se                   [kernel.kallsyms]        [k] 0xffffd3a84d42f4c8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __update_load_avg_se                   [kernel.kallsyms]        [k] 0xffffd3a84d42f578  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __update_load_avg_se                   [kernel.kallsyms]        [k] 0xffffd3a84d42f5a0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __update_load_avg_se                   [kernel.kallsyms]        [k] 0xffffd3a84d42f5f8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] __vdso_clock_gettime                   [vdso]                   [.] 0x00007ffef8c05be0  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] __vdso_clock_gettime                   [vdso]                   [.] 0x00007ffef8c05c50  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] __vdso_clock_gettime                   [vdso]                   [.] 0x00007ffef8c05c80  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] __vdso_clock_gettime                   [vdso]                   [.] 0x00007ffef8c05ca8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] __vdso_clock_gettime                   [vdso]                   [.] 0x00007ffef8c05d20  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] __vdso_clock_gettime                   [vdso]                   [.] 0x00007ffef8c05d30  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] __vdso_gettimeofday                    [vdso]                   [.] 0x00007ffef8c05d50  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] __x64_sys_ppoll                        [kernel.kallsyms]        [k] 0xffffd3a84d42fe78  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] _copy_to_user                          [kernel.kallsyms]        [k] 0x00007ffef8c05cc0  [unknown]          None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] _raw_spin_lock_irqsave                 [kernel.kallsyms]        [k] 0xffffd3a84d42f648  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] _raw_spin_lock_irqsave                 [kernel.kallsyms]        [k] 0xffffd3a84d42f6b8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] _raw_spin_lock_irqsave                 [kernel.kallsyms]        [k] 0xffffd3a84d42f6c8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] _raw_spin_lock_irqsave                 [kernel.kallsyms]        [k] 0xffffd3a84d42f918  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] _raw_spin_unlock                       [kernel.kallsyms]        [k] 0xffff8c3f0f335048  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] _raw_spin_unlock_irq                   [kernel.kallsyms]        [k] 0xffff8c3bc0059c00  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] _raw_spin_unlock_irqrestore            [kernel.kallsyms]        [k] 0xffff8c3bd20d39c8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] _raw_spin_unlock_irqrestore            [kernel.kallsyms]        [k] 0xffff8c3f0f225e40  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] _raw_spin_unlock_irqrestore            [kernel.kallsyms]        [k] 0xffff8c3f0f335048  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] add_wait_queue                         [kernel.kallsyms]        [k] 0xffff8c3bd20d39d0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] add_wait_queue                         [kernel.kallsyms]        [k] 0xffffd3a84d42f758  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] add_wait_queue                         [kernel.kallsyms]        [k] 0xffffd3a84d42f820  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] add_wait_queue                         [kernel.kallsyms]        [k] 0xffffd3a84d42fb20  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] clock_gettime                          libc.so.6                [.] 0x00007ffef8c05be8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] clock_gettime                          libc.so.6                [.] 0x00007ffef8c05c98  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] clock_gettime                          libc.so.6                [.] 0x00007ffef8c05cb8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] clock_gettime                          libc.so.6                [.] 0x00007ffef8c05ce8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] cpu_get_clock                          qemu-system-x86_64       [.] 0x00007ffef8c05c30  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] cpu_get_clock                          qemu-system-x86_64       [.] 0x00007ffef8c05c50  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] cpu_get_clock                          qemu-system-x86_64       [.] 0x00007ffef8c05c80  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] cpu_get_clock                          qemu-system-x86_64       [.] 0x00007ffef8c05ce0  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] cpu_get_clock                          qemu-system-x86_64       [.] 0x00007ffef8c05d50  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] cpu_get_clock_locked                   qemu-system-x86_64       [.] 0x00007ffef8c05d18  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] cpuidle_enter_state                    [kernel.kallsyms]        [k] 0xffffd3a8401abe88  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] ct_idle_exit                           [kernel.kallsyms]        [k] 0xffffd3a8401abe78  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] ct_kernel_exit.isra.0                  [kernel.kallsyms]        [k] 0xffffd3a8401abe70  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] dequeue_entities                       [kernel.kallsyms]        [k] 0xffff8c3bc790d420  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] dequeue_entities                       [kernel.kallsyms]        [k] 0xffffd3a84b233988  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] dequeue_entities                       [kernel.kallsyms]        [k] 0xffffd3a84b2339d8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] dequeue_entities                       [kernel.kallsyms]        [k] 0xffffd3a84d42f718  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] dequeue_entities                       [kernel.kallsyms]        [k] 0xffffd3a84d42f7f0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
