# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1K of event 'cpu_core/mem-loads-aux/'
# Total weight : 1699
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                               Shared Object            Data Symbol             Data Object        Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  ...................................  .......................  ......................  .................  ............  ......................  ......  ..........  ...................  ....................
#
     0.04%             1  48            L2 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312288                     [heap]                   None          L1 or L2 hit            No       N/A        51                   0                   
     0.04%             1  47            L1 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d93126b8                     [heap]                   None          L1 or L2 hit            No       N/A        54                   0                   
     0.04%             1  47            LFB/MAB hit                              [.] cfree                              libc.so.6                [.] 0x00007fcefa3011f8                     libc.so.6                None          L1 or L2 hit            No       N/A        51                   0                   
     0.04%             1  47            LFB/MAB hit                              [.] malloc                             libc.so.6                [.] 0x00007fce1c000030                     anon                     None          L1 or L2 hit            Yes      N/A        49                   0                   
     0.04%             1  47            LFB/MAB hit                              [.] pthread_mutex_lock                 libc.so.6                [.] 0x00005651d92dbec0                     [heap]                   None          L1 or L2 hit            Yes      Addr       49                   0                   
     0.04%             1  47            LFB/MAB hit                              [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9313138                     [heap]                   None          L1 or L2 hit            No       N/A        49                   0                   
     0.04%             1  47            LFB/MAB hit                              [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9313fc8                     [heap]                   None          L1 or L2 hit            No       N/A        49                   0                   
     0.04%             1  47            L2 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312288                     [heap]                   None          L1 or L2 hit            No       N/A        49                   0                   
     0.04%             1  47            L2 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d93126b8                     [heap]                   None          L1 or L2 hit            No       N/A        50                   0                   
     0.04%             1  46            LFB/MAB hit                              [.] pthread_mutex_lock                 libc.so.6                [.] 0x00005651d92dbec0                     [heap]                   None          L1 or L2 hit            Yes      N/A        48                   0                   
     0.04%             1  46            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2132bc4                     anon                     None          L1 or L2 hit            No       N/A        62                   0                   
     0.04%             1  46            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf253ce0c                     anon                     None          L1 or L2 hit            No       N/A        48                   0                   
     0.04%             1  46            LFB/MAB hit                              [.] tlb_reset_dirty                    qemu-system-aarch64      [.] 0x00005651d936c538                     [heap]                   None          L1 or L2 hit            No       N/A        48                   0                   
     0.04%             1  46            LFB/MAB hit                              [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312718                     [heap]                   None          L1 or L2 hit            No       N/A        49                   0                   
     0.04%             1  46            L2 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312208                     [heap]                   None          L1 or L2 hit            No       N/A        53                   0                   
     0.04%             1  46            L2 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312288                     [heap]                   None          L1 or L2 hit            No       Addr       48                   0                   
     0.04%             1  46            L2 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d93124a0                     [heap]                   None          L1 or L2 hit            No       N/A        48                   0                   
     0.04%             2  23            LFB/MAB hit                              [.] qht_insert                         qemu-system-aarch64      [.] 0x00007fcdf2ccb6c0                     anon                     None          L1 or L2 hit            Yes      N/A        32                   0                   
     0.04%             1  45            LFB/MAB hit                              [.] pthread_mutex_lock                 libc.so.6                [.] 0x00005651d92dbec0                     [heap]                   None          L1 or L2 hit            Yes      N/A        47                   0                   
     0.04%             9  5             L1 hit                                   [.] tcg_optimize                       qemu-system-aarch64      [.] 0x00007fcef20b2128                     anon                     None          L1 or L2 hit            No       Addr       37                   0                   
     0.04%             1  44            LFB/MAB hit                              [.] tlb_reset_dirty                    qemu-system-aarch64      [.] 0x00005651d937c638                     [heap]                   None          L1 or L2 hit            No       N/A        46                   0                   
     0.04%             1  44            LFB/MAB hit                              [.] 0x0000000000c6de8d                 qemu-system-aarch64      [.] 0x00005651d9311c60                     [heap]                   None          L1 or L2 hit            Yes      N/A        46                   0                   
     0.04%             1  44            LFB/MAB hit                              [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d93138a0                     [heap]                   None          L1 or L2 hit            No       N/A        46                   0                   
     0.04%             1  44            L2 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312228                     [heap]                   None          L1 or L2 hit            No       N/A        46                   0                   
     0.04%             1  43            LFB/MAB hit                              [k] _raw_spin_lock_irqsave             [kernel.kallsyms]        [k] 0xffff8c3bd1f0c348                     [kernel.kallsyms]        None          L1 or L2 hit            Yes      N/A        45                   0                   
     0.04%             1  43            LFB/MAB hit                              [k] _raw_spin_lock_irqsave             [kernel.kallsyms]        [k] 0xffff8c3bd1f0c7c8                     [kernel.kallsyms]        None          L1 or L2 hit            Yes      N/A        52                   0                   
     0.04%             1  43            LFB/MAB hit                              [.] bitmap_set_atomic                  qemu-system-aarch64      [.] 0x00007fcef24b9d00                     anon                     None          L1 or L2 hit            Yes      N/A        45                   0                   
     0.04%             1  43            LFB/MAB hit                              [.] bitmap_test_and_clear_atomic       qemu-system-aarch64      [.] 0x00007fcef24fad00                     anon                     None          L1 or L2 hit            Yes      N/A        45                   0                   
     0.04%             1  43            LFB/MAB hit                              [k] futex_q_lock                       [kernel.kallsyms]        [k] 0xffff8c3d08e692c0                     [kernel.kallsyms]        None          L1 or L2 hit            Yes      N/A        52                   0                   
     0.04%             1  43            LFB/MAB hit                              [.] tcg_optimize                       qemu-system-aarch64      [.] tcg_op_defs+0x269                      qemu-system-aarch64      None          L1 or L2 hit            No       N/A        45                   0                   
     0.04%             1  43            LFB/MAB hit                              [.] tlb_reset_dirty                    qemu-system-aarch64      [.] 0x00005651d9355138                     [heap]                   None          L1 or L2 hit            No       N/A        45                   0                   
     0.04%             1  43            LFB/MAB hit                              [.] tlb_reset_dirty                    qemu-system-aarch64      [.] 0x00007fcdd4eee4f8                     anon                     None          L1 or L2 hit            No       N/A        45                   0                   
     0.04%             1  43            L2 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312228                     [heap]                   None          L1 or L2 hit            No       Addr       45                   0                   
     0.04%             1  43            L2 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312698                     [heap]                   None          L1 or L2 hit            No       N/A        45                   0                   
     0.04%             1  42            LFB/MAB hit                              [.] bitmap_test_and_clear_atomic       qemu-system-aarch64      [.] 0x00007fcef24fad00                     anon                     None          L1 or L2 hit            Yes      N/A        44                   0                   
     0.04%             1  42            LFB/MAB hit                              [.] malloc                             libc.so.6                [.] 0x00007fce1c000030                     anon                     None          L1 or L2 hit            Yes      N/A        44                   0                   
     0.04%             1  42            LFB/MAB hit                              [.] 0x0000000000e60b6e                 qemu-system-aarch64      [.] 0x00005651d8f327f0                     [heap]                   None          L1 or L2 hit            Yes      N/A        44                   0                   
     0.04%             1  42            LFB/MAB hit                              [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312480                     [heap]                   None          L1 or L2 hit            No       N/A        44                   0                   
     0.04%             1  41            LFB/MAB hit                              [.] pthread_mutex_lock                 libc.so.6                [.] 0x00005651d92dbec0                     [heap]                   None          L1 or L2 hit            Yes      N/A        44                   0                   
     0.04%             1  41            LFB/MAB hit                              [.] pthread_mutex_lock                 libc.so.6                [.] 0x00005651d92dbec0                     [heap]                   None          L1 or L2 hit            Yes      N/A        43                   0                   
     0.04%             1  41            LFB/MAB hit                              [.] tlb_reset_dirty                    qemu-system-aarch64      [.] 0x00007fcdd4eefab8                     anon                     None          L1 or L2 hit            No       N/A        43                   0                   
     0.04%             1  41            LFB/MAB hit                              [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312228                     [heap]                   None          L1 or L2 hit            No       N/A        43                   0                   
     0.04%             1  41            L2 hit                                   [.] tcg_optimize                       qemu-system-aarch64      [.] tcg_op_defs+0xe8                       qemu-system-aarch64      None          L1 or L2 hit            No       N/A        43                   0                   
     0.04%             1  41            L2 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312698                     [heap]                   None          L1 or L2 hit            No       N/A        44                   0                   
     0.04%             1  41            L2 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312930                     [heap]                   None          L1 or L2 hit            No       Addr       43                   0                   
     0.04%             1  41            L3 hit                                   [k] perf_event_mmap_output             [kernel.kallsyms]        [k] 0xffff8c3d1130be70                     [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        43                   0                   
     0.04%             1  40            LFB/MAB hit                              [.] bitmap_test_and_clear_atomic       qemu-system-aarch64      [.] 0x00007fcef24fad00                     anon                     None          L1 or L2 hit            Yes      N/A        42                   0                   
     0.04%             1  40            LFB/MAB hit                              [.] tcg_optimize                       qemu-system-aarch64      [.] tcg_op_defs+0xe8                       qemu-system-aarch64      None          L1 or L2 hit            No       Addr       42                   0                   
     0.04%             1  40            LFB/MAB hit                              [.] tcg_optimize                       qemu-system-aarch64      [.] tcg_op_defs+0x269                      qemu-system-aarch64      None          L1 or L2 hit            No       Addr       43                   0                   
     0.04%             1  40            LFB/MAB hit                              [.] tlb_reset_dirty                    qemu-system-aarch64      [.] 0x00005651d937c638                     [heap]                   None          L1 or L2 hit            No       N/A        42                   0                   
     0.04%             1  40            LFB/MAB hit                              [.] 0x00007fcecfbbfb9a                 [JIT] tid 7297           [.] 0x00007fcdd4ef6ce8                     anon                     None          L1 or L2 hit            No       N/A        42                   0                   
     0.04%             1  40            LFB/MAB hit                              [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d93121e8                     [heap]                   None          L1 or L2 hit            No       Addr       42                   0                   
     0.04%             1  40            LFB/MAB hit                              [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312970                     [heap]                   None          L1 or L2 hit            No       N/A        42                   0                   
     0.04%             1  40            LFB/MAB hit                              [.] 0x0000000000c68f63                 qemu-system-aarch64      [.] 0x00007fcef20b1d80                     anon                     None          L1 or L2 hit            No       N/A        43                   0                   
     0.04%             1  40            L2 hit                                   [.] 0x00007fcecfbb7d33                 [JIT] tid 7297           [.] 0x00007fcecfbb7f90                     [JIT] tid 7297           None          L1 or L2 hit            No       N/A        42                   0                   
     0.04%             1  40            L2 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312248                     [heap]                   None          L1 or L2 hit            No       Addr       42                   0                   
     0.04%             1  40            L2 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312500                     [heap]                   None          L1 or L2 hit            No       N/A        42                   0                   
     0.04%             1  40            L2 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312738                     [heap]                   None          L1 or L2 hit            No       N/A        42                   0                   
     0.04%             1  40            L2 hit                                   [.] 0x0000000000c9762b                 qemu-system-aarch64      [.] 0x00007fcee3e332e0                     [JIT] tid 7297           None          L1 or L2 hit            No       N/A        42                   0                   
     0.04%             1  39            LFB/MAB hit                              [.] qht_insert                         qemu-system-aarch64      [.] 0x00007fcdf2ccb6c0                     anon                     None          L1 or L2 hit            Yes      N/A        48                   0                   
     0.04%             1  39            LFB/MAB hit                              [.] tlb_reset_dirty                    qemu-system-aarch64      [.] 0x00007fcdd4ed0458                     anon                     None          L1 or L2 hit            No       N/A        41                   0                   
     0.04%             1  39            LFB/MAB hit                              [.] 0x00007fcecf842459                 [JIT] tid 7297           [.] 0x00007fce2d984090                     anon                     None          L1 or L2 hit            No       N/A        42                   0                   
     0.04%             1  39            L2 hit                                   [.] cfree                              libc.so.6                [.] 0x00007fcefa308218                     anon                     None          L1 or L2 hit            No       N/A        43                   0                   
     0.04%             1  39            L2 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312480                     [heap]                   None          L1 or L2 hit            No       N/A        41                   0                   
     0.04%             1  39            L2 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d93126d8                     [heap]                   None          L1 or L2 hit            No       N/A        50                   0                   
     0.03%             1  38            L1 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312208                     [heap]                   None          L1 or L2 hit            No       N/A        41                   0                   
     0.03%             1  38            LFB/MAB hit                              [.] bitmap_test_and_clear_atomic       qemu-system-aarch64      [.] 0x00007fcef24fad00                     anon                     None          L1 or L2 hit            Yes      N/A        47                   0                   
     0.03%             1  38            LFB/MAB hit                              [.] bitmap_test_and_clear_atomic       qemu-system-aarch64      [.] 0x00007fcef24fad00                     anon                     None          L1 or L2 hit            Yes      N/A        40                   0                   
     0.03%             1  38            LFB/MAB hit                              [.] pthread_mutex_lock                 libc.so.6                [.] 0x00005651d92dbec0                     [heap]                   None          L1 or L2 hit            Yes      N/A        40                   0                   
     0.03%             1  38            LFB/MAB hit                              [.] qht_insert                         qemu-system-aarch64      [.] 0x00007fcdf2ccb6c0                     anon                     None          L1 or L2 hit            Yes      N/A        47                   0                   
     0.03%             1  38            LFB/MAB hit                              [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312718                     [heap]                   None          L1 or L2 hit            No       N/A        40                   0                   
     0.03%             1  38            LFB/MAB hit                              [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9313860                     [heap]                   None          L1 or L2 hit            No       N/A        40                   0                   
     0.03%             1  38            LFB/MAB hit                              [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9313f68                     [heap]                   None          L1 or L2 hit            No       N/A        40                   0                   
     0.03%             1  38            L2 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312228                     [heap]                   None          L1 or L2 hit            No       Addr       42                   0                   
     0.03%             1  38            L2 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312718                     [heap]                   None          L1 or L2 hit            No       Addr       47                   0                   
     0.03%             2  19            LFB/MAB hit                              [.] 0x0000000000095fa0                 libglib-2.0.so.0.8400.4  [.] 0x00007fcdd5075ea2                     anon                     None          L1 or L2 hit            No       N/A        35                   0                   
     0.03%             2  19            LFB/MAB hit                              [.] 0x0000000000095fa0                 libglib-2.0.so.0.8400.4  [.] 0x00007fcdd5135ea2                     anon                     None          L1 or L2 hit            No       N/A        35                   0                   
     0.03%             2  19            LFB/MAB hit                              [.] 0x0000000000095fbc                 libglib-2.0.so.0.8400.4  [.] 0x00007fce1fc75c60                     anon                     None          L1 or L2 hit            No       N/A        35                   0                   
     0.03%             1  37            L1 hit                                   [.] tcg_optimize                       qemu-system-aarch64      [.] tcg_op_defs+0x269                      qemu-system-aarch64      None          L1 or L2 hit            No       N/A        39                   0                   
     0.03%             1  37            LFB/MAB hit                              [.] cfree                              libc.so.6                [.] 0x00005651da104898                     [heap]                   None          L1 or L2 hit            No       N/A        40                   0                   
     0.03%             1  37            LFB/MAB hit                              [.] tlb_reset_dirty                    qemu-system-aarch64      [.] 0x00005651d9350b78                     [heap]                   None          L1 or L2 hit            No       N/A        39                   0                   
     0.03%             1  37            LFB/MAB hit                              [.] tlb_reset_dirty                    qemu-system-aarch64      [.] 0x00007fcdd4d75718                     anon                     None          L1 or L2 hit            No       N/A        41                   0                   
     0.03%             1  37            LFB/MAB hit                              [.] tlb_reset_dirty                    qemu-system-aarch64      [.] 0x00007fcdd4ef1518                     anon                     None          L1 or L2 hit            No       N/A        39                   0                   
     0.03%             1  37            LFB/MAB hit                              [.] tlb_reset_dirty                    qemu-system-aarch64      [.] 0x00007fcdd4ef2018                     anon                     None          L1 or L2 hit            No       N/A        41                   0                   
     0.03%             1  37            LFB/MAB hit                              [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312698                     [heap]                   None          L1 or L2 hit            No       Addr       39                   0                   
     0.03%             1  37            LFB/MAB hit                              [.] 0x0000000000c6884a                 qemu-system-aarch64      [.] 0x00005651da1048a0                     [heap]                   None          L1 or L2 hit            No       N/A        44                   0                   
     0.03%             1  37            LFB/MAB hit                              [.] 0x0000000000c68f67                 qemu-system-aarch64      [.] 0x00007fcef20b1d90                     anon                     None          L1 or L2 hit            No       N/A        40                   0                   
     0.03%             1  37            L2 hit                                   [.] cfree                              libc.so.6                [.] 0x00007fcefa3011b0                     libc.so.6                None          L1 or L2 hit            No       N/A        39                   0                   
     0.03%             1  37            L2 hit                                   [.] tcg_optimize                       qemu-system-aarch64      [.] 0x00005651a3d74c04                     qemu-system-aarch64      None          L1 or L2 hit            No       N/A        39                   0                   
     0.03%             1  37            L2 hit                                   [.] tcg_optimize                       qemu-system-aarch64      [.] 0x00005651a3d74c04                     qemu-system-aarch64      None          L1 or L2 hit            No       Addr       39                   0                   
     0.03%             1  37            L2 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9311cb8                     [heap]                   None          L1 or L2 hit            No       N/A        39                   0                   
     0.03%             1  37            L2 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9313800                     [heap]                   None          L1 or L2 hit            No       N/A        39                   0                   
     0.03%             1  37            L2 hit                                   [.] 0x0000000000c6ded6                 qemu-system-aarch64      [.] 0x00005651d9377f38                     [heap]                   None          L1 or L2 hit            No       N/A        40                   0                   
     0.03%             1  37            L2 hit                                   [.] 0x0000000000c68844                 qemu-system-aarch64      [.] 0x00005651da1048b0                     [heap]                   None          L1 or L2 hit            No       N/A        40                   0                   
     0.03%             1  37            L2 hit                                   [.] 0x0000000000c68ef4                 qemu-system-aarch64      [.] 0x00007fcee45794b0                     [JIT] tid 7297           None          L1 or L2 hit            No       N/A        39                   0                   
     0.03%             1  36            LFB/MAB hit                              [.] bitmap_test_and_clear_atomic       qemu-system-aarch64      [.] 0x00007fcef24fad00                     anon                     None          L1 or L2 hit            Yes      N/A        38                   0                   
     0.03%             1  36            LFB/MAB hit                              [.] g_hash_table_lookup                libglib-2.0.so.0.8400.4  [.] 0x00005651d9398618                     [heap]                   None          L1 or L2 hit            No       N/A        38                   0                   
     0.03%             1  36            LFB/MAB hit                              [.] tlb_reset_dirty                    qemu-system-aarch64      [.] 0x00005651d93465b8                     [heap]                   None          L1 or L2 hit            No       N/A        38                   0                   
     0.03%             1  36            LFB/MAB hit                              [.] tlb_reset_dirty                    qemu-system-aarch64      [.] 0x00005651d934fd98                     [heap]                   None          L1 or L2 hit            No       N/A        38                   0                   
     0.03%             1  36            LFB/MAB hit                              [.] tlb_reset_dirty                    qemu-system-aarch64      [.] 0x00005651d936ef98                     [heap]                   None          L1 or L2 hit            No       N/A        39                   0                   
     0.03%             1  36            LFB/MAB hit                              [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d93126d8                     [heap]                   None          L1 or L2 hit            No       N/A        40                   0                   
     0.03%             1  36            LFB/MAB hit                              [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9314260                     [heap]                   None          L1 or L2 hit            No       N/A        38                   0                   
     0.03%             1  36            L2 hit                                   [.] tcg_optimize                       qemu-system-aarch64      [.] tcg_op_defs+0xe9                       qemu-system-aarch64      None          L1 or L2 hit            No       N/A        39                   0                   
     0.03%             1  36            L2 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312500                     [heap]                   None          L1 or L2 hit            No       N/A        38                   0                   
     0.03%             1  36            L2 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d93135c8                     [heap]                   None          L1 or L2 hit            No       N/A        38                   0                   
     0.03%             1  36            L2 hit                                   [.] 0x0000000000c9762e                 qemu-system-aarch64      [.] 0x00007fcee44732e8                     [JIT] tid 7297           None          L1 or L2 hit            No       N/A        38                   0                   
     0.03%             1  36            L2 hit                                   [.] 0x0000000000c68a32                 qemu-system-aarch64      [.] 0x00007fcee4d37588                     [JIT] tid 7297           None          L1 or L2 hit            No       N/A        38                   0                   
     0.03%             1  35            LFB/MAB hit                              [.] malloc                             libc.so.6                [.] 0x00007fce1c000030                     anon                     None          L1 or L2 hit            Yes      N/A        37                   0                   
     0.03%             1  35            LFB/MAB hit                              [.] qht_insert                         qemu-system-aarch64      [.] 0x00007fcdf2ccb6c0                     anon                     None          L1 or L2 hit            Yes      N/A        44                   0                   
     0.03%             1  35            LFB/MAB hit                              [.] tcg_optimize                       qemu-system-aarch64      [.] tcg_op_defs+0x269                      qemu-system-aarch64      None          L1 or L2 hit            No       Addr       37                   0                   
     0.03%             1  35            LFB/MAB hit                              [.] tlb_reset_dirty                    qemu-system-aarch64      [.] 0x00005651d9346678                     [heap]                   None          L1 or L2 hit            No       N/A        39                   0                   
     0.03%             1  35            LFB/MAB hit                              [.] tlb_reset_dirty                    qemu-system-aarch64      [.] 0x00005651d936a9b8                     [heap]                   None          L1 or L2 hit            No       N/A        38                   0                   
     0.03%             1  35            LFB/MAB hit                              [.] tlb_reset_dirty                    qemu-system-aarch64      [.] 0x00005651d937cd78                     [heap]                   None          L1 or L2 hit            No       N/A        38                   0                   
     0.03%             1  35            LFB/MAB hit                              [.] tlb_reset_dirty                    qemu-system-aarch64      [.] 0x00007fcdd4d754d8                     anon                     None          L1 or L2 hit            No       N/A        37                   0                   
     0.03%             1  35            LFB/MAB hit                              [.] tlb_reset_dirty                    qemu-system-aarch64      [.] 0x00007fcdd4eedd98                     anon                     None          L1 or L2 hit            No       N/A        37                   0                   
     0.03%             1  35            LFB/MAB hit                              [.] tlb_reset_dirty                    qemu-system-aarch64      [.] 0x00007fcdd4eef638                     anon                     None          L1 or L2 hit            No       N/A        37                   0                   
     0.03%             1  35            LFB/MAB hit                              [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d93126f8                     [heap]                   None          L1 or L2 hit            No       N/A        38                   0                   
     0.03%             1  35            LFB/MAB hit                              [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312910                     [heap]                   None          L1 or L2 hit            No       N/A        37                   0                   
     0.03%             1  35            LFB/MAB hit                              [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312930                     [heap]                   None          L1 or L2 hit            No       N/A        37                   0                   
     0.03%             1  35            L2 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312698                     [heap]                   None          L1 or L2 hit            No       N/A        38                   0                   
     0.03%             7  5             L1 hit                                   [.] tcg_optimize                       qemu-system-aarch64      [.] 0x00007fcef20b2128                     anon                     None          L1 or L2 hit            No       Addr       40                   0                   
     0.03%             1  34            LFB/MAB hit                              [.] cfree                              libc.so.6                [.] 0x00007fce1c0008e2                     anon                     None          L1 or L2 hit            No       N/A        44                   0                   
     0.03%             1  34            LFB/MAB hit                              [.] qht_insert                         qemu-system-aarch64      [.] 0x00007fcdf2ccb6c0                     anon                     None          L1 or L2 hit            Yes      N/A        43                   0                   
     0.03%             1  34            LFB/MAB hit                              [.] tlb_reset_dirty                    qemu-system-aarch64      [.] 0x00005651d936a678                     [heap]                   None          L1 or L2 hit            No       N/A        36                   0                   
     0.03%             1  34            LFB/MAB hit                              [.] tlb_reset_dirty                    qemu-system-aarch64      [.] 0x00007fcdd4d75618                     anon                     None          L1 or L2 hit            No       N/A        36                   0                   
     0.03%             1  34            LFB/MAB hit                              [.] tlb_reset_dirty                    qemu-system-aarch64      [.] 0x00007fcdd4ef0778                     anon                     None          L1 or L2 hit            No       N/A        36                   0                   
     0.03%             1  34            LFB/MAB hit                              [.] tlb_reset_dirty                    qemu-system-aarch64      [.] 0x00007fcdd4ef0c18                     anon                     None          L1 or L2 hit            No       N/A        36                   0                   
     0.03%             1  34            LFB/MAB hit                              [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9311d78                     [heap]                   None          L1 or L2 hit            No       N/A        36                   0                   
     0.03%             1  34            LFB/MAB hit                              [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d93121c8                     [heap]                   None          L1 or L2 hit            No       Addr       36                   0                   
     0.03%             1  34            LFB/MAB hit                              [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312480                     [heap]                   None          L1 or L2 hit            No       N/A        38                   0                   
     0.03%             1  34            LFB/MAB hit                              [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d93126f8                     [heap]                   None          L1 or L2 hit            No       Addr       36                   0                   
     0.03%             1  34            LFB/MAB hit                              [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312718                     [heap]                   None          L1 or L2 hit            No       N/A        37                   0                   
     0.03%             1  34            LFB/MAB hit                              [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9313588                     [heap]                   None          L1 or L2 hit            No       Addr       37                   0                   
     0.03%             1  34            L2 hit                                   [.] 0x00007fcece80b442                 [JIT] tid 7297           [.] 0x00007fcece80b530                     [JIT] tid 7297           None          L1 or L2 hit            No       N/A        36                   0                   
     0.03%             1  34            L2 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d9312930                     [heap]                   None          L1 or L2 hit            No       N/A        37                   0                   
     0.03%             1  33            L1 hit                                   [.] tlb_reset_dirty                    qemu-system-aarch64      [.] 0x00005651d9314458                     [heap]                   None          L1 or L2 hit            No       N/A        36                   0                   
     0.03%             1  33            L1 hit                                   [.] 0x0000000000c6df27                 qemu-system-aarch64      [.] 0x00005651d93124a0                     [heap]                   None          L1 or L2 hit            No       N/A        35                   0                   
     0.03%             1  33            LFB/MAB hit                              [k] __update_load_avg_se               [kernel.kallsyms]        [k] 0xffff8c3bc40194d8                     [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        35                   0                   
     0.03%             1  33            LFB/MAB hit                              [.] bitmap_test_and_clear_atomic       qemu-system-aarch64      [.] 0x00007fcef24fad00                     anon                     None          L1 or L2 hit            Yes      N/A        36                   0                   
     0.03%             1  33            LFB/MAB hit                              [k] can_vma_merge_after.constprop.0    [kernel.kallsyms]        [k] 0xffff8c3bc84dcdc0                     [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        35                   0                   
     0.03%             1  33            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fced06e0f10                     [JIT] tid 7297           None          L1 or L2 hit            No       N/A        35                   0                   
     0.03%             1  33            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fced5acbf60                     [JIT] tid 7297           None          L1 or L2 hit            No       N/A        35                   0                   
     0.03%             1  33            LFB/MAB hit                              [.] pthread_mutex_lock                 libc.so.6                [.] 0x00005651d92dbec0                     [heap]                   None          L1 or L2 hit            Yes      Addr       35                   0                   
     0.03%             1  33            LFB/MAB hit                              [.] tlb_reset_dirty                    qemu-system-aarch64      [.] 0x00005651d9362758                     [heap]                   None          L1 or L2 hit            No       N/A        35                   0                   
