# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 11  of event 'cpu_core/mem-loads-aux/'
# Total weight : 11
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                      Shared Object      Data Symbol             Data Object       Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  ..........................  .................  ......................  ................  ............  ......................  ......  ..........  ...................  ....................
#
    90.91%            10  0             N/A                                      [k] native_write_msr        [kernel.kallsyms]  [k] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     9.09%             1  0             N/A                                      [k] ct_kernel_enter.isra.0  [kernel.kallsyms]  [k] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   


# Samples: 108  of event 'cpu_core/mem-loads,ldlat=30/'
# Total weight : 6442
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                            Shared Object            Data Symbol                                Data Object              Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  ................................  .......................  .........................................  .......................  ............  ......................  ......  ..........  ...................  ....................
#
     2.17%             1  5             L1 hit                                   [k] cpuidle_enter_state           [kernel.kallsyms]        [k] 0xffffd3a8401abe78  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [k] dequeue_entity                [kernel.kallsyms]        [k] 0xffffd3a84d42f660  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [k] dequeue_entity                [kernel.kallsyms]        [k] 0xffffd3a84d42f690  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [k] do_sys_poll                   [kernel.kallsyms]        [k] 0xffffd3a84d42f968  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [k] do_sys_poll                   [kernel.kallsyms]        [k] 0xffffd3a84d42fa80  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [k] enqueue_entity                [kernel.kallsyms]        [k] 0xffffd3a8401abd58  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [k] enqueue_entity                [kernel.kallsyms]        [k] 0xffffd3a8401abd60  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [k] eventfd_poll                  [kernel.kallsyms]        [k] 0xffffd3a84d42f860  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [k] fdget                         [kernel.kallsyms]        [k] 0xffffd3a84d42fea0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [k] free_unref_page_commit        [kernel.kallsyms]        [k] 0xffff8c3f0f33c5e0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [k] get_nohz_timer_target         [kernel.kallsyms]        [k] 0xffffd3a8401abc70  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [k] hrtimer_try_to_cancel.part.0  [kernel.kallsyms]        [k] 0xffffd3a84d42f620  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [.] kvm_set_irq                   qemu-system-x86_64       [.] 0x00007ffef8c05cb8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [.] main_loop_wait                qemu-system-x86_64       [.] 0x00007ffef8c05dc8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [k] mem_cgroup_handle_over_high   [kernel.kallsyms]        [k] 0xffffd3a84b233cd0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [k] menu_select                   [kernel.kallsyms]        [k] 0xffffd3a8401abe98  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [k] menu_select                   [kernel.kallsyms]        [k] 0xffffd3a8401abec0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [.] object_dynamic_cast_assert    qemu-system-x86_64       [.] 0x00007ffef8c05c48  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [k] psi_group_change              [kernel.kallsyms]        [k] 0xffffd3a84d42f838  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [.] qemu_mutex_lock_impl          qemu-system-x86_64       [.] 0x00007ffef8c05cc8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [k] remove_wait_queue             [kernel.kallsyms]        [k] 0xffffd3a84d42f930  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [k] save_fpregs_to_fpstate        [kernel.kallsyms]        [k] 0xffffd3a8401abe10  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [k] set_next_task_fair            [kernel.kallsyms]        [k] 0xffffd3a8401abe10  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [.] timerlist_deadline_ns         qemu-system-x86_64       [.] 0x00007ffef8c05c78  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [k] tomoyo_init_request_info      [kernel.kallsyms]        [k] 0xffffd3a84d42fa5b  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [k] tty_ldisc_ref_wait            [kernel.kallsyms]        [k] 0xffffd3a84d42f790  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [k] update_load_avg               [kernel.kallsyms]        [k] 0xffffd3a8401abd38  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [.] 0x0000000000095204            libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05bd8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [.] 0x00000000000951fc            libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05be4  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [.] 0x000000000005a6d9            libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05c68  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [.] 0x000000000005e0a1            libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05cb8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [.] 0x000000000005da65            libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05d00  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [.] 0x000000000005e048            libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05d10  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [.] 0x000000000005d92b            libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05d38  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [.] 0x0000000000006673            libslirp.so.0.4.0        [.] 0x00007ffef8c05ce8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     2.17%             1  5             L1 hit                                   [.] 0x0000000000b18217            qemu-system-x86_64       [.] 0x00007ffef8c05ca8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   


#
# (Tip: If you have debuginfo enabled, try: perf report -s sym,srcline)
#
