# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 780  of event 'cpu_core/mem-loads-aux/'
# Total weight : 788
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                               Shared Object            Data Symbol             Data Object       Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  ...................................  .......................  ......................  ................  ............  ......................  ......  ..........  ...................  ....................
#
     0.09%             1  47            L3 hit                                   [k] run_posix_cpu_timers               [kernel.kallsyms]        [k] 0xffff8c3bc0b6b758                      [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        49                   0                   
     0.09%             1  45            LFB/MAB hit                              [.] 0x00007fcece969540                 [JIT] tid 7297           [.] 0x00007fcea885c800                      anon                     None          L1 or L2 hit            No       N/A        47                   0                   
     0.09%             1  45            L2 hit                                   [.] 0x00007fcece50869f                 [JIT] tid 7297           [.] 0x00007fcece508728                      [JIT] tid 7297           None          L1 or L2 hit            No       N/A        47                   0                   
     0.09%             1  45            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d9337118                      [heap]                   None          L1 or L2 hit            No       N/A        47                   0                   
     0.09%             1  44            L2 hit                                   [.] 0x00007fcecf03fd4e                 [JIT] tid 7297           [.] 0x00007fcecf03fdd8                      [JIT] tid 7297           None          L1 or L2 hit            No       N/A        46                   0                   
     0.08%             1  42            LFB/MAB hit                              [.] 0x00007fcecfbbf680                 [JIT] tid 7297           [.] 0x00007fcdd4ee2cf8                      anon                     None          L1 or L2 hit            No       N/A        44                   0                   
     0.08%             1  41            L3 hit                                   [k] perf_adjust_freq_unthr_context     [kernel.kallsyms]        [k] 0xffff8c3f0f3b07c8                      [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        43                   0                   
     0.08%             1  40            L2 hit                                   [.] 0x00007fcece4a020b                 [JIT] tid 7297           [.] 0x00007fcece4a0300                      [JIT] tid 7297           None          L1 or L2 hit            No       N/A        42                   0                   
     0.08%             1  39            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecfbcb594                      [JIT] tid 7297           None          L1 or L2 hit            No       N/A        42                   0                   
     0.08%             1  39            LFB/MAB hit                              [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce4927e0d0                      anon                     None          L1 or L2 hit            No       N/A        41                   0                   
     0.07%             1  38            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce49412050                      anon                     None          L1 or L2 hit            No       N/A        40                   0                   
     0.07%             1  37            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecf9f1c60                      [JIT] tid 7297           None          L1 or L2 hit            No       N/A        39                   0                   
     0.07%             1  34            L2 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce49213050                      anon                     None          L1 or L2 hit            No       N/A        36                   0                   
     0.07%             1  33            LFB/MAB hit                              [.] 0x00007fcecf73f674                 [JIT] tid 7297           [.] 0x00007fcdd4eec828                      anon                     None          L1 or L2 hit            No       N/A        35                   0                   
     0.07%             1  33            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3d116050                      anon                     None          L1 or L2 hit            No       Addr       35                   0                   
     0.06%             1  32            LFB/MAB hit                              [.] pmu_pre_el_change                  qemu-system-aarch64      [.] 0x00005651d9327b61                      [heap]                   None          L1 or L2 hit            No       N/A        34                   0                   
     0.06%             1  30            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece3cec10                      [JIT] tid 7297           None          L1 or L2 hit            No       N/A        32                   0                   
     0.06%             1  29            LFB/MAB hit                              [k] _raw_spin_lock_irqsave             [kernel.kallsyms]        [k] 0xffff8c3c263da674                      [kernel.kallsyms]        None          L1 or L2 hit            Yes      Addr       38                   0                   
     0.06%             1  28            LFB/MAB hit                              [.] 0x00007fcecfa609d5                 [JIT] tid 7297           [.] 0x00007fcea09df888                      anon                     None          L1 or L2 hit            No       N/A        37                   0                   
     0.05%             1  26            LFB/MAB hit                              [.] 0x00007fcecf6d31c4                 [JIT] tid 7297           [.] 0x00007fce2c573028                      anon                     None          L1 or L2 hit            No       N/A        35                   0                   
     0.05%             1  26            LFB/MAB hit                              [.] 0x0000000000c9762e                 qemu-system-aarch64      [.] 0x00007fceccf46f68                      [JIT] tid 7297           None          L1 or L2 hit            No       N/A        35                   0                   
     0.04%             4  5             L1 hit                                   [.] 0x00007fcee31c97c0                 [JIT] tid 7297           [.] 0x00005651d9316f10                      [heap]                   None          L1 or L2 hit            No       Data Addr  234                  0                   
     0.04%             4  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        75                   0                   
     0.04%             4  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.04%             1  19            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece3c85d4                      [JIT] tid 7297           None          L1 or L2 hit            No       N/A        35                   0                   
     0.04%             1  19            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecf153bd4                      [JIT] tid 7297           None          L1 or L2 hit            No       N/A        35                   0                   
     0.04%             1  19            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fced13cde14                      [JIT] tid 7297           None          L1 or L2 hit            No       N/A        35                   0                   
     0.04%             1  19            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcee2a49f54                      [JIT] tid 7297           None          L1 or L2 hit            No       N/A        35                   0                   
     0.04%             1  19            LFB/MAB hit                              [.] 0x00007fcece3e434e                 [JIT] tid 7297           [.] 0x00007fce2fd0f998                      anon                     None          L1 or L2 hit            No       N/A        35                   0                   
     0.03%             3  5             L1 hit                                   [.] 0x00007fcee31c97c0                 [JIT] tid 7297           [.] 0x00005651d9316f10                      [heap]                   None          L1 or L2 hit            No       Data Addr  240                  0                   
     0.03%             3  5             L1 hit                                   [.] 0x00007fcee31c97e3                 [JIT] tid 7297           [.] 0x00005651d9316f18                      [heap]                   None          L1 or L2 hit            No       Data Addr  253                  0                   
     0.03%             3  5             L1 hit                                   [.] 0x00007fcee31c97e3                 [JIT] tid 7297           [.] 0x00005651d9316f18                      [heap]                   None          L1 or L2 hit            No       Data Addr  249                  0                   
     0.03%             3  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        63                   0                   
     0.02%             2  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1d20                      anon                     None          L1 or L2 hit            No       Data Addr  35                   0                   
     0.02%             2  5             L1 hit                                   [.] qemu_map_ram_ptr                   qemu-system-aarch64      [.] 0x00007fcef20b1cc0                      anon                     None          L1 or L2 hit            No       N/A        73                   0                   
     0.02%             2  5             L1 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcef20b1e78                      anon                     None          L1 or L2 hit            No       N/A        38                   0                   
     0.02%             2  5             L1 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcef20b1e78                      anon                     None          L1 or L2 hit            No       N/A        33                   0                   
     0.02%             2  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d80                      anon                     None          L1 or L2 hit            No       N/A        126                  0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee31c97dc                 [JIT] tid 7297           [.] 0x00005651d9316f10                      [heap]                   None          L1 or L2 hit            No       Data Addr  257                  0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee31c97dc                 [JIT] tid 7297           [.] 0x00005651d9316f10                      [heap]                   None          L1 or L2 hit            No       Data Addr  255                  0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee31c97dc                 [JIT] tid 7297           [.] 0x00005651d9316f10                      [heap]                   None          L1 or L2 hit            No       Data Addr  253                  0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee31c97c0                 [JIT] tid 7297           [.] 0x00005651d9316f10                      [heap]                   None          L1 or L2 hit            No       Data Addr  242                  0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee31c97c0                 [JIT] tid 7297           [.] 0x00005651d9316f10                      [heap]                   None          L1 or L2 hit            No       Data Addr  241                  0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee31c97e3                 [JIT] tid 7297           [.] 0x00005651d9316f18                      [heap]                   None          L1 or L2 hit            No       Addr       255                  0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee31c9d2b                 [JIT] tid 7297           [.] 0x00005651d9316f18                      [heap]                   None          L1 or L2 hit            No       Addr       226                  0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee31c97e3                 [JIT] tid 7297           [.] 0x00005651d9316f18                      [heap]                   None          L1 or L2 hit            No       Data Addr  247                  0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee31c97b0                 [JIT] tid 7297           [.] 0x00005651d9317010                      [heap]                   None          L1 or L2 hit            No       Data Addr  240                  0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        96                   0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        85                   0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        76                   0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        67                   0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        66                   0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        65                   0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        62                   0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        60                   0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        59                   0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        56                   0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        51                   0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        46                   0                   
     0.02%             2  5             L1 hit                                   [.] 0x0000000000c6e62e                 qemu-system-aarch64      [.] 0x00005651d9311c60                      [heap]                   None          L1 or L2 hit            Yes      N/A        133                  0                   
     0.02%             2  5             L1 hit                                   [.] 0x0000000000c6e62e                 qemu-system-aarch64      [.] 0x00005651d9311c60                      [heap]                   None          L1 or L2 hit            Yes      Addr       163                  0                   
     0.02%             2  5             L1 hit                                   [.] 0x0000000000c66df0                 qemu-system-aarch64      [.] 0x00007fcef20b1e50                      anon                     None          L1 or L2 hit            No       N/A        49                   0                   
     0.02%             2  5             L1 hit                                   [.] 0x0000000000c66df0                 qemu-system-aarch64      [.] 0x00007fcef20b1e50                      anon                     None          L1 or L2 hit            No       N/A        42                   0                   
     0.02%             2  5             L1 hit                                   [.] 0x0000000000c66df0                 qemu-system-aarch64      [.] 0x00007fcef20b1e50                      anon                     None          L1 or L2 hit            No       N/A        40                   0                   
     0.01%             1  5             L1 hit                                   [k] __pollwait                         [kernel.kallsyms]        [k] 0xffff8c3c3b7db780                      [kernel.kallsyms]        None          L1 or L2 hit            Yes      Addr       106                  0                   
     0.01%             1  5             L1 hit                                   [k] __schedule                         [kernel.kallsyms]        [k] 0xffff8c3c99d28000                      [kernel.kallsyms]        None          L1 or L2 hit            Yes      N/A        77                   0                   
     0.01%             1  5             L1 hit                                   [k] __switch_to                        [kernel.kallsyms]        [k] 0xffff8c3c99d28001                      [kernel.kallsyms]        None          L1 or L2 hit            Yes      N/A        34                   0                   
     0.01%             1  5             L1 hit                                   [k] __update_load_avg_se               [kernel.kallsyms]        [k] 0xffff8c3bc790e4d8                      [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        99                   0                   
     0.01%             1  5             L1 hit                                   [k] __update_load_avg_se               [kernel.kallsyms]        [k] 0xffffd3a84dccfd30                      [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        155                  0                   
     0.01%             1  5             L1 hit                                   [k] _raw_spin_lock_irqsave             [kernel.kallsyms]        [k] 0xffff8c3f0f3a5e40                      [kernel.kallsyms]        None          L1 or L2 hit            Yes      N/A        36                   0                   
     0.01%             1  5             L1 hit                                   [k] aa_file_perm                       [kernel.kallsyms]        [k] 0xffffd3a84dccfbf0                      [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        88                   0                   
     0.01%             1  5             L1 hit                                   [.] address_space_translate_for_iotlb  qemu-system-aarch64      [.] 0x00007fcef20b1798                      anon                     None          L1 or L2 hit            No       N/A        66                   0                   
     0.01%             1  5             L1 hit                                   [.] address_space_translate_for_iotlb  qemu-system-aarch64      [.] 0x00007fcef20b1c58                      anon                     None          L1 or L2 hit            No       N/A        84                   0                   
     0.01%             1  5             L1 hit                                   [.] address_space_translate_for_iotlb  qemu-system-aarch64      [.] 0x00007fcef20b1c58                      anon                     None          L1 or L2 hit            No       N/A        51                   0                   
     0.01%             1  5             L1 hit                                   [.] address_space_translate_for_iotlb  qemu-system-aarch64      [.] 0x00007fcef20b1c88                      anon                     None          L1 or L2 hit            No       N/A        130                  0                   
     0.01%             1  5             L1 hit                                   [.] address_space_translate_for_iotlb  qemu-system-aarch64      [.] 0x00007fcef20b1c98                      anon                     None          L1 or L2 hit            No       N/A        154                  0                   
     0.01%             1  5             L1 hit                                   [.] address_space_translate_for_iotlb  qemu-system-aarch64      [.] 0x00007fcef20b1ce0                      anon                     None          L1 or L2 hit            No       Addr       50                   0                   
     0.01%             1  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1810                      anon                     None          L1 or L2 hit            No       Data       63                   0                   
     0.01%             1  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1810                      anon                     None          L1 or L2 hit            No       Data       48                   0                   
     0.01%             1  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1cd0                      anon                     None          L1 or L2 hit            No       Data       107                  0                   
     0.01%             1  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1cd0                      anon                     None          L1 or L2 hit            No       Data       106                  0                   
     0.01%             1  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1cd0                      anon                     None          L1 or L2 hit            No       Data       102                  0                   
     0.01%             1  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1cd0                      anon                     None          L1 or L2 hit            No       Data       87                   0                   
     0.01%             1  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1cd0                      anon                     None          L1 or L2 hit            No       Data       50                   0                   
     0.01%             1  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1ce0                      anon                     None          L1 or L2 hit            No       Data Addr  132                  0                   
     0.01%             1  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1ce0                      anon                     None          L1 or L2 hit            No       Data Addr  81                   0                   
     0.01%             1  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1ce0                      anon                     None          L1 or L2 hit            No       Data Addr  57                   0                   
     0.01%             1  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1ce0                      anon                     None          L1 or L2 hit            No       Data Addr  56                   0                   
     0.01%             1  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1cf0                      anon                     None          L1 or L2 hit            No       Data Addr  228                  0                   
     0.01%             1  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1cf9                      anon                     None          L1 or L2 hit            No       Addr       102                  0                   
     0.01%             1  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1d00                      anon                     None          L1 or L2 hit            No       Data Addr  147                  0                   
     0.01%             1  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1d00                      anon                     None          L1 or L2 hit            No       Data Addr  134                  0                   
     0.01%             1  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1d10                      anon                     None          L1 or L2 hit            No       Data       152                  0                   
     0.01%             1  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1d10                      anon                     None          L1 or L2 hit            No       Data       108                  0                   
     0.01%             1  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1d10                      anon                     None          L1 or L2 hit            No       Data       69                   0                   
     0.01%             1  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1d10                      anon                     None          L1 or L2 hit            No       Data Addr  133                  0                   
     0.01%             1  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1d20                      anon                     None          L1 or L2 hit            No       Data Addr  131                  0                   
     0.01%             1  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1d20                      anon                     None          L1 or L2 hit            No       Data Addr  109                  0                   
     0.01%             1  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1d20                      anon                     None          L1 or L2 hit            No       Data Addr  87                   0                   
     0.01%             1  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1d20                      anon                     None          L1 or L2 hit            No       Data Addr  33                   0                   
     0.01%             1  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b2260                      anon                     None          L1 or L2 hit            No       Data Addr  41                   0                   
     0.01%             1  5             L1 hit                                   [.] cpu_get_tb_cpu_state               qemu-system-aarch64      [.] 0x00005651d9314660                      [heap]                   None          L1 or L2 hit            No       N/A        205                  0                   
     0.01%             1  5             L1 hit                                   [.] cpu_get_tb_cpu_state               qemu-system-aarch64      [.] 0x00005651d9314660                      [heap]                   None          L1 or L2 hit            No       N/A        204                  0                   
     0.01%             1  5             L1 hit                                   [.] cpu_get_tb_cpu_state               qemu-system-aarch64      [.] 0x00005651d9314660                      [heap]                   None          L1 or L2 hit            No       N/A        95                   0                   
     0.01%             1  5             L1 hit                                   [.] cpu_get_tb_cpu_state               qemu-system-aarch64      [.] 0x00005651d9314660                      [heap]                   None          L1 or L2 hit            No       N/A        75                   0                   
     0.01%             1  5             L1 hit                                   [.] cpu_get_tb_cpu_state               qemu-system-aarch64      [.] 0x00005651d9314660                      [heap]                   None          L1 or L2 hit            No       N/A        48                   0                   
     0.01%             1  5             L1 hit                                   [.] cpu_get_tb_cpu_state               qemu-system-aarch64      [.] 0x00005651d9314660                      [heap]                   None          L1 or L2 hit            No       N/A        39                   0                   
     0.01%             1  5             L1 hit                                   [.] cpu_get_tb_cpu_state               qemu-system-aarch64      [.] 0x00007fcef20b1ef8                      anon                     None          L1 or L2 hit            No       N/A        32                   0                   
     0.01%             1  5             L1 hit                                   [.] cpu_get_tb_cpu_state               qemu-system-aarch64      [.] 0x00007fcef20b1f08                      anon                     None          L1 or L2 hit            No       N/A        87                   0                   
     0.01%             1  5             L1 hit                                   [.] cpu_get_tb_cpu_state               qemu-system-aarch64      [.] 0x00007fcef20b1f08                      anon                     None          L1 or L2 hit            No       N/A        54                   0                   
     0.01%             1  5             L1 hit                                   [.] cpu_get_tb_cpu_state               qemu-system-aarch64      [.] 0x00007fcef20b1f08                      anon                     None          L1 or L2 hit            No       N/A        43                   0                   
     0.01%             1  5             L1 hit                                   [k] fdget                              [kernel.kallsyms]        [k] 0xffff8c3d4f0ed0c0                      [kernel.kallsyms]        None          L1 or L2 hit            Yes      N/A        78                   0                   
     0.01%             1  5             L1 hit                                   [k] fdget                              [kernel.kallsyms]        [k] 0xffff8c3d4f0ed180                      [kernel.kallsyms]        None          L1 or L2 hit            Yes      N/A        67                   0                   
     0.01%             1  5             L1 hit                                   [k] fdget                              [kernel.kallsyms]        [k] 0xffffd3a84da379b8                      [kernel.kallsyms]        None          L1 or L2 hit            No       Addr       32                   0                   
     0.01%             1  5             L1 hit                                   [k] fput                               [kernel.kallsyms]        [k] 0xffff8c3bc40e03c0                      [kernel.kallsyms]        None          L1 or L2 hit            Yes      N/A        48                   0                   
     0.01%             1  5             L1 hit                                   [k] fput                               [kernel.kallsyms]        [k] 0xffff8c3bc71c1e40                      [kernel.kallsyms]        None          L1 or L2 hit            Yes      N/A        33                   0                   
     0.01%             1  5             L1 hit                                   [k] fput                               [kernel.kallsyms]        [k] 0xffff8c3c3b7dbb40                      [kernel.kallsyms]        None          L1 or L2 hit            Yes      N/A        51                   0                   
     0.01%             1  5             L1 hit                                   [k] fput                               [kernel.kallsyms]        [k] 0xffff8c3d4f0ed6c0                      [kernel.kallsyms]        None          L1 or L2 hit            Yes      Addr       89                   0                   
     0.01%             1  5             L1 hit                                   [.] g_mutex_unlock                     libglib-2.0.so.0.8400.4  [.] 0x00005651d8f33ef0                      [heap]                   None          L1 or L2 hit            Yes      N/A        89                   0                   
     0.01%             1  5             L1 hit                                   [.] get_phys_addr                      qemu-system-aarch64      [.] 0x00007fcef20b1d18                      anon                     None          L1 or L2 hit            No       N/A        161                  0                   
     0.01%             1  5             L1 hit                                   [.] get_phys_addr                      qemu-system-aarch64      [.] 0x00007fcef20b1d18                      anon                     None          L1 or L2 hit            No       N/A        41                   0                   
     0.01%             1  5             L1 hit                                   [.] helper_crypto_aese                 qemu-system-aarch64      [.] 0x00005651d9315210                      [heap]                   None          L1 or L2 hit            No       N/A        67                   0                   
     0.01%             1  5             L1 hit                                   [.] helper_crypto_aese                 qemu-system-aarch64      [.] 0x00005651d9315310                      [heap]                   None          L1 or L2 hit            No       N/A        61                   0                   
     0.01%             1  5             L1 hit                                   [.] helper_gvec_umaxp_b                qemu-system-aarch64      [.] 0x00005651d9315312                      [heap]                   None          L1 or L2 hit            No       N/A        103                  0                   
     0.01%             1  5             L1 hit                                   [.] helper_gvec_umaxp_b                qemu-system-aarch64      [.] 0x00005651d9315316                      [heap]                   None          L1 or L2 hit            No       N/A        82                   0                   
     0.01%             1  5             L1 hit                                   [.] helper_gvec_umaxp_b                qemu-system-aarch64      [.] 0x00005651d9315317                      [heap]                   None          L1 or L2 hit            No       N/A        105                  0                   
     0.01%             1  5             L1 hit                                   [.] helper_gvec_umaxp_b                qemu-system-aarch64      [.] 0x00005651d9315317                      [heap]                   None          L1 or L2 hit            No       Addr       93                   0                   
     0.01%             1  5             L1 hit                                   [.] helper_gvec_umaxp_b                qemu-system-aarch64      [.] 0x00005651d9315318                      [heap]                   None          L1 or L2 hit            No       N/A        83                   0                   
     0.01%             1  5             L1 hit                                   [.] helper_gvec_umaxp_b                qemu-system-aarch64      [.] 0x00005651d9315318                      [heap]                   None          L1 or L2 hit            No       N/A        71                   0                   
     0.01%             1  5             L1 hit                                   [.] helper_gvec_umaxp_b                qemu-system-aarch64      [.] 0x00005651d9315319                      [heap]                   None          L1 or L2 hit            No       N/A        96                   0                   
     0.01%             1  5             L1 hit                                   [.] helper_gvec_umaxp_b                qemu-system-aarch64      [.] 0x00005651d931531a                      [heap]                   None          L1 or L2 hit            No       N/A        99                   0                   
     0.01%             1  5             L1 hit                                   [.] helper_gvec_umaxp_b                qemu-system-aarch64      [.] 0x00005651d931531d                      [heap]                   None          L1 or L2 hit            No       N/A        104                  0                   
     0.01%             1  5             L1 hit                                   [.] helper_gvec_umaxp_b                qemu-system-aarch64      [.] 0x00005651d931531e                      [heap]                   None          L1 or L2 hit            No       N/A        61                   0                   
     0.01%             1  5             L1 hit                                   [.] helper_gvec_umaxp_b                qemu-system-aarch64      [.] 0x00005651d931531f                      [heap]                   None          L1 or L2 hit            No       N/A        33                   0                   
     0.01%             1  5             L1 hit                                   [.] helper_gvec_umaxp_b                qemu-system-aarch64      [.] 0x00005651d9315410                      [heap]                   None          L1 or L2 hit            No       Data Addr  133                  0                   
     0.01%             1  5             L1 hit                                   [.] helper_gvec_umaxp_b                qemu-system-aarch64      [.] 0x00005651d9315411                      [heap]                   None          L1 or L2 hit            No       N/A        97                   0                   
     0.01%             1  5             L1 hit                                   [.] helper_gvec_umaxp_b                qemu-system-aarch64      [.] 0x00005651d9315412                      [heap]                   None          L1 or L2 hit            No       N/A        108                  0                   
     0.01%             1  5             L1 hit                                   [.] helper_gvec_umaxp_b                qemu-system-aarch64      [.] 0x00005651d9315413                      [heap]                   None          L1 or L2 hit            No       N/A        80                   0                   
     0.01%             1  5             L1 hit                                   [.] helper_gvec_umaxp_b                qemu-system-aarch64      [.] 0x00005651d9315414                      [heap]                   None          L1 or L2 hit            No       N/A        109                  0                   
     0.01%             1  5             L1 hit                                   [.] helper_gvec_umaxp_b                qemu-system-aarch64      [.] 0x00005651d9315414                      [heap]                   None          L1 or L2 hit            No       N/A        105                  0                   
     0.01%             1  5             L1 hit                                   [.] helper_gvec_umaxp_b                qemu-system-aarch64      [.] 0x00005651d9315415                      [heap]                   None          L1 or L2 hit            No       N/A        105                  0                   
     0.01%             1  5             L1 hit                                   [.] helper_gvec_umaxp_b                qemu-system-aarch64      [.] 0x00005651d9315415                      [heap]                   None          L1 or L2 hit            No       N/A        35                   0                   
     0.01%             1  5             L1 hit                                   [.] helper_gvec_umaxp_b                qemu-system-aarch64      [.] 0x00005651d9315415                      [heap]                   None          L1 or L2 hit            No       Addr       73                   0                   
     0.01%             1  5             L1 hit                                   [.] helper_gvec_umaxp_b                qemu-system-aarch64      [.] 0x00005651d9315417                      [heap]                   None          L1 or L2 hit            No       N/A        108                  0                   
