# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 780  of event 'cpu_core/mem-loads-aux/'
# Total weight : 788
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                               Shared Object            Data Symbol             Data Object       Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  ...................................  .......................  ......................  ................  ............  ......................  ......  ..........  ...................  ....................
#
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c9d24                 [JIT] tid 7297           [.] 0x00005651d9316f10                      [heap]                   None          L1 or L2 hit            No       Addr       227                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee314e23b                 [JIT] tid 7297           [.] 0x00005651d9316f10                      [heap]                   None          L1 or L2 hit            No       Addr       207                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97dc                 [JIT] tid 7297           [.] 0x00005651d9316f10                      [heap]                   None          L1 or L2 hit            No       Data Addr  254                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97dc                 [JIT] tid 7297           [.] 0x00005651d9316f10                      [heap]                   None          L1 or L2 hit            No       Data Addr  249                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97dc                 [JIT] tid 7297           [.] 0x00005651d9316f10                      [heap]                   None          L1 or L2 hit            No       Data Addr  248                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97c0                 [JIT] tid 7297           [.] 0x00005651d9316f10                      [heap]                   None          L1 or L2 hit            No       Data Addr  244                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97c0                 [JIT] tid 7297           [.] 0x00005651d9316f10                      [heap]                   None          L1 or L2 hit            No       Data Addr  238                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97c0                 [JIT] tid 7297           [.] 0x00005651d9316f10                      [heap]                   None          L1 or L2 hit            No       Data Addr  235                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97c0                 [JIT] tid 7297           [.] 0x00005651d9316f10                      [heap]                   None          L1 or L2 hit            No       Data Addr  233                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c9d0b                 [JIT] tid 7297           [.] 0x00005651d9316f10                      [heap]                   None          L1 or L2 hit            No       Data Addr  213                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97c0                 [JIT] tid 7297           [.] 0x00005651d9316f10                      [heap]                   None          L1 or L2 hit            No       Data Addr  162                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97c0                 [JIT] tid 7297           [.] 0x00005651d9316f10                      [heap]                   None          L1 or L2 hit            No       Data Addr  146                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced7b0c667                 [JIT] tid 7297           [.] 0x00005651d9316f14                      [heap]                   None          L1 or L2 hit            No       N/A        107                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced7b0951d                 [JIT] tid 7297           [.] 0x00005651d9316f14                      [heap]                   None          L1 or L2 hit            No       Addr       108                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97e3                 [JIT] tid 7297           [.] 0x00005651d9316f18                      [heap]                   None          L1 or L2 hit            No       N/A        212                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97e3                 [JIT] tid 7297           [.] 0x00005651d9316f18                      [heap]                   None          L1 or L2 hit            No       Addr       254                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97e3                 [JIT] tid 7297           [.] 0x00005651d9316f18                      [heap]                   None          L1 or L2 hit            No       Addr       249                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97e3                 [JIT] tid 7297           [.] 0x00005651d9316f18                      [heap]                   None          L1 or L2 hit            No       Addr       57                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97e3                 [JIT] tid 7297           [.] 0x00005651d9316f18                      [heap]                   None          L1 or L2 hit            No       Data Addr  252                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97e3                 [JIT] tid 7297           [.] 0x00005651d9316f18                      [heap]                   None          L1 or L2 hit            No       Data Addr  250                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97e3                 [JIT] tid 7297           [.] 0x00005651d9316f18                      [heap]                   None          L1 or L2 hit            No       Data Addr  248                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c9d2b                 [JIT] tid 7297           [.] 0x00005651d9316f18                      [heap]                   None          L1 or L2 hit            No       Data Addr  227                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c9d2b                 [JIT] tid 7297           [.] 0x00005651d9316f18                      [heap]                   None          L1 or L2 hit            No       Data Addr  226                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97e3                 [JIT] tid 7297           [.] 0x00005651d9316f18                      [heap]                   None          L1 or L2 hit            No       Data Addr  223                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97b0                 [JIT] tid 7297           [.] 0x00005651d9317010                      [heap]                   None          L1 or L2 hit            No       N/A        235                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97b0                 [JIT] tid 7297           [.] 0x00005651d9317010                      [heap]                   None          L1 or L2 hit            No       Data       239                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97b0                 [JIT] tid 7297           [.] 0x00005651d9317010                      [heap]                   None          L1 or L2 hit            No       Data       238                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97b0                 [JIT] tid 7297           [.] 0x00005651d9317010                      [heap]                   None          L1 or L2 hit            No       Data       235                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97b0                 [JIT] tid 7297           [.] 0x00005651d9317010                      [heap]                   None          L1 or L2 hit            No       Data       232                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97b0                 [JIT] tid 7297           [.] 0x00005651d9317010                      [heap]                   None          L1 or L2 hit            No       Data       229                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97b0                 [JIT] tid 7297           [.] 0x00005651d9317010                      [heap]                   None          L1 or L2 hit            No       Data Addr  242                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97b0                 [JIT] tid 7297           [.] 0x00005651d9317010                      [heap]                   None          L1 or L2 hit            No       Data Addr  238                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97b0                 [JIT] tid 7297           [.] 0x00005651d9317010                      [heap]                   None          L1 or L2 hit            No       Data Addr  235                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97b0                 [JIT] tid 7297           [.] 0x00005651d9317010                      [heap]                   None          L1 or L2 hit            No       Data Addr  234                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97b0                 [JIT] tid 7297           [.] 0x00005651d9317010                      [heap]                   None          L1 or L2 hit            No       Data Addr  233                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c97b0                 [JIT] tid 7297           [.] 0x00005651d9317010                      [heap]                   None          L1 or L2 hit            No       Data Addr  232                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee31c9cfa                 [JIT] tid 7297           [.] 0x00005651d9317010                      [heap]                   None          L1 or L2 hit            No       Data Addr  231                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced26faf97                 [JIT] tid 7297           [.] 0x00005651d9317110                      [heap]                   None          L1 or L2 hit            No       N/A        135                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3380a2c                 [JIT] tid 7297           [.] 0x00005651d9317110                      [heap]                   None          L1 or L2 hit            No       N/A        92                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecf744113                 [JIT] tid 7297           [.] 0x00005651d93175b0                      [heap]                   None          L1 or L2 hit            No       N/A        34                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcece4a44d6                 [JIT] tid 7297           [.] 0x00005651d93175b8                      [heap]                   None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfb32b88                 [JIT] tid 7297           [.] 0x00007fce2d0f17c0                      anon                     None          L1 or L2 hit            No       N/A        225                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfb32b88                 [JIT] tid 7297           [.] 0x00007fce2d0f17c0                      anon                     None          L1 or L2 hit            No       Addr       65                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfb32b88                 [JIT] tid 7297           [.] 0x00007fce2dd8f7c0                      anon                     None          L1 or L2 hit            No       N/A        86                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        280                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        201                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        101                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        94                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        91                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        90                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        89                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        81                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        78                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        72                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        71                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        69                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        68                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        64                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        61                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        54                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        50                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        49                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        48                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        47                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        44                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        43                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        40                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        37                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        35                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       N/A        32                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       Addr       90                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       Addr       80                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       Addr       51                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce49878e48                      anon                     None          L1 or L2 hit            No       Addr       36                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecf84b2cf                 [JIT] tid 7297           [.] 0x00007fcef20b1f80                      anon                     None          L1 or L2 hit            Yes      N/A        179                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfbc18c3                 [JIT] tid 7297           [.] 0x00007fcef20b1f80                      anon                     None          L1 or L2 hit            Yes      N/A        153                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfbbfdcf                 [JIT] tid 7297           [.] 0x00007fcef20b1f80                      anon                     None          L1 or L2 hit            Yes      N/A        128                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfeb660f                 [JIT] tid 7297           [.] 0x00007fcef20b1f80                      anon                     None          L1 or L2 hit            Yes      N/A        127                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfa1f28f                 [JIT] tid 7297           [.] 0x00007fcef20b1f80                      anon                     None          L1 or L2 hit            Yes      N/A        119                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced10458fa                 [JIT] tid 7297           [.] 0x00007fcef20b1f80                      anon                     None          L1 or L2 hit            Yes      N/A        86                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecf6e02f5                 [JIT] tid 7297           [.] 0x00007fcef20b1f80                      anon                     None          L1 or L2 hit            Yes      N/A        83                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecf81796c                 [JIT] tid 7297           [.] 0x00007fcef20b1f80                      anon                     None          L1 or L2 hit            Yes      N/A        77                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecf4b0ea1                 [JIT] tid 7297           [.] 0x00007fcef20b1f80                      anon                     None          L1 or L2 hit            Yes      N/A        73                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecf9b8e4e                 [JIT] tid 7297           [.] 0x00007fcef20b1f80                      anon                     None          L1 or L2 hit            Yes      N/A        68                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfbc0f98                 [JIT] tid 7297           [.] 0x00007fcef20b1f80                      anon                     None          L1 or L2 hit            Yes      N/A        62                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcece3e050c                 [JIT] tid 7297           [.] 0x00007fcef20b1f80                      anon                     None          L1 or L2 hit            Yes      N/A        56                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced07189f0                 [JIT] tid 7297           [.] 0x00007fcef20b1f80                      anon                     None          L1 or L2 hit            Yes      N/A        43                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced08031f0                 [JIT] tid 7297           [.] 0x00007fcef20b1f80                      anon                     None          L1 or L2 hit            Yes      N/A        38                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced0b40af9                 [JIT] tid 7297           [.] 0x00007fcef20b1f80                      anon                     None          L1 or L2 hit            Yes      N/A        38                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfbdc936                 [JIT] tid 7297           [.] 0x00007fcef20b1f80                      anon                     None          L1 or L2 hit            Yes      N/A        36                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfbdcb8f                 [JIT] tid 7297           [.] 0x00007fcef20b1f80                      anon                     None          L1 or L2 hit            Yes      Addr       154                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fcecfbbfdcf                 [JIT] tid 7297           [.] 0x00007fcef20b1f80                      anon                     None          L1 or L2 hit            Yes      Addr       151                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced7b0b04d                 [JIT] tid 7297           [.] 0x00007fcef20b2060                      anon                     None          L1 or L2 hit            No       N/A        46                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x00007fced7b183cc                 [JIT] tid 7297           [.] 0x00007fcef20b2070                      anon                     None          L1 or L2 hit            No       Data Addr  280                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x000000000009776a                 libc.so.6                [.] 0x00005651a4d2bc20                      anon                     None          L1 or L2 hit            Yes      N/A        106                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x000000000009776a                 libc.so.6                [.] 0x00005651a4d2bc20                      anon                     None          L1 or L2 hit            Yes      N/A        62                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x000000000009776a                 libc.so.6                [.] 0x00005651a4d2bc20                      anon                     None          L1 or L2 hit            Yes      N/A        51                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x000000000009776a                 libc.so.6                [.] 0x00005651a4d2bc20                      anon                     None          L1 or L2 hit            Yes      N/A        41                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x000000000009776a                 libc.so.6                [.] 0x00005651d8f32b58                      [heap]                   None          L1 or L2 hit            Yes      N/A        183                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x0000000000162bc0                 libc.so.6                [.] 0x00007ffd615fc2e0                      [stack]                  None          L1 or L2 hit            No       N/A        83                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x0000000000c6e62e                 qemu-system-aarch64      [.] 0x00005651d9311c60                      [heap]                   None          L1 or L2 hit            Yes      N/A        156                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x0000000000c6e62e                 qemu-system-aarch64      [.] 0x00005651d9311c60                      [heap]                   None          L1 or L2 hit            Yes      N/A        152                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x0000000000c6e62e                 qemu-system-aarch64      [.] 0x00005651d9311c60                      [heap]                   None          L1 or L2 hit            Yes      N/A        149                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x0000000000c6e62e                 qemu-system-aarch64      [.] 0x00005651d9311c60                      [heap]                   None          L1 or L2 hit            Yes      N/A        144                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x0000000000c6e62e                 qemu-system-aarch64      [.] 0x00005651d9311c60                      [heap]                   None          L1 or L2 hit            Yes      N/A        140                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x0000000000c6e62e                 qemu-system-aarch64      [.] 0x00005651d9311c60                      [heap]                   None          L1 or L2 hit            Yes      N/A        139                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x0000000000c6e62e                 qemu-system-aarch64      [.] 0x00005651d9311c60                      [heap]                   None          L1 or L2 hit            Yes      N/A        93                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x0000000000c6e62e                 qemu-system-aarch64      [.] 0x00005651d9311c60                      [heap]                   None          L1 or L2 hit            Yes      N/A        92                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x0000000000c6e62e                 qemu-system-aarch64      [.] 0x00005651d9311c60                      [heap]                   None          L1 or L2 hit            Yes      N/A        83                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x0000000000c6e62e                 qemu-system-aarch64      [.] 0x00005651d9311c60                      [heap]                   None          L1 or L2 hit            Yes      N/A        80                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x0000000000c6e62e                 qemu-system-aarch64      [.] 0x00005651d9311c60                      [heap]                   None          L1 or L2 hit            Yes      N/A        65                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x0000000000c6e62e                 qemu-system-aarch64      [.] 0x00005651d9311c60                      [heap]                   None          L1 or L2 hit            Yes      Addr       162                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x0000000000c6e62e                 qemu-system-aarch64      [.] 0x00005651d9311c60                      [heap]                   None          L1 or L2 hit            Yes      Addr       161                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x0000000000c6e62e                 qemu-system-aarch64      [.] 0x00005651d9311c60                      [heap]                   None          L1 or L2 hit            Yes      Addr       155                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x0000000000c6e62e                 qemu-system-aarch64      [.] 0x00005651d9311c60                      [heap]                   None          L1 or L2 hit            Yes      Addr       125                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x0000000000c672a2                 qemu-system-aarch64      [.] 0x00005651d931451a                      [heap]                   None          L1 or L2 hit            Yes      N/A        148                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x0000000000c672a2                 qemu-system-aarch64      [.] 0x00005651d931451a                      [heap]                   None          L1 or L2 hit            Yes      N/A        68                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x0000000000c672a2                 qemu-system-aarch64      [.] 0x00005651d931451a                      [heap]                   None          L1 or L2 hit            Yes      N/A        53                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x0000000000c672a2                 qemu-system-aarch64      [.] 0x00005651d931451a                      [heap]                   None          L1 or L2 hit            Yes      Data       128                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x00000000009c5333                 qemu-system-aarch64      [.] 0x00005651d93151fc                      [heap]                   None          L1 or L2 hit            No       N/A        375                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x0000000000c4b8f8                 qemu-system-aarch64      [.] 0x00007fcef20b1778                      anon                     None          L1 or L2 hit            No       N/A        56                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x000000000094b07c                 qemu-system-aarch64      [.] 0x00007fcef20b1aa0                      anon                     None          L1 or L2 hit            No       N/A        42                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x000000000094b07c                 qemu-system-aarch64      [.] 0x00007fcef20b1aa0                      anon                     None          L1 or L2 hit            No       N/A        40                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x000000000094b07c                 qemu-system-aarch64      [.] 0x00007fcef20b1ad0                      anon                     None          L1 or L2 hit            No       N/A        229                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x000000000094b07c                 qemu-system-aarch64      [.] 0x00007fcef20b1ae0                      anon                     None          L1 or L2 hit            No       Addr       37                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x000000000094d05c                 qemu-system-aarch64      [.] 0x00007fcef20b1b18                      anon                     None          L1 or L2 hit            No       N/A        42                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x000000000094cfb3                 qemu-system-aarch64      [.] 0x00007fcef20b1b18                      anon                     None          L1 or L2 hit            No       Addr       301                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x000000000094f46b                 qemu-system-aarch64      [.] 0x00007fcef20b1b18                      anon                     None          L1 or L2 hit            No       Addr       163                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x000000000094cfb3                 qemu-system-aarch64      [.] 0x00007fcef20b1b18                      anon                     None          L1 or L2 hit            No       Addr       73                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x000000000094f478                 qemu-system-aarch64      [.] 0x00007fcef20b1b38                      anon                     None          L1 or L2 hit            No       N/A        161                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x000000000094f478                 qemu-system-aarch64      [.] 0x00007fcef20b1b38                      anon                     None          L1 or L2 hit            No       N/A        94                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x000000000094e86c                 qemu-system-aarch64      [.] 0x00007fcef20b1b58                      anon                     None          L1 or L2 hit            No       N/A        76                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x000000000094e87f                 qemu-system-aarch64      [.] 0x00007fcef20b1b68                      anon                     None          L1 or L2 hit            No       N/A        48                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x000000000094e87f                 qemu-system-aarch64      [.] 0x00007fcef20b1b68                      anon                     None          L1 or L2 hit            No       N/A        46                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x000000000094e86c                 qemu-system-aarch64      [.] 0x00007fcef20b1b88                      anon                     None          L1 or L2 hit            No       N/A        184                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x000000000094e86c                 qemu-system-aarch64      [.] 0x00007fcef20b1b98                      anon                     None          L1 or L2 hit            No       N/A        54                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x000000000094e874                 qemu-system-aarch64      [.] 0x00007fcef20b1ba4                      anon                     None          L1 or L2 hit            No       N/A        193                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x000000000094e87f                 qemu-system-aarch64      [.] 0x00007fcef20b1bc8                      anon                     None          L1 or L2 hit            No       N/A        62                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x0000000000c4b8f8                 qemu-system-aarch64      [.] 0x00007fcef20b1be8                      anon                     None          L1 or L2 hit            No       N/A        43                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x000000000094e862                 qemu-system-aarch64      [.] 0x00007fcef20b1bf0                      anon                     None          L1 or L2 hit            No       N/A        111                  0                   
     0.01%             1  5             L1 hit                                   [.] 0x0000000000c4b8f9                 qemu-system-aarch64      [.] 0x00007fcef20b1bf0                      anon                     None          L1 or L2 hit            No       N/A        71                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x0000000000c4b8f9                 qemu-system-aarch64      [.] 0x00007fcef20b1c30                      anon                     None          L1 or L2 hit            No       N/A        61                   0                   
     0.01%             1  5             L1 hit                                   [.] 0x0000000000c4b8f9                 qemu-system-aarch64      [.] 0x00007fcef20b1c50                      anon                     None          L1 or L2 hit            No       N/A        148                  0                   
