# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 802  of event 'cpu_core/mem-loads-aux/'
# Total weight : 810
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                                  Shared Object            Data Symbol             Data Object        Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  ......................................  .......................  ......................  .................  ............  ......................  ......  ..........  ...................  ....................
#
     0.05%             1  5             L1 hit                                   [.] 0x00007fcece80debd                 [JIT] tid 7297           [.] 0x00007fce2d2766c8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecf84df96                 [JIT] tid 7297           [.] 0x00007fce2d276a10  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecebc08ea                 [JIT] tid 7297           [.] 0x00007fce2d283c28  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcece42a887                 [JIT] tid 7297           [.] 0x00007fce2d82c858  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecfeaaaa1                 [JIT] tid 7297           [.] 0x00007fce2d84f878  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcece3a38f8                 [JIT] tid 7297           [.] 0x00007fce2d84fac0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fced3dbef39                 [JIT] tid 7297           [.] 0x00007fce2ee0f620  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcece8b5ee5                 [JIT] tid 7297           [.] 0x00007fce2ee0f678  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecfa2506d                 [JIT] tid 7297           [.] 0x00007fce2ee0f678  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcece870160                 [JIT] tid 7297           [.] 0x00007fce2fd0f860  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fced2e5d5ba                 [JIT] tid 7297           [.] 0x00007fce2fd0fd10  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fced74721bb                 [JIT] tid 7297           [.] 0x00007fce32ba7b18  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fced746469f                 [JIT] tid 7297           [.] 0x00007fce32ba7c9c  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fced74ae375                 [JIT] tid 7297           [.] 0x00007fce32ba7cf8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fced716a8b5                 [JIT] tid 7297           [.] 0x00007fce34f4c680  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcee314824b                 [JIT] tid 7297           [.] 0x00007fce386997ec  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcee3147815                 [JIT] tid 7297           [.] 0x00007fce38699854  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcee314de79                 [JIT] tid 7297           [.] 0x00007fce38699a18  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcee314824b                 [JIT] tid 7297           [.] 0x00007fce38699e48  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcee31c981c                 [JIT] tid 7297           [.] 0x00007fce399a8018  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fced5ac9194                 [JIT] tid 7297           [.] 0x00007fce3c9bc498  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecfb655c0                 [JIT] tid 7297           [.] 0x00007fce3d07a2c8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fced5acf3cd                 [JIT] tid 7297           [.] 0x00007fce49049da8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fced2273a76                 [JIT] tid 7297           [.] 0x00007fce492c0148  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fced21fbda4                 [JIT] tid 7297           [.] 0x00007fce498b53d8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcee2bea1de                 [JIT] tid 7297           [.] 0x00007fce498b54e8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcee2d06366                 [JIT] tid 7297           [.] 0x00007fce498b5950  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcee2b946b0                 [JIT] tid 7297           [.] 0x00007fce49bcb021  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecfb6540c                 [JIT] tid 7297           [.] 0x00007fce49dfde90  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcee31c69e8                 [JIT] tid 7297           [.] 0x00007fce4a457d4c  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcee31c981c                 [JIT] tid 7297           [.] 0x00007fce50b49c84  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcee31c981c                 [JIT] tid 7297           [.] 0x00007fce50b49d18  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcee31c9d60                 [JIT] tid 7297           [.] 0x00007fce50b49fac  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fced2105d8b                 [JIT] tid 7297           [.] 0x00007fce50bdb060  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcece9daf07                 [JIT] tid 7297           [.] 0x00007fcea2c35000  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcece561787                 [JIT] tid 7297           [.] 0x00007fceab8283a0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcece3e60d1                 [JIT] tid 7297           [.] 0x00007fcef20b1f78  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcece441855                 [JIT] tid 7297           [.] 0x00007fcef20b1f78  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcece50c99e                 [JIT] tid 7297           [.] 0x00007fcef20b1f78  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcece59bce0                 [JIT] tid 7297           [.] 0x00007fcef20b1f78  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecf798d1e                 [JIT] tid 7297           [.] 0x00007fcef20b1f78  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecf9de52a                 [JIT] tid 7297           [.] 0x00007fcef20b1f78  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecfb167c1                 [JIT] tid 7297           [.] 0x00007fcef20b1f78  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecfbb7d33                 [JIT] tid 7297           [.] 0x00007fcef20b1f78  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fced2258d81                 [JIT] tid 7297           [.] 0x00007fcef20b1f78  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fced2517e7c                 [JIT] tid 7297           [.] 0x00007fcef20b1f78  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fced2517e89                 [JIT] tid 7297           [.] 0x00007fcef20b1f78  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fced273b50e                 [JIT] tid 7297           [.] 0x00007fcef20b1f78  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fced4cf6b41                 [JIT] tid 7297           [.] 0x00007fcef20b1f78  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fced7484a89                 [JIT] tid 7297           [.] 0x00007fcef20b1f78  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fced7b7c45f                 [JIT] tid 7297           [.] 0x00007fcef20b1f78  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcee2a534ce                 [JIT] tid 7297           [.] 0x00007fcef20b1f78  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcee2a6af1f                 [JIT] tid 7297           [.] 0x00007fcef20b1f78  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fced7b17e0c                 [JIT] tid 7297           [.] 0x00007fcef20b2020  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fceac000008                 [JIT] tid 7297           [.] 0x00007fcef20b2408  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000005c660                 libglib-2.0.so.0.8400.4  [.] 0x00007ffd615fc2e8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000005d930                 libglib-2.0.so.0.8400.4  [.] 0x00007ffd615fc2e8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000005d83c                 libglib-2.0.so.0.8400.4  [.] 0x00007ffd615fc308  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c6e691                 qemu-system-aarch64      [.] 0x00005651d9311c60  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c66fa0                 qemu-system-aarch64      [.] 0x00005651d9314500  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094ffa1                 qemu-system-aarch64      [.] 0x00005651d9327800  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c6e6bb                 qemu-system-aarch64      [.] 0x00007fcdd4f03a20  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094b79c                 qemu-system-aarch64      [.] 0x00007fcef20b16e8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094c85c                 qemu-system-aarch64      [.] 0x00007fcef20b1820  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c6fc30                 qemu-system-aarch64      [.] 0x00007fcef20b18e0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c6fdc0                 qemu-system-aarch64      [.] 0x00007fcef20b18ec  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c6fdde                 qemu-system-aarch64      [.] 0x00007fcef20b18f8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c6fdaf                 qemu-system-aarch64      [.] 0x00007fcef20b1928  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c6fe3c                 qemu-system-aarch64      [.] 0x00007fcef20b1934  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c6fdde                 qemu-system-aarch64      [.] 0x00007fcef20b1938  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c6fd9a                 qemu-system-aarch64      [.] 0x00007fcef20b1940  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c6fe2f                 qemu-system-aarch64      [.] 0x00007fcef20b1940  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c6fd95                 qemu-system-aarch64      [.] 0x00007fcef20b1948  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c6fda2                 qemu-system-aarch64      [.] 0x00007fcef20b1978  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c6fd9a                 qemu-system-aarch64      [.] 0x00007fcef20b1980  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c6fd95                 qemu-system-aarch64      [.] 0x00007fcef20b1988  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c6fd90                 qemu-system-aarch64      [.] 0x00007fcef20b1990  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094ff9c                 qemu-system-aarch64      [.] 0x00007fcef20b19d8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094ff9b                 qemu-system-aarch64      [.] 0x00007fcef20b19e0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094ff9c                 qemu-system-aarch64      [.] 0x00007fcef20b19f8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094ff70                 qemu-system-aarch64      [.] 0x00007fcef20b1a00  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094abdf                 qemu-system-aarch64      [.] 0x00007fcef20b1a88  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094ff5a                 qemu-system-aarch64      [.] 0x00007fcef20b1a88  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094d04b                 qemu-system-aarch64      [.] 0x00007fcef20b1a90  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094ff37                 qemu-system-aarch64      [.] 0x00007fcef20b1a90  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094cee1                 qemu-system-aarch64      [.] 0x00007fcef20b1aa8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094ff3f                 qemu-system-aarch64      [.] 0x00007fcef20b1aa8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094b04b                 qemu-system-aarch64      [.] 0x00007fcef20b1ab8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094c825                 qemu-system-aarch64      [.] 0x00007fcef20b1ab8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094ff32                 qemu-system-aarch64      [.] 0x00007fcef20b1ab8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094d04b                 qemu-system-aarch64      [.] 0x00007fcef20b1ac0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094ff37                 qemu-system-aarch64      [.] 0x00007fcef20b1ac0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094e84b                 qemu-system-aarch64      [.] 0x00007fcef20b1ac8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094ff37                 qemu-system-aarch64      [.] 0x00007fcef20b1ad0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094b04b                 qemu-system-aarch64      [.] 0x00007fcef20b1ad8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094ca3a                 qemu-system-aarch64      [.] 0x00007fcef20b1ad8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094cb46                 qemu-system-aarch64      [.] 0x00007fcef20b1ad8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094ff32                 qemu-system-aarch64      [.] 0x00007fcef20b1ad8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094cd66                 qemu-system-aarch64      [.] 0x00007fcef20b1ae8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094e9c8                 qemu-system-aarch64      [.] 0x00007fcef20b1ae8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094f8a2                 qemu-system-aarch64      [.] 0x00007fcef20b1ae8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094cc25                 qemu-system-aarch64      [.] 0x00007fcef20b1af0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094ca9d                 qemu-system-aarch64      [.] 0x00007fcef20b1b00  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094cd54                 qemu-system-aarch64      [.] 0x00007fcef20b1b18  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094cfae                 qemu-system-aarch64      [.] 0x00007fcef20b1b18  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094d1cd                 qemu-system-aarch64      [.] 0x00007fcef20b1b18  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094ff39                 qemu-system-aarch64      [.] 0x00007fcef20b1b18  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094d1cd                 qemu-system-aarch64      [.] 0x00007fcef20b1b38  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094ca9d                 qemu-system-aarch64      [.] 0x00007fcef20b1b40  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094ce80                 qemu-system-aarch64      [.] 0x00007fcef20b1b44  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094cd54                 qemu-system-aarch64      [.] 0x00007fcef20b1b58  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094ce80                 qemu-system-aarch64      [.] 0x00007fcef20b1b64  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094cdd9                 qemu-system-aarch64      [.] 0x00007fcef20b1b68  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094f8af                 qemu-system-aarch64      [.] 0x00007fcef20b1b68  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094f8af                 qemu-system-aarch64      [.] 0x00007fcef20b1b88  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094ce51                 qemu-system-aarch64      [.] 0x00007fcef20b1b8e  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094e82d                 qemu-system-aarch64      [.] 0x00007fcef20b1b94  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094e82d                 qemu-system-aarch64      [.] 0x00007fcef20b1ba4  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094a6e7                 qemu-system-aarch64      [.] 0x00007fcef20b1ba8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094f8af                 qemu-system-aarch64      [.] 0x00007fcef20b1ba8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094c83d                 qemu-system-aarch64      [.] 0x00007fcef20b1bb8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094e83d                 qemu-system-aarch64      [.] 0x00007fcef20b1bc0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094a6d4                 qemu-system-aarch64      [.] 0x00007fcef20b1bd0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094c83d                 qemu-system-aarch64      [.] 0x00007fcef20b1bd8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c4b853                 qemu-system-aarch64      [.] 0x00007fcef20b1be0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094c805                 qemu-system-aarch64      [.] 0x00007fcef20b1be8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c4b84f                 qemu-system-aarch64      [.] 0x00007fcef20b1be8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094ffde                 qemu-system-aarch64      [.] 0x00007fcef20b1bfe  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094a6d4                 qemu-system-aarch64      [.] 0x00007fcef20b1c10  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094a6d2                 qemu-system-aarch64      [.] 0x00007fcef20b1c18  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c6fe98                 qemu-system-aarch64      [.] 0x00007fcef20b1c18  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094a6d0                 qemu-system-aarch64      [.] 0x00007fcef20b1c20  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094ffde                 qemu-system-aarch64      [.] 0x00007fcef20b1c3e  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094ffee                 qemu-system-aarch64      [.] 0x00007fcef20b1c40  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094ff66                 qemu-system-aarch64      [.] 0x00007fcef20b1c48  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094c849                 qemu-system-aarch64      [.] 0x00007fcef20b1ce0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094d0be                 qemu-system-aarch64      [.] 0x00007fcef20b1cf9  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c68f89                 qemu-system-aarch64      [.] 0x00007fcef20b1d18  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c6db48                 qemu-system-aarch64      [.] 0x00007fcef20b1d18  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x000000000094c85c                 qemu-system-aarch64      [.] 0x00007fcef20b1d20  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c4b8f3                 qemu-system-aarch64      [.] 0x00007fcef20b1d20  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c4b84f                 qemu-system-aarch64      [.] 0x00007fcef20b1d48  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c6fca8                 qemu-system-aarch64      [.] 0x00007fcef20b1d48  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c4b840                 qemu-system-aarch64      [.] 0x00007fcef20b1d60  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c6fd6c                 qemu-system-aarch64      [.] 0x00007fcef20b1d68  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c4be86                 qemu-system-aarch64      [.] 0x00007fcef20b1d80  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c4be79                 qemu-system-aarch64      [.] 0x00007fcef20b1d88  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c4be48                 qemu-system-aarch64      [.] 0x00007fcef20b1d98  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c6fc9a                 qemu-system-aarch64      [.] 0x00007fcef20b1d98  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c4be3e                 qemu-system-aarch64      [.] 0x00007fcef20b1da0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x0000000000c6e6e3                 qemu-system-aarch64      [.] 0x00007fcef20b1da0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
