# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 802  of event 'cpu_core/mem-loads-aux/'
# Total weight : 810
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                                  Shared Object            Data Symbol             Data Object        Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  ......................................  .......................  ......................  .................  ............  ......................  ......  ..........  ...................  ....................
#
     0.22%            20  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce48e30d68                        anon                     None          L1 or L2 hit            No       N/A        55                   0                   
     0.22%             1  99            LFB/MAB hit                              [.] qemu_can_send_packet               qemu-system-aarch64      [.] 0x00005651d929c4d0                        [heap]                   None          L1 or L2 hit            No       N/A        101                  0                   
     0.21%             1  96            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecfb1dad0                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        98                   0                   
     0.21%             1  96            L3 hit                                   [k] alloc_pages_noprof                 [kernel.kallsyms]        [k] preferred_node_policy+0x4                 [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        105                  0                   
     0.21%            19  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce48e30d68                        anon                     None          L1 or L2 hit            No       N/A        59                   0                   
     0.21%             1  93            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2bf72c4                        anon                     None          L1 or L2 hit            No       N/A        102                  0                   
     0.21%             1  93            L2 hit                                   [.] 0x00007fced23cbd1f                 [JIT] tid 7297           [.] 0x00007fced23cbee8                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        95                   0                   
     0.20%            18  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce48e30d68                        anon                     None          L1 or L2 hit            No       Addr       54                   0                   
     0.20%             1  89            LFB/MAB hit                              [k] llist_add_batch                    [kernel.kallsyms]        [k] 0xffff8c3f0f3af448                        [kernel.kallsyms]        None          L1 or L2 hit            Yes      N/A        98                   0                   
     0.20%             1  89            L3 hit                                   [k] cpuidle_enter_state                [kernel.kallsyms]        [k] 0xffff8c3f0f3c1978                        [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        119                  0                   
     0.19%             1  87            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecf9d97a0                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        89                   0                   
     0.19%             1  87            LFB/MAB hit                              [k] perf_adjust_freq_unthr_context     [kernel.kallsyms]        [k] 0xffff8c3bc0bfd0b0                        [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        119                  0                   
     0.19%             1  86            L3 hit                                   [.] cpu_asidx_from_attrs               qemu-system-aarch64      [.] 0x00005651a4bd67c8                        qemu-system-aarch64      None          L1 or L2 hit            No       N/A        88                   0                   
     0.19%             1  86            L3 hit                                   [.] 0x00007fced227d1d9                 [JIT] tid 7297           [.] 0x00007fce32b512a8                        anon                     None          L1 or L2 hit            No       N/A        95                   0                   
     0.19%             1  84            L3 hit                                   [k] rcu_sched_clock_irq                [kernel.kallsyms]        [k] rcu_cpu_stall_suppress+0x0                [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        88                   0                   
     0.19%             1  83            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3f42d44                        anon                     None          L1 or L2 hit            No       N/A        85                   0                   
     0.19%             1  83            L2 hit                                   [.] 0x00007fcecfb1d464                 [JIT] tid 7297           [.] 0x00007fcecfb1d4f0                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        86                   0                   
     0.18%             1  82            LFB/MAB hit                              [.] 0x00007fcece78e9cb                 [JIT] tid 7297           [.] 0x00007fceab82cee8                        anon                     None          L1 or L2 hit            No       N/A        84                   0                   
     0.18%             1  80            L2 hit                                   [.] 0x00007fcecfbb5e1e                 [JIT] tid 7297           [.] 0x00007fcecfbb5e68                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        82                   0                   
     0.18%             1  79            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece417bc8                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        81                   0                   
     0.18%             1  79            LFB/MAB hit                              [.] 0x0000000000c9762b                 qemu-system-aarch64      [.] 0x00007fced21028a0                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        81                   0                   
     0.17%             1  77            L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00005651d9311c60                        [heap]                   None          L1 or L2 hit            Yes      N/A        133                  0                   
     0.17%             1  77            L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00005651d9311c60                        [heap]                   None          L1 or L2 hit            Yes      N/A        113                  0                   
     0.17%             1  77            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3b95288                        anon                     None          L1 or L2 hit            No       N/A        86                   0                   
     0.17%             1  77            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d9332d28                        [heap]                   None          L1 or L2 hit            No       N/A        79                   0                   
     0.17%             1  77            L3 hit                                   [k] vtime_user_exit                    [kernel.kallsyms]        [k] 0xffff8c3c99d28a90                        [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        79                   0                   
     0.17%             1  76            L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00005651d9311c60                        [heap]                   None          L1 or L2 hit            Yes      N/A        150                  0                   
     0.17%             1  76            LFB/MAB hit                              [k] ext4_finish_bio                    [kernel.kallsyms]        [k] 0xfffffcaf0e43cb48                        [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        118                  0                   
     0.17%             1  76            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecfa1bc14                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        78                   0                   
     0.17%             1  76            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fced2fb7414                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        78                   0                   
     0.17%             1  75            L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00005651d9311c60                        [heap]                   None          L1 or L2 hit            Yes      N/A        131                  0                   
     0.17%             1  75            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecf0499e0                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        77                   0                   
     0.17%             1  75            LFB/MAB hit                              [.] 0x0000000000c66da7                 qemu-system-aarch64      [.] 0x00007fcece59f5d0                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        77                   0                   
     0.17%             1  75            LFB/MAB hit                              [.] 0x0000000000c66db5                 qemu-system-aarch64      [.] 0x00007fcecfb10d48                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        77                   0                   
     0.17%             1  75            L2 hit                                   [.] 0x00007fcece9da65e                 [JIT] tid 7297           [.] 0x00007fcece9da960                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        77                   0                   
     0.17%             1  74            L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00005651d9311c60                        [heap]                   None          L1 or L2 hit            Yes      N/A        117                  0                   
     0.17%             1  74            L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00005651d9311c60                        [heap]                   None          L1 or L2 hit            Yes      Data Addr  118                  0                   
     0.17%             1  74            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecfbac6d0                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        76                   0                   
     0.17%             1  74            LFB/MAB hit                              [.] 0x000000000094ffe1                 qemu-system-aarch64      [.] 0x00007fcdd4ed4758                        anon                     None          L1 or L2 hit            No       N/A        76                   0                   
     0.17%             1  74            L3 hit                                   [.] 0x00007fced2155bd2                 [JIT] tid 7297           [.] 0x00007fced2155c58                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        76                   0                   
     0.16%             1  73            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf26163c4                        anon                     None          L1 or L2 hit            No       N/A        75                   0                   
     0.16%             1  73            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecfc60020                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        82                   0                   
     0.16%             1  73            L3 hit                                   [.] 0x00007fced0ab84f6                 [JIT] tid 7297           [.] 0x00007fce2f1762c0                        anon                     None          L1 or L2 hit            No       N/A        83                   0                   
     0.16%             1  73            L3 hit                                   [.] 0x00007fced213f2ca                 [JIT] tid 7297           [.] 0x00007fce49f74068                        anon                     None          L1 or L2 hit            No       N/A        75                   0                   
     0.16%             1  73            L3 hit                                   [.] 0x0000000000c9762b                 qemu-system-aarch64      [.] 0x00007fced21028a0                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        75                   0                   
     0.16%             1  72            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecfab9520                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        74                   0                   
     0.16%             1  72            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fced3ea3110                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        74                   0                   
     0.16%             1  72            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3f357c4                        anon                     None          L1 or L2 hit            No       N/A        74                   0                   
     0.16%             1  72            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d9329578                        [heap]                   None          L1 or L2 hit            No       N/A        74                   0                   
     0.16%             1  72            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d932b938                        [heap]                   None          L1 or L2 hit            No       N/A        74                   0                   
     0.16%             1  72            L3 hit                                   [.] 0x00000000006d376d                 qemu-system-aarch64      [.] 0x00005651d93cfb30                        [heap]                   None          L1 or L2 hit            No       N/A        74                   0                   
     0.16%             1  71            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece62fa14                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        73                   0                   
     0.16%             1  71            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece8fb094                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        87                   0                   
     0.16%             1  71            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecfc56e54                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        73                   0                   
     0.16%             1  71            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf211d5c4                        anon                     None          L1 or L2 hit            No       N/A        73                   0                   
     0.16%             1  71            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf38ea6c4                        anon                     None          L1 or L2 hit            No       N/A        73                   0                   
     0.16%             1  71            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf39f7948                        anon                     None          L1 or L2 hit            No       N/A        73                   0                   
     0.16%             1  71            LFB/MAB hit                              [.] slirp_pollfds_poll                 libslirp.so.0.4.0        [.] 0x00005651da18e8b0                        [heap]                   None          L1 or L2 hit            No       N/A        73                   0                   
     0.16%             1  71            LFB/MAB hit                              [.] 0x0000000000c66d90                 qemu-system-aarch64      [.] 0x00007fcece5bb000                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        73                   0                   
     0.16%             1  71            L2 hit                                   [.] 0x00007fcecf77fa21                 [JIT] tid 7297           [.] 0x00007fcecf77fbb0                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        73                   0                   
     0.16%             1  71            L3 hit                                   [.] memcpy@plt                         libglib-2.0.so.0.8400.4  [.] 0x00007fcefb11cec0                        libglib-2.0.so.0.8400.4  None          L1 or L2 hit            No       N/A        73                   0                   
     0.16%             1  71            L3 hit                                   [.] 0x0000000000c6fe6f                 qemu-system-aarch64      [.] 0x00007fcdd5392705                        anon                     None          L1 or L2 hit            No       N/A        82                   0                   
     0.16%             1  70            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece3d1b54                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        72                   0                   
     0.16%             1  70            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece4212e0                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        72                   0                   
     0.16%             1  70            LFB/MAB hit                              [.] 0x0000000000c66d90                 qemu-system-aarch64      [.] 0x00007fcece3c8600                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        79                   0                   
     0.16%             1  70            L3 hit                                   [.] find_next_bit                      qemu-system-aarch64      [.] 0x00007fcef2506f18                        anon                     None          L1 or L2 hit            No       N/A        72                   0                   
     0.16%             1  70            L3 hit                                   [.] 0x00007fced216ca0a                 [JIT] tid 7297           [.] 0x00007fce49bd7ad4                        anon                     None          L1 or L2 hit            No       N/A        72                   0                   
     0.16%             1  70            L3 hit                                   [.] 0x00007fcece44c355                 [JIT] tid 7297           [.] 0x00007fcece44c3b8                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        72                   0                   
     0.16%             1  70            L3 hit                                   [.] 0x00007fced1043bbb                 [JIT] tid 7297           [.] 0x00007fced1043d40                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        72                   0                   
     0.15%             1  69            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d9331610                        [heap]                   None          L1 or L2 hit            No       N/A        71                   0                   
     0.15%             1  69            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecf814154                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        71                   0                   
     0.15%             1  69            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2dd7b44                        anon                     None          L1 or L2 hit            No       N/A        71                   0                   
     0.15%             1  69            LFB/MAB hit                              [.] slirp_pollfds_fill                 libslirp.so.0.4.0        [.] 0x00005651d9b1cfa8                        [heap]                   None          L1 or L2 hit            No       N/A        71                   0                   
     0.15%             1  69            LFB/MAB hit                              [.] 0x0000000000c6fe0a                 qemu-system-aarch64      [.] 0x00007fcdd4e1ec90                        anon                     None          L1 or L2 hit            No       N/A        71                   0                   
     0.15%             1  69            LFB/MAB hit                              [.] 0x0000000000c66d9e                 qemu-system-aarch64      [.] 0x00007fced4101008                        [JIT] tid 7297           None          L1 or L2 hit            No       Addr       71                   0                   
     0.15%             1  69            LFB/MAB hit                              [.] 0x0000000000c6744c                 qemu-system-aarch64      [.] 0x00007fced4ca9354                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        71                   0                   
     0.15%             1  69            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d932c6d8                        [heap]                   None          L1 or L2 hit            No       N/A        71                   0                   
     0.15%             1  68            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d9332e10                        [heap]                   None          L1 or L2 hit            No       N/A        70                   0                   
     0.15%             1  68            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecfac7b20                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        70                   0                   
     0.15%             1  68            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fced220cf50                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        70                   0                   
     0.15%             1  68            LFB/MAB hit                              [.] 0x0000000000c66dac                 qemu-system-aarch64      [.] 0x00007fcece40eb54                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        70                   0                   
     0.15%             1  68            LFB/MAB hit                              [.] 0x0000000000c66dac                 qemu-system-aarch64      [.] 0x00007fcecfc56e54                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        84                   0                   
     0.15%             1  68            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fced22a6710                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        70                   0                   
     0.15%             1  68            L3 hit                                   [.] 0x00007fced219773e                 [JIT] tid 7297           [.] 0x00007fce4a437db0                        anon                     None          L1 or L2 hit            No       N/A        70                   0                   
     0.15%             1  68            L3 hit                                   [.] 0x00007fcece8b6eb8                 [JIT] tid 7297           [.] 0x00007fcece8b6f60                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        70                   0                   
     0.15%             1  67            LFB/MAB hit                              [.] 0x0000000000c66dac                 qemu-system-aarch64      [.] 0x00007fcece837014                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        83                   0                   
     0.15%             1  67            L3 hit                                   [k] datagram_poll                      [kernel.kallsyms]        [k] 0xffff8c3bd1fbdffc                        [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        69                   0                   
     0.15%             1  67            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d9334418                        [heap]                   None          L1 or L2 hit            No       N/A        69                   0                   
     0.15%             1  67            L3 hit                                   [k] hrtimer_interrupt                  [kernel.kallsyms]        [k] 0xffff8c3f0f3a5f38                        [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        70                   0                   
     0.15%             1  67            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf33477c8                        anon                     None          L1 or L2 hit            No       N/A        69                   0                   
     0.15%             1  67            L3 hit                                   [.] 0x00007fcece3b608c                 [JIT] tid 7297           [.] 0x00007fceab810090                        anon                     None          L1 or L2 hit            No       N/A        69                   0                   
     0.15%             1  67            L3 hit                                   [.] 0x0000000000c66d74                 qemu-system-aarch64      [.] 0x00007fcecfbb8614                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        69                   0                   
     0.15%             1  66            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece883c88                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        68                   0                   
     0.15%             1  66            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecfb56fe0                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        69                   0                   
     0.15%             1  66            LFB/MAB hit                              [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcdd4eee1e8                        anon                     None          L1 or L2 hit            No       N/A        68                   0                   
     0.15%             1  66            LFB/MAB hit                              [.] 0x0000000000095c73                 libglib-2.0.so.0.8400.4  [.] 0x00007fce1f615352                        anon                     None          L1 or L2 hit            No       N/A        82                   0                   
     0.15%             1  66            LFB/MAB hit                              [.] 0x0000000000c66da7                 qemu-system-aarch64      [.] 0x00007fcecfa19750                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        68                   0                   
     0.15%             1  66            L3 hit                                   [k] __futex_wait                       [kernel.kallsyms]        [k] futex_q_init+0x20                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        68                   0                   
     0.15%             1  66            L3 hit                                   [.] find_next_bit                      qemu-system-aarch64      [.] 0x00007fcef24b6638                        anon                     None          L1 or L2 hit            No       N/A        69                   0                   
     0.15%             1  66            L3 hit                                   [.] find_next_bit                      qemu-system-aarch64      [.] 0x00007fcef2546e58                        anon                     None          L1 or L2 hit            No       Addr       75                   0                   
     0.15%             1  66            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fced20e7914                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        68                   0                   
     0.15%             1  66            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3f24544                        anon                     None          L1 or L2 hit            No       N/A        76                   0                   
     0.15%             1  66            L3 hit                                   [.] 0x00007fcece48a86d                 [JIT] tid 7297           [.] 0x00007fcece48ae68                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        68                   0                   
     0.15%             1  66            L3 hit                                   [.] 0x00007fced214c4b0                 [JIT] tid 7297           [.] 0x00007fced214c558                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        77                   0                   
     0.15%             1  66            L3 hit                                   [.] 0x0000000000c6fe6f                 qemu-system-aarch64      [.] 0x00007fcdd4ef71e4                        anon                     None          L1 or L2 hit            No       N/A        68                   0                   
     0.15%             1  66            L3 hit                                   [.] 0x0000000000c66d74                 qemu-system-aarch64      [.] 0x00007fcecf9c5e54                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        68                   0                   
     0.15%             1  65            LFB/MAB hit                              [k] __futex_wait                       [kernel.kallsyms]        [k] futex_q_init+0x38                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        68                   0                   
     0.15%             1  65            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecfa005a0                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        67                   0                   
     0.15%             1  65            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf24e86c8                        anon                     None          L1 or L2 hit            No       N/A        74                   0                   
     0.15%             1  65            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3e00fc4                        anon                     None          L1 or L2 hit            No       N/A        67                   0                   
     0.15%             1  65            LFB/MAB hit                              [.] 0x0000000000c66db5                 qemu-system-aarch64      [.] 0x00007fcece4fdf48                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        67                   0                   
     0.15%             1  65            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d93356a8                        [heap]                   None          L1 or L2 hit            No       N/A        67                   0                   
     0.15%             1  65            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf33e2e98                        anon                     None          L1 or L2 hit            No       N/A        74                   0                   
     0.15%             1  65            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3b58344                        anon                     None          L1 or L2 hit            No       N/A        74                   0                   
     0.15%             1  65            L3 hit                                   [.] slirp_pollfds_poll                 libslirp.so.0.4.0        [.] 0x00005651d92de610                        [heap]                   None          L1 or L2 hit            No       N/A        67                   0                   
     0.15%             1  65            L3 hit                                   [k] sock_poll                          [kernel.kallsyms]        [k] 0xffff8c3c25c21d68                        [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        74                   0                   
     0.15%             1  65            L3 hit                                   [k] switch_mm_irqs_off                 [kernel.kallsyms]        [k] 0xffff8c3bd20e0540                        [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        75                   0                   
     0.15%             1  65            L3 hit                                   [.] 0x0000000000c6fe6f                 qemu-system-aarch64      [.] 0x00007fcdd4ed3e7b                        anon                     None          L1 or L2 hit            No       N/A        68                   0                   
     0.15%            13  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce48e30d68                        anon                     None          L1 or L2 hit            No       N/A        49                   0                   
     0.14%             1  64            LFB/MAB hit                              [k] free_unref_page_commit             [kernel.kallsyms]        [k] 0xffff8c3f0f3bc5d0                        [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        80                   0                   
     0.14%             1  64            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecf9d9790                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        66                   0                   
     0.14%             1  64            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fced20e9a10                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        66                   0                   
     0.14%             1  64            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fced6911b94                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        66                   0                   
     0.14%             1  64            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf34057c8                        anon                     None          L1 or L2 hit            No       N/A        66                   0                   
     0.14%             1  64            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf39c0c84                        anon                     None          L1 or L2 hit            No       N/A        66                   0                   
     0.14%             1  64            LFB/MAB hit                              [.] 0x00007fcece969533                 [JIT] tid 7297           [.] 0x00007fcdd4edece0                        anon                     None          L1 or L2 hit            No       N/A        66                   0                   
     0.14%             1  64            LFB/MAB hit                              [.] 0x0000000000c66da7                 qemu-system-aarch64      [.] 0x00007fcece3ebc90                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        66                   0                   
     0.14%             1  64            LFB/MAB hit                              [.] 0x0000000000c66da7                 qemu-system-aarch64      [.] 0x00007fcece495350                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        66                   0                   
     0.14%             1  64            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d9334018                        [heap]                   None          L1 or L2 hit            No       N/A        66                   0                   
     0.14%             1  64            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fced6f90e08                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        66                   0                   
     0.14%             1  64            L3 hit                                   [k] psi_group_change                   [kernel.kallsyms]        [k] 0xfffff3a83f9e2d44                        [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        66                   0                   
     0.14%             1  64            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf333b2d8                        anon                     None          L1 or L2 hit            No       N/A        73                   0                   
     0.14%             1  64            L3 hit                                   [k] vfs_write                          [kernel.kallsyms]        [k] 0xffff8c3bc1db7bb8                        [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        74                   0                   
     0.14%             1  64            L3 hit                                   [.] 0x000000000009a9ee                 libc.so.6                [.] 0x00007ffd615fc2b8                        [stack]                  None          L1 or L2 hit            No       N/A        66                   0                   
     0.14%             1  64            L3 hit                                   [.] 0x0000000000c66d74                 qemu-system-aarch64      [.] 0x00007fcece429a54                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        66                   0                   
     0.14%             1  64            L3 hit                                   [.] 0x0000000000c66d74                 qemu-system-aarch64      [.] 0x00007fcece445594                        [JIT] tid 7297           None          L1 or L2 hit            No       Addr       66                   0                   
     0.14%             1  63            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecfb8f820                        [JIT] tid 7297           None          L1 or L2 hit            No       N/A        65                   0                   
     0.14%             1  63            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf248ef04                        anon                     None          L1 or L2 hit            No       N/A        72                   0                   
     0.14%             1  63            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf27df0d8                        anon                     None          L1 or L2 hit            No       N/A        79                   0                   
     0.14%             1  63            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf33bbf88                        anon                     None          L1 or L2 hit            No       N/A        72                   0                   
