# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 650  of event 'cpu_core/mem-loads-aux/'
# Total weight : 650
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                        Shared Object            Data Symbol             Data Object       Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  ............................  .......................  ......................  ................  ............  ......................  ......  ..........  ...................  ....................
#
     0.05%             1  5             L1 hit                                   [.] arm_hcr_el2_eff                    qemu-system-aarch64      [.] 0x00007fcef20b1f18  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] arm_hcr_el2_eff                    qemu-system-aarch64      [.] 0x00007fcef20b1f20  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] arm_hcr_el2_eff                    qemu-system-aarch64      [.] 0x00007fcef20b1f28  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] arm_mmu_idx_el                     qemu-system-aarch64      [.] 0x00007fcef20b1f38  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] call_cpuidle                       [kernel.kallsyms]        [k] 0xffff8c3bc0de8002  [kernel.kallsyms]  None          L1 or L2 hit            Yes      N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] cfree                              libc.so.6                [.] 0x00007fcef20b31d0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] cpu_asidx_from_attrs               qemu-system-aarch64      [.] 0x00007fcef20b1d08  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] cpu_exec                           qemu-system-aarch64      [.] 0x00007fcef20b2580  anon               None          L1 or L2 hit            Yes      N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] cpu_get_tb_cpu_state               qemu-system-aarch64      [.] 0x00007fcef20b2490  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] cpu_reset_interrupt                qemu-system-aarch64      [.] 0x00005651d9311a30  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] cpu_reset_interrupt                qemu-system-aarch64      [.] 0x00007fcef20b1e90  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] cpu_reset_interrupt                qemu-system-aarch64      [.] 0x00007fcef20b2388  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] cpuidle_enter                      [kernel.kallsyms]        [k] 0xffffd3a8401b3ed8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] cpuidle_enter_state                [kernel.kallsyms]        [k] 0xffffd3a8401b3e88  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] cpuidle_enter_state                [kernel.kallsyms]        [k] 0xffffd3a8401b3ea0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] cpuidle_enter_state                [kernel.kallsyms]        [k] 0xffffd3a8401b3eb0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] cpuidle_enter_state                [kernel.kallsyms]        [k] 0xffffd3a8401b3ec0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] cpuidle_governor_latency_req       [kernel.kallsyms]        [k] 0xffffd3a8401b3e90  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] do_idle                            [kernel.kallsyms]        [k] 0xffffd3a8401b3ee8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] fetch_next_timer_interrupt         [kernel.kallsyms]        [k] 0xffffd3a8401b3dc8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] fetch_next_timer_interrupt         [kernel.kallsyms]        [k] 0xffffd3a8401b3dd0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] flatview_translate                 qemu-system-aarch64      [.] 0x00007fcef20b1de0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] fp_exception_el                    qemu-system-aarch64      [.] 0x00007fcef20b1f40  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] g_hash_table_lookup                libglib-2.0.so.0.8400.4  [.] 0x00007fcef20b1ef8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] g_hash_table_lookup                libglib-2.0.so.0.8400.4  [.] 0x00007fcef20b1f08  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] g_hash_table_lookup                libglib-2.0.so.0.8400.4  [.] 0x00007fcef20b1f10  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] g_hash_table_lookup                libglib-2.0.so.0.8400.4  [.] 0x00007fcef20b1f20  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] get_page_addr_code_hostp           qemu-system-aarch64      [.] 0x00007fcef20b1e58  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] get_page_addr_code_hostp           qemu-system-aarch64      [.] 0x00007fcef20b1e70  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] get_page_addr_code_hostp           qemu-system-aarch64      [.] 0x00007fcef20b1ea0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] get_page_addr_code_hostp           qemu-system-aarch64      [.] 0x00007fcef20b1eb0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] get_phys_addr                      qemu-system-aarch64      [.] 0x00007fcef20b1bd8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] get_phys_addr                      qemu-system-aarch64      [.] 0x00007fcef20b1bf0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] get_phys_addr                      qemu-system-aarch64      [.] 0x00007fcef20b1c20  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] get_phys_addr                      qemu-system-aarch64      [.] 0x00007fcef20b1c48  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] get_phys_addr                      qemu-system-aarch64      [.] 0x00007fcef20b1c68  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] get_phys_addr                      qemu-system-aarch64      [.] 0x00007fcef20b1c70  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] gicv3_cpuif_update                 qemu-system-aarch64      [.] 0x00007fcef20b2410  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] helper_access_check_cp_reg         qemu-system-aarch64      [.] 0x00007fcef20b1f60  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] helper_dc_zva                      qemu-system-aarch64      [.] 0x00007fcef20b1f38  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] helper_dc_zva                      qemu-system-aarch64      [.] 0x00007fcef20b1f58  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] helper_dc_zva                      qemu-system-aarch64      [.] 0x00007fcef20b1f68  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] helper_exception_return            qemu-system-aarch64      [.] 0x00005651d9314668  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] helper_ldub_mmu                    qemu-system-aarch64      [.] 0x00007fcef20b1f08  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d9328fe0  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d932b708  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d93353a0  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d9336058  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] helper_msr_i_daifset               qemu-system-aarch64      [.] 0x00007fcef20b1f70  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] helper_rebuild_hflags_a64          qemu-system-aarch64      [.] 0x00005651d9314670  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] helper_rebuild_hflags_a64          qemu-system-aarch64      [.] 0x00007fcef20b1ef8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] helper_rebuild_hflags_a64          qemu-system-aarch64      [.] 0x00007fcef20b1f60  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] helper_set_cp_reg64                qemu-system-aarch64      [.] 0x00007fcef20b1f70  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] hrtimer_next_event_without         [kernel.kallsyms]        [k] 0xffffd3a8401b3e50  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] irq_work_run_list                  [kernel.kallsyms]        [k] 0xffffd3a84049ced8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] local_clock_noinstr                [kernel.kallsyms]        [k] 0xffffd3a8401b3e78  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] memory_region_get_ram_ptr          qemu-system-aarch64      [.] 0x00007fcef20b1d08  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] menu_select                        [kernel.kallsyms]        [k] 0xffff8c3f0f3b45d8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] menu_select                        [kernel.kallsyms]        [k] 0xffff8c3f0f3b45ec  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] menu_select                        [kernel.kallsyms]        [k] 0xffffd3a8401b3e98  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] object_dynamic_cast_assert         qemu-system-aarch64      [.] 0x00007fcef20b1ca0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] object_dynamic_cast_assert         qemu-system-aarch64      [.] 0x00007fcef20b1e60  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] object_dynamic_cast_assert         qemu-system-aarch64      [.] 0x00007fcef20b2348  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] object_unref                       qemu-system-aarch64      [.] 0x00007fce205f2d98  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] probe_access_full_mmu              qemu-system-aarch64      [.] 0x00007fcef20b1958  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] probe_access_full_mmu              qemu-system-aarch64      [.] 0x00007fcef20b1988  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] probe_access_full_mmu              qemu-system-aarch64      [.] 0x00007fcef20b19a0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] probe_access_full_mmu              qemu-system-aarch64      [.] 0x00007fcef20b19a8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] probe_access_full_mmu              qemu-system-aarch64      [.] 0x00007fcef20b19b8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] probe_access_full_mmu              qemu-system-aarch64      [.] 0x00007fcef20b19d8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] probe_access_full_mmu              qemu-system-aarch64      [.] 0x00007fcef20b19e8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] probe_access_full_mmu              qemu-system-aarch64      [.] 0x00007fcef20b19f0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] probe_access_full_mmu              qemu-system-aarch64      [.] 0x00007fcef20b19f8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] probe_access_full_mmu              qemu-system-aarch64      [.] 0x00007fcef20b1a00  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] qemu_main_loop                     qemu-system-aarch64      [.] 0x00007ffd615fc3d8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] qemu_mutex_unlock_impl             qemu-system-aarch64      [.] 0x00007fcef20b1f38  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] qemu_ram_addr_from_host_nofail     qemu-system-aarch64      [.] 0x00007fcef20b1eb0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] qemu_ram_block_from_host           qemu-system-aarch64      [.] 0x00007fcef20b1e80  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] qemu_ram_block_from_host           qemu-system-aarch64      [.] 0x00007fcef20b1e88  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcef20b1e70  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcef20b1e88  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcef20b1ea0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcef20b2410  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] rcu_sched_clock_irq                [kernel.kallsyms]        [k] 0xffff8c3f0f3b6d68  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] reweight_entity                    [kernel.kallsyms]        [k] 0xffff8c3bf04ac6a0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] sched_clock_cpu                    [kernel.kallsyms]        [k] 0xffffd3a84049ce80  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] sched_tick                         [kernel.kallsyms]        [k] 0xffffd3a84049ceb0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] sched_tick                         [kernel.kallsyms]        [k] 0xffffd3a84049cec0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] tcg_flush_jmp_cache                qemu-system-aarch64      [.] 0x00005651d932a8e0  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] tcg_flush_jmp_cache                qemu-system-aarch64      [.] 0x00005651d932b8e0  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] tcg_flush_jmp_cache                qemu-system-aarch64      [.] 0x00005651d93335f0  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] tcg_flush_jmp_cache                qemu-system-aarch64      [.] 0x00005651d9333c70  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] tick_nohz_get_sleep_length         [kernel.kallsyms]        [k] 0xffffd3a8401b3e78  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] tick_nohz_handler                  [kernel.kallsyms]        [k] 0xffffd3a84049cf10  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] tick_nohz_next_event               [kernel.kallsyms]        [k] 0xffffd3a8401b3e48  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] tick_nohz_next_event               [kernel.kallsyms]        [k] 0xffffd3a8401b3e58  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00005651d9311ca0  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00005651d9312170  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcdd4ef89dd  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcdd4ef98f8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcdd4f064ab  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcdd4f06968  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcdd5387428  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1810  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d08  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d14  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d18  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d40  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d54  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d60  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d80  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d98  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] tlb_vaddr_to_host                  qemu-system-aarch64      [.] 0x00007fcef20b1ef0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] tlb_vaddr_to_host                  qemu-system-aarch64      [.] 0x00007fcef20b1f00  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] tlb_vaddr_to_host                  qemu-system-aarch64      [.] 0x00007fcef20b1f08  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] tlb_vaddr_to_host                  qemu-system-aarch64      [.] 0x00007fcef20b1f20  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] tsc_verify_tsc_adjust              [kernel.kallsyms]        [k] 0xffffd3a8401b3ed0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [k] update_process_times               [kernel.kallsyms]        [k] 0xffffd3a84049cee8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcece3dc1cb                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcece3e13c0                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcece3f9e30                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcece40484b                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcece417acb                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcece500a1a                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcece50cb8b                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcece78d84b                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcece8b64ad                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fceceb2fe64                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcececb4520                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fceceea0d4b                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecf1a275f                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecf4b2e4a                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecf9ed51a                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecfa1704b                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecfa20d0b                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecfac7f4b                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecfb45c8b                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecfb576cb                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecfb58596                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecfb6530b                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecfbb5ccb                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecfbbf68b                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecfbbfc06                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecfbc1960                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecfbc3ea1                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecfbc5af1                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecfbd98cf                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecfbf1f4b                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecfc43c0b                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.05%             1  5             L1 hit                                   [.] 0x00007fcecfc93f0a                 [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
