# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 650  of event 'cpu_core/mem-loads-aux/'
# Total weight : 650
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                        Shared Object            Data Symbol             Data Object       Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  ............................  .......................  ......................  ................  ............  ......................  ......  ..........  ...................  ....................
#
     0.14%             1  60            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fced22415d4              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        62                   0                   
     0.14%             1  60            L3 hit                                   [.] 0x00007fcece3d8c4a                 [JIT] tid 7297           [.] 0x00007fce2d4c5158              anon                 None          L1 or L2 hit            No       N/A        62                   0                   
     0.14%             1  60            L3 hit                                   [.] 0x00007fcecf735af2                 [JIT] tid 7297           [.] 0x00007fce2ee6de88              anon                 None          L1 or L2 hit            No       N/A        69                   0                   
     0.14%             1  60            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3a798010              anon                 None          L1 or L2 hit            No       N/A        62                   0                   
     0.14%             1  60            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3d072010              anon                 None          L1 or L2 hit            No       Addr       62                   0                   
     0.14%             1  60            L3 hit                                   [.] 0x00007fced2c099ce                 [JIT] tid 7297           [.] 0x00007fceaaa5c9e0              anon                 None          L1 or L2 hit            No       N/A        62                   0                   
     0.14%             1  60            L3 hit                                   [.] 0x0000000000c66d90                 qemu-system-aarch64      [.] 0x00007fced5243c40              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        62                   0                   
     0.14%             1  59            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d9330480              [heap]               None          L1 or L2 hit            No       N/A        61                   0                   
     0.14%             1  59            LFB/MAB hit                              [.] qemu_main_loop                     qemu-system-aarch64      [.] 0x00005651a4d2c848              anon                 None          L1 or L2 hit            No       N/A        62                   0                   
     0.14%             1  59            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3162dc8              anon                 None          L1 or L2 hit            No       N/A        68                   0                   
     0.14%             1  59            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3830444              anon                 None          L1 or L2 hit            No       N/A        77                   0                   
     0.14%             1  59            LFB/MAB hit                              [.] 0x0000000000c66dac                 qemu-system-aarch64      [.] 0x00007fcecfbb8014              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        62                   0                   
     0.14%             1  59            LFB/MAB hit                              [.] 0x0000000000c66d9e                 qemu-system-aarch64      [.] 0x00007fced0aec1c8              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        76                   0                   
     0.14%             1  59            LFB/MAB hit                              [.] 0x0000000000c66da7                 qemu-system-aarch64      [.] 0x00007fced2a61ad0              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        75                   0                   
     0.14%             1  59            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d932de98              [heap]               None          L1 or L2 hit            No       N/A        61                   0                   
     0.14%             1  59            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce4010d010              anon                 None          L1 or L2 hit            No       N/A        61                   0                   
     0.14%             1  59            L3 hit                                   [.] 0x00007fcece441834                 [JIT] tid 7297           [.] 0x00007fcece441880              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        61                   0                   
     0.14%             1  58            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf26a4dcc              anon                 None          L1 or L2 hit            No       N/A        74                   0                   
     0.14%             1  58            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2d51984              anon                 None          L1 or L2 hit            No       N/A        74                   0                   
     0.14%             1  58            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3307408              anon                 None          L1 or L2 hit            No       N/A        60                   0                   
     0.14%             1  58            LFB/MAB hit                              [.] 0x000000000005d8e0                 libglib-2.0.so.0.8400.4  [.] 0x00007fce1f1f9530              anon                 None          L1 or L2 hit            No       N/A        74                   0                   
     0.14%             1  58            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d9336af8              [heap]               None          L1 or L2 hit            No       N/A        60                   0                   
     0.14%             1  58            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3d7fed8              anon                 None          L1 or L2 hit            No       N/A        67                   0                   
     0.14%             1  58            L3 hit                                   [k] x86_pmu_disable                    [kernel.kallsyms]        [k] 0xffff8c3f0f39a450              [kernel.kallsyms]    None          L2 miss                 No       N/A        79                   0                   
     0.14%             1  58            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3a68f010              anon                 None          L1 or L2 hit            No       N/A        60                   0                   
     0.14%             1  58            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce40138010              anon                 None          L1 or L2 hit            No       N/A        60                   0                   
     0.14%             1  58            L3 hit                                   [.] 0x00007fcece4320a6                 [JIT] tid 7297           [.] 0x00007fcece4320e8              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        60                   0                   
     0.14%             1  57            LFB/MAB hit                              [k] _raw_spin_unlock_irq               [kernel.kallsyms]        [k] 0xfffffe0000000f68              [unknown]            None          L1 or L2 hit            No       N/A        68                   0                   
     0.14%             1  57            LFB/MAB hit                              [.] g_hash_table_lookup                libglib-2.0.so.0.8400.4  [.] 0x00005651d92f75a0              [heap]               None          L1 or L2 hit            No       N/A        59                   0                   
     0.14%             1  57            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d93374d0              [heap]               None          L1 or L2 hit            No       N/A        59                   0                   
     0.14%             1  57            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf313b9cc              anon                 None          L1 or L2 hit            No       N/A        73                   0                   
     0.14%             1  57            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3234898              anon                 None          L1 or L2 hit            No       N/A        73                   0                   
     0.14%             1  57            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf34c8704              anon                 None          L1 or L2 hit            No       N/A        59                   0                   
     0.14%             1  57            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf38bdd04              anon                 None          L1 or L2 hit            No       N/A        59                   0                   
     0.14%             1  57            LFB/MAB hit                              [.] 0x0000000000c66da7                 qemu-system-aarch64      [.] 0x00007fcece560350              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        59                   0                   
     0.14%             1  57            LFB/MAB hit                              [.] 0x0000000000c66da7                 qemu-system-aarch64      [.] 0x00007fcecfa4fed0              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        59                   0                   
     0.14%             1  57            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece828614              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        59                   0                   
     0.14%             1  57            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecfb8f808              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        59                   0                   
     0.14%             1  57            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2a48d84              anon                 None          L1 or L2 hit            No       N/A        66                   0                   
     0.14%             1  57            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3ac7344              anon                 None          L1 or L2 hit            No       N/A        66                   0                   
     0.14%             1  57            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3f6d908              anon                 None          L1 or L2 hit            No       N/A        59                   0                   
     0.13%             1  56            LFB/MAB hit                              [.] get_page_addr_code_hostp           qemu-system-aarch64      [.] 0x00007fcdd53900b9              anon                 None          L1 or L2 hit            No       N/A        58                   0                   
     0.13%             1  56            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece55f4d4              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        58                   0                   
     0.13%             1  56            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2cacac4              anon                 None          L1 or L2 hit            No       N/A        72                   0                   
     0.13%             1  56            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3443ac8              anon                 None          L1 or L2 hit            No       N/A        58                   0                   
     0.13%             1  56            LFB/MAB hit                              [.] 0x00007fced3dd7a82                 [JIT] tid 7297           [.] 0x00007fcdd4efff58              anon                 None          L1 or L2 hit            No       N/A        59                   0                   
     0.13%             1  56            LFB/MAB hit                              [.] 0x0000000000c66db5                 qemu-system-aarch64      [.] 0x00007fcece43b3c8              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        58                   0                   
     0.13%             1  56            L3 hit                                   [.] replay_mutex_lock                  qemu-system-aarch64      [.] 0x00005651a4d3de28              anon                 None          L1 or L2 hit            No       N/A        65                   0                   
     0.13%             1  56            L3 hit                                   [.] 0x0000000000c7077a                 qemu-system-aarch64      [.] 0x00007fce2e834580              anon                 None          L1 or L2 hit            No       N/A        65                   0                   
     0.13%             1  55            LFB/MAB hit                              [.] __vdso_clock_gettime               [vdso]                   [.] 0x00007fcefc159084              [vvar]               None          L1 or L2 hit            No       N/A        57                   0                   
     0.13%             1  55            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2fca744              anon                 None          L1 or L2 hit            No       N/A        71                   0                   
     0.13%             1  55            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3453fcc              anon                 None          L1 or L2 hit            No       N/A        71                   0                   
     0.13%             1  55            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3a82588              anon                 None          L1 or L2 hit            No       N/A        64                   0                   
     0.13%             1  55            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3cbc398              anon                 None          L1 or L2 hit            No       N/A        57                   0                   
     0.13%             1  55            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3f55948              anon                 None          L1 or L2 hit            No       N/A        57                   0                   
     0.13%             1  55            LFB/MAB hit                              [.] 0x0000000000c6fe0a                 qemu-system-aarch64      [.] 0x00007fcdd4ee0bd0              anon                 None          L1 or L2 hit            No       N/A        57                   0                   
     0.13%             1  55            L3 hit                                   [k] datagram_poll                      [kernel.kallsyms]        [k] 0xffff8c3bd1fbaaa8              [kernel.kallsyms]    None          L1 or L2 hit            No       N/A        64                   0                   
     0.13%             1  55            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3ac08010              anon                 None          L1 or L2 hit            No       Addr       64                   0                   
     0.13%             1  54            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecfc68c14              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        56                   0                   
     0.13%             1  54            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fced2742450              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        70                   0                   
     0.13%             1  54            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2879984              anon                 None          L1 or L2 hit            No       N/A        56                   0                   
     0.13%             1  54            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3321788              anon                 None          L1 or L2 hit            No       N/A        70                   0                   
     0.13%             1  54            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2e6d804              anon                 None          L1 or L2 hit            No       N/A        63                   0                   
     0.13%             1  54            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3ac0c010              anon                 None          L1 or L2 hit            No       N/A        63                   0                   
     0.13%             1  54            L3 hit                                   [.] 0x000000000005d8e0                 libglib-2.0.so.0.8400.4  [.] 0x00005651d8f341f0              [heap]               None          L1 or L2 hit            No       N/A        56                   0                   
     0.13%             1  54            L3 hit                                   [.] 0x0000000000c66d9e                 qemu-system-aarch64      [.] 0x00007fcecf78d8c8              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        56                   0                   
     0.13%             1  53            LFB/MAB hit                              [.] 0x00007fcece3e4f1f                 [JIT] tid 7297           [.] 0x00007fcdd4efd398              anon                 None          L1 or L2 hit            No       Addr       56                   0                   
     0.13%             1  53            LFB/MAB hit                              [.] 0x00007fcecea479d3                 [JIT] tid 7297           [.] 0x00007fcea304c0b8              anon                 None          L1 or L2 hit            No       N/A        55                   0                   
     0.13%             1  53            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce493d9010              anon                 None          L1 or L2 hit            No       N/A        55                   0                   
     0.12%             1  52            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fced386ec20              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        59                   0                   
     0.12%             1  52            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce48e7d010              anon                 None          L1 or L2 hit            No       Addr       54                   0                   
     0.12%             1  51            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2ddd918              anon                 None          L1 or L2 hit            No       N/A        67                   0                   
     0.12%             1  51            LFB/MAB hit                              [.] 0x0000000000095c80                 libglib-2.0.so.0.8400.4  [.] 0x00007fcdd4e45f81              anon                 None          L1 or L2 hit            No       N/A        53                   0                   
     0.12%             1  50            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2861744              anon                 None          L1 or L2 hit            No       N/A        69                   0                   
     0.12%             1  50            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3e158c8              anon                 None          L1 or L2 hit            No       N/A        66                   0                   
     0.12%             1  50            LFB/MAB hit                              [.] 0x0000000000c66da7                 qemu-system-aarch64      [.] 0x00007fcee347fc10              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        66                   0                   
     0.12%             1  49            L1 hit                                   [k] fput                               [kernel.kallsyms]        [k] 0xffff8c3c3b7db180              [kernel.kallsyms]    None          L1 or L2 hit            Yes      N/A        145                  0                   
     0.12%             1  49            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf35f82c8              anon                 None          L1 or L2 hit            No       N/A        65                   0                   
     0.12%             1  48            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce4a493050              anon                 None          L1 or L2 hit            No       Addr       50                   0                   
     0.11%             1  45            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2e5fd48              anon                 None          L1 or L2 hit            No       N/A        63                   0                   
     0.11%             1  44            LFB/MAB hit                              [.] pthread_mutex_lock                 libc.so.6                [.] 0x00005651d92dbed0              [heap]               None          L1 or L2 hit            No       N/A        46                   0                   
     0.10%             1  40            L2 hit                                   [.] 0x00007fced211065a                 [JIT] tid 7297           [.] 0x00007fced2110748              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        42                   0                   
     0.09%             1  39            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce40138050              anon                 None          L1 or L2 hit            No       N/A        41                   0                   
     0.09%             1  38            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce49e84050              anon                 None          L1 or L2 hit            No       N/A        40                   0                   
     0.09%             1  37            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece450994              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        39                   0                   
     0.09%             1  37            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3ac52050              anon                 None          L1 or L2 hit            No       N/A        40                   0                   
     0.09%             1  36            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce49625050              anon                 None          L1 or L2 hit            No       N/A        38                   0                   
     0.08%             1  35            L2 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce508f0050              anon                 None          L1 or L2 hit            No       N/A        37                   0                   
     0.08%             1  35            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce399b4050              anon                 None          L1 or L2 hit            No       N/A        37                   0                   
     0.08%             7  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        34                   0                   
     0.08%             1  34            L2 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce50ace050              anon                 None          L1 or L2 hit            No       N/A        36                   0                   
     0.08%             1  34            L2 hit                                   [.] 0x00007fcecf936d2d                 [JIT] tid 7297           [.] 0x00007fcecf936df8              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        36                   0                   
     0.08%             1  33            LFB/MAB hit                              [k] _raw_spin_lock_irqsave             [kernel.kallsyms]        [k] 0xffff8c3bd1f0c348              [kernel.kallsyms]    None          L1 or L2 hit            Yes      Addr       35                   0                   
     0.08%             1  33            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece44cf54              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        36                   0                   
     0.08%             1  33            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3ad7b050              anon                 None          L1 or L2 hit            No       N/A        35                   0                   
     0.08%             1  32            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece58d0e0              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        34                   0                   
     0.08%             1  32            LFB/MAB hit                              [.] 0x00007fcecfb654d7                 [JIT] tid 7297           [.] 0x00007fce48a823a8              anon                 None          L1 or L2 hit            No       N/A        34                   0                   
     0.08%             1  32            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3ca4c1d0              anon                 None          L1 or L2 hit            No       N/A        34                   0                   
     0.07%             1  30            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce48f2d050              anon                 None          L1 or L2 hit            No       N/A        32                   0                   
     0.07%             6  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        64                   0                   
     0.06%             1  27            LFB/MAB hit                              [.] 0x0000000000c67440                 qemu-system-aarch64      [.] 0x00007fcecfbb6854              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        36                   0                   
     0.06%             1  26            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece3c85d4              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        35                   0                   
     0.06%             5  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        42                   0                   
     0.05%             4  5             L1 hit                                   [.] 0x00007fcee31c97c0                 [JIT] tid 7297           [.] 0x00005651d9316f10              [heap]               None          L1 or L2 hit            No       Data Addr  235                  0                   
     0.05%             4  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        68                   0                   
     0.05%             4  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        56                   0                   
     0.05%             1  19            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece3c85d4              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        35                   0                   
     0.05%             1  19            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf311aac8              anon                 None          L1 or L2 hit            No       N/A        35                   0                   
     0.04%             1  17            LFB/MAB hit                              [.] 0x0000000000c66dac                 qemu-system-aarch64      [.] 0x00007fced4e188d4              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        33                   0                   
     0.04%             1  16            LFB/MAB hit                              [.] 0x0000000000c66da7                 qemu-system-aarch64      [.] 0x00007fced20e0150              [JIT] tid 7297       None          L1 or L2 hit            No       N/A        32                   0                   
     0.04%             1  15            L2 hit                                   [.] 0x00007fcecf7c5d18                 [JIT] tid 7297           [.] 0x00007fce2d204e50              anon                 None          L1 or L2 hit            No       N/A        32                   0                   
     0.04%             3  5             L1 hit                                   [.] 0x00007fcee31c97dc                 [JIT] tid 7297           [.] 0x00005651d9316f10              [heap]               None          L1 or L2 hit            No       Addr       255                  0                   
     0.04%             3  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        88                   0                   
     0.04%             3  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        83                   0                   
     0.04%             3  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        80                   0                   
     0.04%             3  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        61                   0                   
     0.04%             3  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        55                   0                   
     0.04%             3  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        51                   0                   
     0.04%             3  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        49                   0                   
     0.04%             3  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        46                   0                   
     0.04%             3  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        40                   0                   
     0.04%             3  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        37                   0                   
     0.04%             3  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        35                   0                   
     0.04%             3  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        33                   0                   
     0.02%             2  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1cd0              anon                 None          L1 or L2 hit            No       Data       79                   0                   
     0.02%             2  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1d20              anon                 None          L1 or L2 hit            No       Data Addr  131                  0                   
     0.02%             2  5             L1 hit                                   [.] cpu_get_tb_cpu_state               qemu-system-aarch64      [.] 0x00005651d9314660              [heap]               None          L1 or L2 hit            No       N/A        34                   0                   
     0.02%             2  5             L1 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcef20b1e78              anon                 None          L1 or L2 hit            No       N/A        39                   0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee31c97dc                 [JIT] tid 7297           [.] 0x00005651d9316f10              [heap]               None          L1 or L2 hit            No       Addr       248                  0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee31c97dc                 [JIT] tid 7297           [.] 0x00005651d9316f10              [heap]               None          L1 or L2 hit            No       Data Addr  254                  0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee31c97dc                 [JIT] tid 7297           [.] 0x00005651d9316f10              [heap]               None          L1 or L2 hit            No       Data Addr  225                  0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee31c97e3                 [JIT] tid 7297           [.] 0x00005651d9316f18              [heap]               None          L1 or L2 hit            No       Data Addr  252                  0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee31c97b0                 [JIT] tid 7297           [.] 0x00005651d9317010              [heap]               None          L1 or L2 hit            No       Data Addr  240                  0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee31c97b0                 [JIT] tid 7297           [.] 0x00005651d9317010              [heap]               None          L1 or L2 hit            No       Data Addr  238                  0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee31c97b0                 [JIT] tid 7297           [.] 0x00005651d9317010              [heap]               None          L1 or L2 hit            No       Data Addr  237                  0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        98                   0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        78                   0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        77                   0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        75                   0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        74                   0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        73                   0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        66                   0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        60                   0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        59                   0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        54                   0                   
     0.02%             2  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce50b87db8              anon                 None          L1 or L2 hit            No       N/A        53                   0                   
