# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 4K of event 'cpu_core/mem-loads-aux/'
# Total weight : 4832
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                                  Shared Object            Data Symbol             Data Object        Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  ......................................  .......................  ......................  .................  ............  ......................  ......  ..........  ...................  ....................
#
     0.00%             1  5             L1 hit                                   [.] 0x00007fcecf4b5d81                     [JIT] tid 7297           [.] 0x00005651d9314420                         [heap]                   None          L1 or L2 hit            No       Addr       37                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcece63cae9                     [JIT] tid 7297           [.] 0x00005651d9314420                         [heap]                   None          L1 or L2 hit            No       Addr       34                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcecf4711f3                     [JIT] tid 7297           [.] 0x00005651d9314420                         [heap]                   None          L1 or L2 hit            No       Addr       32                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcecfb18f19                     [JIT] tid 7297           [.] 0x00005651d9314428                         [heap]                   None          L1 or L2 hit            No       N/A        41                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcece9dc247                     [JIT] tid 7297           [.] 0x00005651d9314428                         [heap]                   None          L1 or L2 hit            No       N/A        33                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcecfb65506                     [JIT] tid 7297           [.] 0x00005651d9314428                         [heap]                   None          L1 or L2 hit            No       Addr       68                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcecfb65541                     [JIT] tid 7297           [.] 0x00005651d9314428                         [heap]                   None          L1 or L2 hit            No       Addr       66                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcecf6b82dd                     [JIT] tid 7297           [.] 0x00005651d9314428                         [heap]                   None          L1 or L2 hit            No       Addr       35                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcecfbb5e00                     [JIT] tid 7297           [.] 0x00005651d9314518                         [heap]                   None          L1 or L2 hit            No       N/A        46                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcece3e3480                     [JIT] tid 7297           [.] 0x00005651d9314518                         [heap]                   None          L1 or L2 hit            No       Data       115                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcecfbb5cc0                     [JIT] tid 7297           [.] 0x00005651d9314518                         [heap]                   None          L1 or L2 hit            No       Data       113                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcecfbb58c0                     [JIT] tid 7297           [.] 0x00005651d9314518                         [heap]                   None          L1 or L2 hit            No       Data       72                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcedb4f14c0                     [JIT] tid 7297           [.] 0x00005651d9314518                         [heap]                   None          L1 or L2 hit            No       Data       61                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcece3d1e80                     [JIT] tid 7297           [.] 0x00005651d9314518                         [heap]                   None          L1 or L2 hit            No       Data       40                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcecfded2da                     [JIT] tid 7297           [.] 0x00005651d9314560                         [heap]                   None          L1 or L2 hit            No       N/A        225                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcecf7444dc                     [JIT] tid 7297           [.] 0x00005651d9314560                         [heap]                   None          L1 or L2 hit            No       N/A        148                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcecfb59fcf                     [JIT] tid 7297           [.] 0x00005651d9314560                         [heap]                   None          L1 or L2 hit            No       N/A        101                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcece3fbede                     [JIT] tid 7297           [.] 0x00005651d9314560                         [heap]                   None          L1 or L2 hit            No       N/A        80                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced23300cf                     [JIT] tid 7297           [.] 0x00005651d9314560                         [heap]                   None          L1 or L2 hit            No       N/A        54                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced2885ecf                     [JIT] tid 7297           [.] 0x00005651d9314560                         [heap]                   None          L1 or L2 hit            No       N/A        51                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced4caaf0f                     [JIT] tid 7297           [.] 0x00005651d9314560                         [heap]                   None          L1 or L2 hit            No       N/A        50                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee3579fb6                     [JIT] tid 7297           [.] 0x00005651d9314560                         [heap]                   None          L1 or L2 hit            No       N/A        49                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcecf7c924f                     [JIT] tid 7297           [.] 0x00005651d9314560                         [heap]                   None          L1 or L2 hit            No       N/A        41                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced4cab10f                     [JIT] tid 7297           [.] 0x00005651d9314560                         [heap]                   None          L1 or L2 hit            No       N/A        38                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcecfbc2b4f                     [JIT] tid 7297           [.] 0x00005651d9314560                         [heap]                   None          L1 or L2 hit            No       N/A        37                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcecfc7840f                     [JIT] tid 7297           [.] 0x00005651d9314560                         [heap]                   None          L1 or L2 hit            No       N/A        36                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee3579fb6                     [JIT] tid 7297           [.] 0x00005651d9314560                         [heap]                   None          L1 or L2 hit            No       Addr       48                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee3579fb6                     [JIT] tid 7297           [.] 0x00005651d9314560                         [heap]                   None          L1 or L2 hit            No       Addr       45                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcece42d436                     [JIT] tid 7297           [.] 0x00005651d9314560                         [heap]                   None          L1 or L2 hit            No       Addr       36                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcece42d94f                     [JIT] tid 7297           [.] 0x00005651d9314568                         [heap]                   None          L1 or L2 hit            No       N/A        137                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcece3d404f                     [JIT] tid 7297           [.] 0x00005651d9314568                         [heap]                   None          L1 or L2 hit            No       N/A        85                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced2253a9c                     [JIT] tid 7297           [.] 0x00005651d9314568                         [heap]                   None          L1 or L2 hit            No       N/A        76                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced7483221                     [JIT] tid 7297           [.] 0x00005651d9314568                         [heap]                   None          L1 or L2 hit            No       N/A        44                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcecf81334f                     [JIT] tid 7297           [.] 0x00005651d9314568                         [heap]                   None          L1 or L2 hit            No       N/A        37                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcecf9c5b4f                     [JIT] tid 7297           [.] 0x00005651d9314568                         [heap]                   None          L1 or L2 hit            No       N/A        32                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcece78de4f                     [JIT] tid 7297           [.] 0x00005651d9314568                         [heap]                   None          L1 or L2 hit            No       Addr       36                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced0b56acb                     [JIT] tid 7297           [.] 0x00005651d9314570                         [heap]                   None          L1 or L2 hit            No       N/A        136                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcecfa1818f                     [JIT] tid 7297           [.] 0x00005651d9314570                         [heap]                   None          L1 or L2 hit            No       N/A        80                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcece3c8b4f                     [JIT] tid 7297           [.] 0x00005651d9314570                         [heap]                   None          L1 or L2 hit            No       N/A        49                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fceceacab1d                     [JIT] tid 7297           [.] 0x00005651d9314570                         [heap]                   None          L1 or L2 hit            No       N/A        45                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced0b56acb                     [JIT] tid 7297           [.] 0x00005651d9314570                         [heap]                   None          L1 or L2 hit            No       Addr       400                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcece3d512c                     [JIT] tid 7297           [.] 0x00005651d9314570                         [heap]                   None          L1 or L2 hit            No       Addr       163                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced0c1d8a2                     [JIT] tid 7297           [.] 0x00005651d9314578                         [heap]                   None          L1 or L2 hit            No       N/A        209                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcece47ebc8                     [JIT] tid 7297           [.] 0x00005651d9314578                         [heap]                   None          L1 or L2 hit            No       N/A        139                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcece40d74f                     [JIT] tid 7297           [.] 0x00005651d9314578                         [heap]                   None          L1 or L2 hit            No       N/A        54                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcece620142                     [JIT] tid 7297           [.] 0x00005651d9314578                         [heap]                   None          L1 or L2 hit            No       N/A        32                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcece86d04f                     [JIT] tid 7297           [.] 0x00005651d9314578                         [heap]                   None          L1 or L2 hit            No       N/A        32                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcecfa16e8f                     [JIT] tid 7297           [.] 0x00005651d9314578                         [heap]                   None          L1 or L2 hit            No       N/A        32                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced210a719                     [JIT] tid 7297           [.] 0x00005651d9314580                         [heap]                   None          L1 or L2 hit            No       N/A        82                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced227d79c                     [JIT] tid 7297           [.] 0x00005651d9314580                         [heap]                   None          L1 or L2 hit            No       N/A        76                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced7fa729b                     [JIT] tid 7297           [.] 0x00005651d9314580                         [heap]                   None          L1 or L2 hit            No       Addr       33                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcecfc58a1d                     [JIT] tid 7297           [.] 0x00005651d9314588                         [heap]                   None          L1 or L2 hit            No       N/A        212                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced3dbe810                     [JIT] tid 7297           [.] 0x00005651d9314588                         [heap]                   None          L1 or L2 hit            No       N/A        68                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced3dbe810                     [JIT] tid 7297           [.] 0x00005651d9314588                         [heap]                   None          L1 or L2 hit            No       N/A        58                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcece524939                     [JIT] tid 7297           [.] 0x00005651d9314588                         [heap]                   None          L1 or L2 hit            No       N/A        42                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcecfb64b3d                     [JIT] tid 7297           [.] 0x00005651d93145b0                         [heap]                   None          L1 or L2 hit            No       N/A        177                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcecfb65742                     [JIT] tid 7297           [.] 0x00005651d93145e0                         [heap]                   None          L1 or L2 hit            No       N/A        137                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced48ee297                     [JIT] tid 7297           [.] 0x00005651d93145f8                         [heap]                   None          L1 or L2 hit            No       N/A        198                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcecfa138f2                     [JIT] tid 7297           [.] 0x00005651d93145f8                         [heap]                   None          L1 or L2 hit            No       N/A        177                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcece42d70c                     [JIT] tid 7297           [.] 0x00005651d93145f8                         [heap]                   None          L1 or L2 hit            No       N/A        35                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced3dc5f26                     [JIT] tid 7297           [.] 0x00005651d93145f8                         [heap]                   None          L1 or L2 hit            No       N/A        33                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee0d4100f                     [JIT] tid 7297           [.] 0x00005651d9314600                         [heap]                   None          L1 or L2 hit            No       N/A        200                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcecfa5a71c                     [JIT] tid 7297           [.] 0x00005651d9314600                         [heap]                   None          L1 or L2 hit            No       N/A        52                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced3dc70cf                     [JIT] tid 7297           [.] 0x00005651d9314600                         [heap]                   None          L1 or L2 hit            No       N/A        50                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced4caaf20                     [JIT] tid 7297           [.] 0x00005651d9314600                         [heap]                   None          L1 or L2 hit            No       N/A        39                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcece696510                     [JIT] tid 7297           [.] 0x00005651d9314600                         [heap]                   None          L1 or L2 hit            No       N/A        34                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcece696510                     [JIT] tid 7297           [.] 0x00005651d9314600                         [heap]                   None          L1 or L2 hit            No       Addr       32                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcece44a665                     [JIT] tid 7297           [.] 0x00005651d9314610                         [heap]                   None          L1 or L2 hit            No       N/A        37                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcece4f1731                     [JIT] tid 7297           [.] 0x00005651d9314630                         [heap]                   None          L1 or L2 hit            No       N/A        34                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcece51c7f5                     [JIT] tid 7297           [.] 0x00005651d9314658                         [heap]                   None          L1 or L2 hit            No       Addr       39                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcecfc93473                     [JIT] tid 7297           [.] 0x00005651d9314660                         [heap]                   None          L1 or L2 hit            No       N/A        127                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced2193108                     [JIT] tid 7297           [.] 0x00005651d9314660                         [heap]                   None          L1 or L2 hit            No       N/A        82                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcece3dc780                     [JIT] tid 7297           [.] 0x00005651d9314660                         [heap]                   None          L1 or L2 hit            No       N/A        46                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced1a60f67                     [JIT] tid 7297           [.] 0x00005651d9314660                         [heap]                   None          L1 or L2 hit            No       N/A        45                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced20d4aea                     [JIT] tid 7297           [.] 0x00005651d9314660                         [heap]                   None          L1 or L2 hit            No       N/A        42                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcecfa1839d                     [JIT] tid 7297           [.] 0x00005651d9314660                         [heap]                   None          L1 or L2 hit            No       N/A        32                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced7ae6f04                     [JIT] tid 7297           [.] 0x00005651d9314730                         [heap]                   None          L1 or L2 hit            No       N/A        48                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcece431b4f                     [JIT] tid 7297           [.] 0x00005651d9314730                         [heap]                   None          L1 or L2 hit            No       N/A        44                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcece431b57                     [JIT] tid 7297           [.] 0x00005651d931473c                         [heap]                   None          L1 or L2 hit            No       N/A        37                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced26fafce                     [JIT] tid 7297           [.] 0x00005651d9315218                         [heap]                   None          L1 or L2 hit            No       N/A        181                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced4d293c6                     [JIT] tid 7297           [.] 0x00005651d9315310                         [heap]                   None          L1 or L2 hit            No       Addr       101                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced2377e9a                     [JIT] tid 7297           [.] 0x00005651d9315312                         [heap]                   None          L1 or L2 hit            No       N/A        100                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced22c53c9                     [JIT] tid 7297           [.] 0x00005651d9315318                         [heap]                   None          L1 or L2 hit            No       N/A        54                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced20e4509                     [JIT] tid 7297           [.] 0x00005651d9315318                         [heap]                   None          L1 or L2 hit            No       N/A        39                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced22c53e0                     [JIT] tid 7297           [.] 0x00005651d931531a                         [heap]                   None          L1 or L2 hit            No       N/A        45                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced21e42b7                     [JIT] tid 7297           [.] 0x00005651d931531c                         [heap]                   None          L1 or L2 hit            No       N/A        46                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced4d293fa                     [JIT] tid 7297           [.] 0x00005651d9315410                         [heap]                   None          L1 or L2 hit            No       N/A        89                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced221d845                     [JIT] tid 7297           [.] 0x00005651d9315412                         [heap]                   None          L1 or L2 hit            No       N/A        118                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced2222342                     [JIT] tid 7297           [.] 0x00005651d9315414                         [heap]                   None          L1 or L2 hit            No       N/A        102                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced227c081                     [JIT] tid 7297           [.] 0x00005651d9315416                         [heap]                   None          L1 or L2 hit            No       N/A        65                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced221d88a                     [JIT] tid 7297           [.] 0x00005651d9315418                         [heap]                   None          L1 or L2 hit            No       N/A        78                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced221d88a                     [JIT] tid 7297           [.] 0x00005651d9315418                         [heap]                   None          L1 or L2 hit            No       N/A        40                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced4d293f3                     [JIT] tid 7297           [.] 0x00005651d9315418                         [heap]                   None          L1 or L2 hit            No       Data Addr  93                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced2211788                     [JIT] tid 7297           [.] 0x00005651d931541c                         [heap]                   None          L1 or L2 hit            No       N/A        135                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced21cf649                     [JIT] tid 7297           [.] 0x00005651d931541c                         [heap]                   None          L1 or L2 hit            No       N/A        45                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced4d2a07c                     [JIT] tid 7297           [.] 0x00005651d9315510                         [heap]                   None          L1 or L2 hit            No       N/A        105                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced24d0157                     [JIT] tid 7297           [.] 0x00005651d9315510                         [heap]                   None          L1 or L2 hit            No       Addr       61                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced4d292ab                     [JIT] tid 7297           [.] 0x00005651d9315510                         [heap]                   None          L1 or L2 hit            No       Data Addr  94                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced4d299f3                     [JIT] tid 7297           [.] 0x00005651d9315510                         [heap]                   None          L1 or L2 hit            No       Data Addr  83                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced4d2959f                     [JIT] tid 7297           [.] 0x00005651d9315518                         [heap]                   None          L1 or L2 hit            No       Data Addr  91                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced22a118c                     [JIT] tid 7297           [.] 0x00005651d931551a                         [heap]                   None          L1 or L2 hit            No       N/A        48                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced226752b                     [JIT] tid 7297           [.] 0x00005651d9315710                         [heap]                   None          L1 or L2 hit            No       Data       152                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced7b0cd91                     [JIT] tid 7297           [.] 0x00005651d9315810                         [heap]                   None          L1 or L2 hit            No       N/A        74                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced7b16dbf                     [JIT] tid 7297           [.] 0x00005651d9315912                         [heap]                   None          L1 or L2 hit            No       N/A        51                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced7b18106                     [JIT] tid 7297           [.] 0x00005651d9315b12                         [heap]                   None          L1 or L2 hit            No       Data Addr  276                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced7b1821f                     [JIT] tid 7297           [.] 0x00005651d9315c12                         [heap]                   None          L1 or L2 hit            No       Data Addr  277                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced7b1840a                     [JIT] tid 7297           [.] 0x00005651d9315e10                         [heap]                   None          L1 or L2 hit            No       Data       280                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced7b0bee6                     [JIT] tid 7297           [.] 0x00005651d9315e10                         [heap]                   None          L1 or L2 hit            No       Data       172                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee31c97dc                     [JIT] tid 7297           [.] 0x00005651d9316f10                         [heap]                   None          L1 or L2 hit            No       N/A        236                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee31c97c0                     [JIT] tid 7297           [.] 0x00005651d9316f10                         [heap]                   None          L1 or L2 hit            No       N/A        233                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced7b0b874                     [JIT] tid 7297           [.] 0x00005651d9316f10                         [heap]                   None          L1 or L2 hit            No       N/A        115                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee33867ab                     [JIT] tid 7297           [.] 0x00005651d9316f10                         [heap]                   None          L1 or L2 hit            No       Data       195                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee31c97dc                     [JIT] tid 7297           [.] 0x00005651d9316f10                         [heap]                   None          L1 or L2 hit            No       Addr       250                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee31c97dc                     [JIT] tid 7297           [.] 0x00005651d9316f10                         [heap]                   None          L1 or L2 hit            No       Addr       174                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced7b08b5c                     [JIT] tid 7297           [.] 0x00005651d9316f10                         [heap]                   None          L1 or L2 hit            No       Addr       65                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee31c97dc                     [JIT] tid 7297           [.] 0x00005651d9316f10                         [heap]                   None          L1 or L2 hit            No       Data Addr  259                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee31c97dc                     [JIT] tid 7297           [.] 0x00005651d9316f10                         [heap]                   None          L1 or L2 hit            No       Data Addr  253                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee31c97dc                     [JIT] tid 7297           [.] 0x00005651d9316f10                         [heap]                   None          L1 or L2 hit            No       Data Addr  249                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee31c97c0                     [JIT] tid 7297           [.] 0x00005651d9316f10                         [heap]                   None          L1 or L2 hit            No       Data Addr  245                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee31c97c0                     [JIT] tid 7297           [.] 0x00005651d9316f10                         [heap]                   None          L1 or L2 hit            No       Data Addr  242                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee31c97c0                     [JIT] tid 7297           [.] 0x00005651d9316f10                         [heap]                   None          L1 or L2 hit            No       Data Addr  241                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee31c9d0b                     [JIT] tid 7297           [.] 0x00005651d9316f10                         [heap]                   None          L1 or L2 hit            No       Data Addr  239                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee31c97c0                     [JIT] tid 7297           [.] 0x00005651d9316f10                         [heap]                   None          L1 or L2 hit            No       Data Addr  237                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee31c97c0                     [JIT] tid 7297           [.] 0x00005651d9316f10                         [heap]                   None          L1 or L2 hit            No       Data Addr  235                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee31c97c0                     [JIT] tid 7297           [.] 0x00005651d9316f10                         [heap]                   None          L1 or L2 hit            No       Data Addr  234                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee31c9d0b                     [JIT] tid 7297           [.] 0x00005651d9316f10                         [heap]                   None          L1 or L2 hit            No       Data Addr  214                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee31c97dc                     [JIT] tid 7297           [.] 0x00005651d9316f10                         [heap]                   None          L1 or L2 hit            No       Data Addr  178                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee31c97c0                     [JIT] tid 7297           [.] 0x00005651d9316f10                         [heap]                   None          L1 or L2 hit            No       Data Addr  174                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced7b0c1f1                     [JIT] tid 7297           [.] 0x00005651d9316f10                         [heap]                   None          L1 or L2 hit            No       Data Addr  157                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee31c97c0                     [JIT] tid 7297           [.] 0x00005651d9316f10                         [heap]                   None          L1 or L2 hit            No       Data Addr  45                   0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced7b0c667                     [JIT] tid 7297           [.] 0x00005651d9316f14                         [heap]                   None          L1 or L2 hit            No       N/A        108                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee2d7f568                     [JIT] tid 7297           [.] 0x00005651d9316f14                         [heap]                   None          L1 or L2 hit            No       Data Addr  129                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee31c97e3                     [JIT] tid 7297           [.] 0x00005651d9316f18                         [heap]                   None          L1 or L2 hit            No       N/A        246                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee31c97e3                     [JIT] tid 7297           [.] 0x00005651d9316f18                         [heap]                   None          L1 or L2 hit            No       Addr       257                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee31c97e3                     [JIT] tid 7297           [.] 0x00005651d9316f18                         [heap]                   None          L1 or L2 hit            No       Addr       256                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee31c97e3                     [JIT] tid 7297           [.] 0x00005651d9316f18                         [heap]                   None          L1 or L2 hit            No       Addr       254                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee31c97e3                     [JIT] tid 7297           [.] 0x00005651d9316f18                         [heap]                   None          L1 or L2 hit            No       Addr       252                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee31c97e3                     [JIT] tid 7297           [.] 0x00005651d9316f18                         [heap]                   None          L1 or L2 hit            No       Addr       246                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee31c97e3                     [JIT] tid 7297           [.] 0x00005651d9316f18                         [heap]                   None          L1 or L2 hit            No       Addr       225                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fcee31c97e3                     [JIT] tid 7297           [.] 0x00005651d9316f18                         [heap]                   None          L1 or L2 hit            No       Addr       170                  0                   
     0.00%             1  5             L1 hit                                   [.] 0x00007fced7b09073                     [JIT] tid 7297           [.] 0x00005651d9316f18                         [heap]                   None          L1 or L2 hit            No       Addr       134                  0                   
