# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 4K of event 'cpu_core/mem-loads-aux/'
# Total weight : 4832
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                                  Shared Object            Data Symbol             Data Object        Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  ......................................  .......................  ......................  .................  ............  ......................  ......  ..........  ...................  ....................
#
     0.03%            17  5             L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00005651d9311c60                         [heap]                   None          L1 or L2 hit            Yes      Addr       137                  0                   
     0.03%            17  5             L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcef20b1dca                         anon                     None          L1 or L2 hit            No       N/A        80                   0                   
     0.03%             1  83            LFB/MAB hit                              [.] 0x00007fced3dc29e8                     [JIT] tid 7297           [.] 0x00007fce2bfad724                         anon                     None          L1 or L2 hit            No       N/A        92                   0                   
     0.03%             1  83            L3 hit                                   [k] get_pfnblock_flags_mask                [kernel.kallsyms]        [k] mem_section+0x0                            [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        92                   0                   
     0.03%             1  82            LFB/MAB hit                              [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00005651d932b9f0                         [heap]                   None          L1 or L2 hit            No       N/A        84                   0                   
     0.03%             1  82            L3 hit                                   [.] 0x00007fcece3b9662                     [JIT] tid 7297           [.] 0x00007fceab813258                         anon                     None          L1 or L2 hit            No       N/A        84                   0                   
     0.03%             1  81            LFB/MAB hit                              [.] 0x0000000000c6e6cb                     qemu-system-aarch64      [.] 0x00007fcdd5475210                         anon                     None          L1 or L2 hit            No       N/A        91                   0                   
     0.03%             1  81            LFB/MAB hit                              [.] 0x0000000000c6e753                     qemu-system-aarch64      [.] 0x00007fce3f2f1350                         anon                     None          L1 or L2 hit            No       N/A        83                   0                   
     0.03%             1  81            L3 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd54bdff8                         anon                     None          L1 or L2 hit            No       Addr       90                   0                   
     0.03%             1  81            L3 hit                                   [.] 0x00007fced0b56797                     [JIT] tid 7297           [.] 0x00007fced0b567d8                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        83                   0                   
     0.03%             1  80            LFB/MAB hit                              [k] sock_poll                              [kernel.kallsyms]        [k] 0xffff8c3bc0434798                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        84                   0                   
     0.03%             1  80            LFB/MAB hit                              [.] 0x0000000000c6e753                     qemu-system-aarch64      [.] 0x00007fce4af5a990                         anon                     None          L1 or L2 hit            No       N/A        82                   0                   
     0.03%             1  80            LFB/MAB hit                              [.] 0x0000000000c66da7                     qemu-system-aarch64      [.] 0x00007fced072d310                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        89                   0                   
     0.03%             1  80            L3 hit                                   [.] slirp_pollfds_poll                     libslirp.so.0.4.0        [.] 0x00005651d9958590                         [heap]                   None          L1 or L2 hit            No       N/A        82                   0                   
     0.03%            16  5             L1 hit                                   [.] arm_cpu_tlb_fill_align                 qemu-system-aarch64      [.] 0x00007fcef20b1d10                         anon                     None          L1 or L2 hit            No       Data       106                  0                   
     0.03%            16  5             L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00005651d9311c60                         [heap]                   None          L1 or L2 hit            Yes      N/A        139                  0                   
     0.03%            16  5             L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcef20b1d60                         anon                     None          L1 or L2 hit            No       N/A        134                  0                   
     0.03%            16  5             L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcef20b1db8                         anon                     None          L1 or L2 hit            No       N/A        90                   0                   
     0.03%            16  5             L1 hit                                   [.] 0x00007fced21d60a5                     [JIT] tid 7297           [.] 0x00007fcef20b1f80                         anon                     None          L1 or L2 hit            Yes      N/A        144                  0                   
     0.03%             1  79            LFB/MAB hit                              [.] g_mutex_lock                           libglib-2.0.so.0.8400.4  [.] 0x00005651d8f33ef0                         [heap]                   None          L1 or L2 hit            Yes      N/A        88                   0                   
     0.03%             1  79            LFB/MAB hit                              [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00005651d9337a90                         [heap]                   None          L1 or L2 hit            No       N/A        81                   0                   
     0.03%             1  79            LFB/MAB hit                              [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00007fced2251620                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        88                   0                   
     0.03%             1  79            LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf3de3044                         anon                     None          L1 or L2 hit            No       N/A        88                   0                   
     0.03%             1  79            LFB/MAB hit                              [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd54b2810                         anon                     None          L1 or L2 hit            No       N/A        81                   0                   
     0.03%             1  79            L3 hit                                   [.] 0x000000000094e967                     qemu-system-aarch64      [.] 0x00005651d9314888                         [heap]                   None          L1 or L2 hit            No       N/A        81                   0                   
     0.03%             1  78            LFB/MAB hit                              [.] pthread_mutex_lock                     libc.so.6                [.] 0x00005651d9311b18                         [heap]                   None          L1 or L2 hit            Yes      N/A        80                   0                   
     0.03%             1  78            LFB/MAB hit                              [.] 0x00007fcee35720b1                     [JIT] tid 7297           [.] 0x00007fcdd53ec440                         anon                     None          L1 or L2 hit            No       N/A        80                   0                   
     0.03%             1  78            LFB/MAB hit                              [.] 0x00007fcece8fb316                     [JIT] tid 7297           [.] 0x00007fce2d12eed8                         anon                     None          L1 or L2 hit            No       N/A        80                   0                   
     0.03%             1  78            L3 hit                                   [k] eventfd_write                          [kernel.kallsyms]        [k] 0xffff8c3c99d28939                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        80                   0                   
     0.03%             1  78            L3 hit                                   [k] tmigr_requires_handle_remote           [kernel.kallsyms]        [k] 0xffff8c3bc0edab50                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        87                   0                   
     0.03%             1  78            L3 hit                                   [.] 0x00007fcece3d632e                     [JIT] tid 7297           [.] 0x00007fcece3d6348                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        80                   0                   
     0.03%             1  78            L3 hit                                   [.] 0x00007fcecfc982d3                     [JIT] tid 7297           [.] 0x00007fcecfc984d8                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        80                   0                   
     0.03%             1  77            LFB/MAB hit                              [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd5491fe0                         anon                     None          L1 or L2 hit            No       N/A        79                   0                   
     0.03%             1  77            LFB/MAB hit                              [.] 0x00007fcee35720b1                     [JIT] tid 7297           [.] 0x00007fcdd53b11e0                         anon                     None          L1 or L2 hit            No       N/A        79                   0                   
     0.03%             1  77            LFB/MAB hit                              [.] 0x0000000000c6e753                     qemu-system-aarch64      [.] 0x00007fce3a279830                         anon                     None          L1 or L2 hit            No       N/A        79                   0                   
     0.03%             1  77            LFB/MAB hit                              [.] 0x0000000000c6e753                     qemu-system-aarch64      [.] 0x00007fce3a4175a8                         anon                     None          L1 or L2 hit            No       N/A        79                   0                   
     0.03%             1  77            LFB/MAB hit                              [.] 0x0000000000c6e753                     qemu-system-aarch64      [.] 0x00007fce40679290                         anon                     None          L1 or L2 hit            No       N/A        79                   0                   
     0.03%             1  77            L3 hit                                   [.] 0x00007fcecfaa1b8a                     [JIT] tid 7297           [.] 0x00007fce2d4c0838                         anon                     None          L1 or L2 hit            No       Addr       79                   0                   
     0.03%             1  76            LFB/MAB hit                              [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00007fcecf73d494                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        86                   0                   
     0.03%             1  76            LFB/MAB hit                              [.] object_dynamic_cast_assert             qemu-system-aarch64      [.] 0x00005651d904fd28                         [heap]                   None          L1 or L2 hit            No       N/A        85                   0                   
     0.03%             1  76            LFB/MAB hit                              [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd5481ff8                         anon                     None          L1 or L2 hit            No       N/A        85                   0                   
     0.03%             1  76            LFB/MAB hit                              [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd54adb08                         anon                     None          L1 or L2 hit            No       Addr       78                   0                   
     0.03%             1  76            LFB/MAB hit                              [.] 0x0000000000c6e753                     qemu-system-aarch64      [.] 0x00007fce3f57d710                         anon                     None          L1 or L2 hit            No       N/A        78                   0                   
     0.03%             1  76            L3 hit                                   [.] 0x00007fcee35720b1                     [JIT] tid 7297           [.] 0x00007fcdd53d67e0                         anon                     None          L1 or L2 hit            No       N/A        85                   0                   
     0.03%             1  76            L3 hit                                   [.] 0x00007fcee35720ba                     [JIT] tid 7297           [.] 0x00007fcdd53f8998                         anon                     None          L1 or L2 hit            No       N/A        85                   0                   
     0.03%             1  76            L3 hit                                   [.] 0x00007fcee35720ba                     [JIT] tid 7297           [.] 0x00007fcdd540e378                         anon                     None          L1 or L2 hit            No       N/A        85                   0                   
     0.03%             1  75            LFB/MAB hit                              [.] 0x00007fcee35720ba                     [JIT] tid 7297           [.] 0x00007fcdd53edfd8                         anon                     None          L1 or L2 hit            No       N/A        77                   0                   
     0.03%             1  75            LFB/MAB hit                              [.] 0x00007fcee35720b1                     [JIT] tid 7297           [.] 0x00007fcdd53eff80                         anon                     None          L1 or L2 hit            No       N/A        84                   0                   
     0.03%             1  75            LFB/MAB hit                              [.] 0x0000000000e60b17                     qemu-system-aarch64      [.] 0x00005651d8f32c78                         [heap]                   None          L1 or L2 hit            No       N/A        77                   0                   
     0.03%             1  75            LFB/MAB hit                              [.] 0x0000000000c6e753                     qemu-system-aarch64      [.] 0x00007fce3e9be810                         anon                     None          L1 or L2 hit            No       N/A        77                   0                   
     0.03%             1  75            LFB/MAB hit                              [.] 0x0000000000c67437                     qemu-system-aarch64      [.] 0x00007fcece3e33d0                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        77                   0                   
     0.03%             1  75            L3 hit                                   [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00007fcecfc6b588                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        77                   0                   
     0.03%             1  75            L3 hit                                   [k] llist_add_batch                        [kernel.kallsyms]        [k] 0xffff8c3f0f3af448                         [kernel.kallsyms]        None          L1 or L2 hit            No       Addr       84                   0                   
     0.03%             1  75            L3 hit                                   [.] malloc@plt                             libglib-2.0.so.0.8400.4  [.] 0x00007fcefb11c920                         libglib-2.0.so.0.8400.4  None          L1 or L2 hit            No       N/A        84                   0                   
     0.03%             1  75            L3 hit                                   [.] ppoll                                  libc.so.6                [.] 0x00007fcef9c79468                         anon                     None          L1 or L2 hit            No       N/A        79                   0                   
     0.03%             1  75            L3 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd54abdf8                         anon                     None          L1 or L2 hit            No       N/A        92                   0                   
     0.03%             1  75            L3 hit                                   [.] 0x00007fcece3c6921                     [JIT] tid 7297           [.] 0x00007fceab8178e0                         anon                     None          L1 or L2 hit            No       N/A        77                   0                   
     0.03%            15  5             L1 hit                                   [.] arm_cpu_tlb_fill_align                 qemu-system-aarch64      [.] 0x00007fcef20b1d20                         anon                     None          L1 or L2 hit            No       Data Addr  133                  0                   
     0.03%            15  5             L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcef20b1dc8                         anon                     None          L1 or L2 hit            No       Addr       120                  0                   
     0.03%            15  5             L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcef20b1dc9                         anon                     None          L1 or L2 hit            No       Addr       129                  0                   
     0.03%             1  74            L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00005651d9311c60                         [heap]                   None          L1 or L2 hit            Yes      N/A        168                  0                   
     0.03%             1  74            LFB/MAB hit                              [.] __vdso_clock_gettime                   [vdso]                   [.] 0x00007fcefc159084                         [vvar]                   None          L1 or L2 hit            No       N/A        76                   0                   
     0.03%             1  74            LFB/MAB hit                              [k] update_curr                            [kernel.kallsyms]        [k] 0xffff8c3bd4eebe70                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        76                   0                   
     0.03%             1  74            LFB/MAB hit                              [.] vfp_get_fpsr_from_host                 qemu-system-aarch64      [.] 0x00005651d93174d8                         [heap]                   None          L1 or L2 hit            No       N/A        76                   0                   
     0.03%             1  74            LFB/MAB hit                              [.] 0x00000000006d32b0                     qemu-system-aarch64      [.] 0x00005651d93ab484                         [heap]                   None          L1 or L2 hit            No       N/A        76                   0                   
     0.03%             1  74            LFB/MAB hit                              [.] 0x0000000000c6e753                     qemu-system-aarch64      [.] 0x00007fce47590510                         anon                     None          L1 or L2 hit            No       N/A        76                   0                   
     0.03%             1  74            LFB/MAB hit                              [.] 0x0000000000c66db5                     qemu-system-aarch64      [.] 0x00007fced0f00048                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        76                   0                   
     0.03%             1  74            L3 hit                                   [.] pthread_mutex_lock                     libc.so.6                [.] 0x00005651a4d2bc30                         anon                     None          L1 or L2 hit            No       N/A        76                   0                   
     0.03%             1  74            L3 hit                                   [.] replay_save_instructions               qemu-system-aarch64      [.] 0x00005651a4d3de40                         anon                     None          L1 or L2 hit            No       N/A        76                   0                   
     0.03%             1  74            L3 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd5474ee0                         anon                     None          L1 or L2 hit            No       N/A        76                   0                   
     0.03%             1  74            L3 hit                                   [k] update_process_times                   [kernel.kallsyms]        [k] 0xffff8c3f0f3a4bd8                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        83                   0                   
     0.03%             1  74            L3 hit                                   [.] 0x00007fcee35720ba                     [JIT] tid 7297           [.] 0x00007fcdd53d9758                         anon                     None          L1 or L2 hit            No       N/A        76                   0                   
     0.03%             1  74            L3 hit                                   [.] 0x00007fcee35720ba                     [JIT] tid 7297           [.] 0x00007fcdd5428c18                         anon                     None          L1 or L2 hit            No       N/A        76                   0                   
     0.03%             1  74            L3 hit                                   [.] 0x00007fcecfbb67b2                     [JIT] tid 7297           [.] 0x00007fcecfbb67f8                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        76                   0                   
     0.03%             1  74            L3 hit                                   [.] 0x0000000000c6fe6f                     qemu-system-aarch64      [.] 0x00007fcdd53ceaed                         anon                     None          L1 or L2 hit            No       N/A        83                   0                   
     0.03%             1  73            L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00005651d9311c60                         [heap]                   None          L1 or L2 hit            Yes      N/A        82                   0                   
     0.03%             1  73            L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00005651d9311c60                         [heap]                   None          L1 or L2 hit            Yes      Addr       119                  0                   
     0.03%             1  73            LFB/MAB hit                              [.] qemu_set_irq                           qemu-system-aarch64      [.] 0x00005651d92f7f98                         [heap]                   None          L1 or L2 hit            No       N/A        75                   0                   
     0.03%             1  73            LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf3724a84                         anon                     None          L1 or L2 hit            No       N/A        75                   0                   
     0.03%             1  73            LFB/MAB hit                              [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd54a4410                         anon                     None          L1 or L2 hit            No       N/A        75                   0                   
     0.03%             1  73            LFB/MAB hit                              [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd54b64f8                         anon                     None          L1 or L2 hit            No       Addr       75                   0                   
     0.03%             1  73            L3 hit                                   [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00007fcecfb57610                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        75                   0                   
     0.03%             1  73            L3 hit                                   [.] 0x00007fcee35720ba                     [JIT] tid 7297           [.] 0x00007fcdd53b9938                         anon                     None          L1 or L2 hit            No       N/A        75                   0                   
     0.03%             1  73            L3 hit                                   [.] 0x00007fcee35720b1                     [JIT] tid 7297           [.] 0x00007fcdd53f3d80                         anon                     None          L1 or L2 hit            No       N/A        75                   0                   
     0.03%             1  73            L3 hit                                   [.] 0x00007fcece7eb0b5                     [JIT] tid 7297           [.] 0x00007fce2d4c3378                         anon                     None          L1 or L2 hit            No       N/A        76                   0                   
     0.03%             1  73            L3 hit                                   [.] 0x00007fcee357a0a6                     [JIT] tid 7297           [.] 0x00007fce3a34f8f0                         anon                     None          L1 or L2 hit            No       Addr       75                   0                   
     0.03%             1  73            L3 hit                                   [.] 0x00007fcee357a0a6                     [JIT] tid 7297           [.] 0x00007fce48c34b78                         anon                     None          L1 or L2 hit            No       Addr       75                   0                   
     0.03%             1  72            LFB/MAB hit                              [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00007fcece3c1a60                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        74                   0                   
     0.03%             1  72            LFB/MAB hit                              [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd4efcfb0                         anon                     None          L1 or L2 hit            No       N/A        74                   0                   
     0.03%             1  72            LFB/MAB hit                              [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd54aaf98                         anon                     None          L1 or L2 hit            No       N/A        88                   0                   
     0.03%             1  72            LFB/MAB hit                              [.] 0x00007fcee35720b1                     [JIT] tid 7297           [.] 0x00007fcdd53e7580                         anon                     None          L1 or L2 hit            No       N/A        74                   0                   
     0.03%             1  72            LFB/MAB hit                              [.] 0x0000000000c6e753                     qemu-system-aarch64      [.] 0x00007fce4c1ce0d0                         anon                     None          L1 or L2 hit            No       N/A        74                   0                   
     0.03%             1  72            L3 hit                                   [k] __flush_work                           [kernel.kallsyms]        [k] 0xffff8c3bc0059d70                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        74                   0                   
     0.03%             1  72            L3 hit                                   [k] psi_task_switch                        [kernel.kallsyms]        [k] 0xffff8c3c99d28e00                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        74                   0                   
     0.03%             1  72            L3 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd4f000b0                         anon                     None          L1 or L2 hit            No       N/A        74                   0                   
     0.03%             1  72            L3 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd4f05f38                         anon                     None          L1 or L2 hit            No       Addr       74                   0                   
     0.03%             1  72            L3 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd5474f38                         anon                     None          L1 or L2 hit            No       N/A        88                   0                   
     0.03%             1  72            L3 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd5481018                         anon                     None          L1 or L2 hit            No       Addr       74                   0                   
     0.03%             1  72            L3 hit                                   [.] 0x00007fcece3fc36d                     [JIT] tid 7297           [.] 0x00007fcece3fc418                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        75                   0                   
     0.03%             1  72            L3 hit                                   [.] 0x0000000000c66d9e                     qemu-system-aarch64      [.] 0x00007fcecfa0cbc8                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        74                   0                   
     0.03%             1  71            LFB/MAB hit                              [k] __hrtimer_run_queues                   [kernel.kallsyms]        [k] 0xffff8c3f0f3a6440                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        73                   0                   
     0.03%             1  71            LFB/MAB hit                              [.] g_hash_table_lookup                    libglib-2.0.so.0.8400.4  [.] 0x00005651d93984ec                         [heap]                   None          L1 or L2 hit            No       N/A        73                   0                   
     0.03%             1  71            LFB/MAB hit                              [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00007fcece9dd194                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        73                   0                   
     0.03%             1  71            LFB/MAB hit                              [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00007fcecfae94a0                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        74                   0                   
     0.03%             1  71            LFB/MAB hit                              [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00007fced227d0e0                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        73                   0                   
     0.03%             1  71            LFB/MAB hit                              [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00007fced75b81e0                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        73                   0                   
     0.03%             1  71            LFB/MAB hit                              [k] psi_group_change                       [kernel.kallsyms]        [k] 0xfffff3a83f9e2d48                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        80                   0                   
     0.03%             1  71            LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf21bf718                         anon                     None          L1 or L2 hit            No       N/A        73                   0                   
     0.03%             1  71            LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf280e244                         anon                     None          L1 or L2 hit            No       N/A        73                   0                   
     0.03%             1  71            LFB/MAB hit                              [k] sock_poll                              [kernel.kallsyms]        [k] 0xffff8c3bc0431058                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        80                   0                   
     0.03%             1  71            LFB/MAB hit                              [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd54bc8a8                         anon                     None          L1 or L2 hit            No       N/A        73                   0                   
     0.03%             1  71            LFB/MAB hit                              [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd54c18a8                         anon                     None          L1 or L2 hit            No       N/A        87                   0                   
     0.03%             1  71            LFB/MAB hit                              [.] 0x00007fced5346eb3                     [JIT] tid 7297           [.] 0x00007fcdd4ef3110                         anon                     None          L1 or L2 hit            No       N/A        73                   0                   
     0.03%             1  71            LFB/MAB hit                              [.] 0x00007fcee35720ba                     [JIT] tid 7297           [.] 0x00007fcdd53b73f8                         anon                     None          L1 or L2 hit            No       N/A        73                   0                   
     0.03%             1  71            LFB/MAB hit                              [.] 0x00007fcee35720b1                     [JIT] tid 7297           [.] 0x00007fcdd53cad00                         anon                     None          L1 or L2 hit            No       N/A        73                   0                   
     0.03%             1  71            LFB/MAB hit                              [.] 0x00007fcee35720b1                     [JIT] tid 7297           [.] 0x00007fcdd540ba40                         anon                     None          L1 or L2 hit            No       N/A        73                   0                   
     0.03%             1  71            LFB/MAB hit                              [.] 0x0000000000c6fe0a                     qemu-system-aarch64      [.] 0x00007fcdd4e1e350                         anon                     None          L1 or L2 hit            No       N/A        73                   0                   
     0.03%             1  71            LFB/MAB hit                              [.] 0x0000000000c6e753                     qemu-system-aarch64      [.] 0x00007fce39ddfcd0                         anon                     None          L1 or L2 hit            No       N/A        73                   0                   
     0.03%             1  71            LFB/MAB hit                              [.] 0x0000000000c66d9e                     qemu-system-aarch64      [.] 0x00007fced21d7b48                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        87                   0                   
     0.03%             1  71            L2 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd54c15b8                         anon                     None          L1 or L2 hit            No       N/A        80                   0                   
     0.03%             1  71            L3 hit                                   [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00005651d932bce0                         [heap]                   None          L1 or L2 hit            No       N/A        74                   0                   
     0.03%             1  71            L3 hit                                   [.] main_loop_wait                         qemu-system-aarch64      [.] 0x00005651d8f33e60                         [heap]                   None          L1 or L2 hit            No       N/A        80                   0                   
     0.03%             1  71            L3 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd54b4bd8                         anon                     None          L1 or L2 hit            No       Addr       87                   0                   
     0.03%             1  71            L3 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd54bc740                         anon                     None          L1 or L2 hit            No       N/A        73                   0                   
     0.03%             1  71            L3 hit                                   [.] 0x00007fcee35720ba                     [JIT] tid 7297           [.] 0x00007fcdd53d3cb8                         anon                     None          L1 or L2 hit            No       N/A        80                   0                   
     0.03%             1  71            L3 hit                                   [.] 0x00007fcecf773fc4                     [JIT] tid 7297           [.] 0x00007fce2e87d030                         anon                     None          L1 or L2 hit            No       N/A        80                   0                   
     0.03%             1  71            L3 hit                                   [.] 0x0000000000c66db5                     qemu-system-aarch64      [.] 0x00007fcecf46e408                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        73                   0                   
     0.03%             1  70            LFB/MAB hit                              [k] free_unref_page_commit                 [kernel.kallsyms]        [k] 0xffff8c3f0f3bc5d0                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        86                   0                   
     0.03%             1  70            LFB/MAB hit                              [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00007fcecfae7c14                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        72                   0                   
     0.03%             1  70            LFB/MAB hit                              [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00007fced06f6b60                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        72                   0                   
     0.03%             1  70            LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf2568d08                         anon                     None          L1 or L2 hit            No       N/A        72                   0                   
     0.03%             1  70            LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf26303c4                         anon                     None          L1 or L2 hit            No       N/A        72                   0                   
     0.03%             1  70            LFB/MAB hit                              [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd54c0278                         anon                     None          L1 or L2 hit            No       Addr       79                   0                   
     0.03%             1  70            LFB/MAB hit                              [.] 0x00007fcee35720b1                     [JIT] tid 7297           [.] 0x00007fcdd53cc060                         anon                     None          L1 or L2 hit            No       N/A        72                   0                   
     0.03%             1  70            LFB/MAB hit                              [.] 0x00007fcee35720b4                     [JIT] tid 7297           [.] 0x00007fcdd5465a40                         anon                     None          L1 or L2 hit            No       N/A        72                   0                   
     0.03%             1  70            L2 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd54c25f8                         anon                     None          L1 or L2 hit            No       N/A        72                   0                   
     0.03%             1  70            L2 hit                                   [.] 0x00007fcece42b977                     [JIT] tid 7297           [.] 0x00007fcece42ba20                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        72                   0                   
     0.03%             1  70            L3 hit                                   [.] gt_cntfrq_period_ns                    qemu-system-aarch64      [.] 0x00005651d9327cb0                         [heap]                   None          L1 or L2 hit            No       N/A        72                   0                   
     0.03%             1  70            L3 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd54adf18                         anon                     None          L1 or L2 hit            No       N/A        79                   0                   
     0.03%             1  70            L3 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd54b47f0                         anon                     None          L1 or L2 hit            No       N/A        86                   0                   
     0.03%             1  70            L3 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd54bcf38                         anon                     None          L1 or L2 hit            No       N/A        72                   0                   
