# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 3K of event 'cpu_core/mem-loads-aux/'
# Total weight : 3470
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                               Shared Object            Data Symbol             Data Object        Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  ...................................  .......................  ......................  .................  ............  ......................  ......  ..........  ...................  ....................
#
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3e3eb370                         anon                     Hit           L1 or L2 hit            No       N/A        164                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce4065b170                         anon                     Hit           L1 or L2 hit            No       N/A        157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce40684e70                         anon                     Hit           L1 or L2 hit            No       N/A        157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce407bbcf0                         anon                     Hit           L1 or L2 hit            No       N/A        157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce46679d90                         anon                     Hit           L1 or L2 hit            No       N/A        157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce46e5b170                         anon                     Hit           L1 or L2 hit            No       N/A        157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce46e6f0f0                         anon                     Hit           L1 or L2 hit            No       N/A        157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce46e74d70                         anon                     Hit           L1 or L2 hit            No       N/A        157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce46eaed70                         anon                     Hit           L1 or L2 hit            No       N/A        157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce46efe2b0                         anon                     Hit           L1 or L2 hit            No       N/A        157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce46f34c30                         anon                     Hit           L1 or L2 hit            No       N/A        157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce46fd7a30                         anon                     Hit           L1 or L2 hit            No       N/A        157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce478c7b90                         anon                     Hit           L1 or L2 hit            No       N/A        157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce47cebbd0                         anon                     Hit           L1 or L2 hit            No       N/A        164                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce4835d410                         anon                     Hit           L1 or L2 hit            No       N/A        157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce48a350f0                         anon                     Hit           L1 or L2 hit            No       N/A        157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce48b1c470                         anon                     Hit           L1 or L2 hit            No       N/A        157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce48dc7530                         anon                     Hit           L1 or L2 hit            No       N/A        157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce48e2d270                         anon                     Hit           L1 or L2 hit            No       N/A        164                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce490ce5f0                         anon                     Hit           L1 or L2 hit            No       N/A        157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce495efa30                         anon                     Hit           L1 or L2 hit            No       N/A        157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce4974ef30                         anon                     Hit           L1 or L2 hit            No       N/A        157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce49831330                         anon                     Hit           L1 or L2 hit            No       N/A        157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce49981930                         anon                     Hit           L1 or L2 hit            No       N/A        157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce49ba91b0                         anon                     Hit           L1 or L2 hit            No       Addr       157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce49bb0830                         anon                     Hit           L1 or L2 hit            No       N/A        157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce49f7b9f0                         anon                     Hit           L1 or L2 hit            No       Addr       157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce4a5061b0                         anon                     Hit           L1 or L2 hit            No       Addr       157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce4e198fd0                         anon                     Hit           L1 or L2 hit            No       N/A        164                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce5088abf0                         anon                     Hit           L1 or L2 hit            No       N/A        157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce50a08570                         anon                     Hit           L1 or L2 hit            No       N/A        157                  0                   
     0.02%             1  155           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce50a6f0b0                         anon                     Hit           L1 or L2 hit            No       N/A        157                  0                   
     0.02%            31  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce4a06ca08                         anon                     None          L1 or L2 hit            No       N/A        71                   0                   
     0.02%             1  154           LFB/MAB hit                              [k] psi_group_change                   [kernel.kallsyms]        [k] 0xfffff3a83f9e2d48                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        170                  0                   
     0.02%             1  154           LFB/MAB hit                              [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce48d241d0                         anon                     None          L1 or L2 hit            No       N/A        156                  0                   
     0.02%             1  154           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3951cdf0                         anon                     Hit           L1 or L2 hit            No       N/A        163                  0                   
     0.02%             1  154           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3dd0ef70                         anon                     Hit           L1 or L2 hit            No       N/A        156                  0                   
     0.02%             1  154           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce40173eb0                         anon                     Hit           L1 or L2 hit            No       N/A        156                  0                   
     0.02%             1  154           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce46e78470                         anon                     Hit           L1 or L2 hit            No       N/A        156                  0                   
     0.02%             1  154           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce4714c290                         anon                     Hit           L1 or L2 hit            No       N/A        156                  0                   
     0.02%             1  154           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce47c62610                         anon                     Hit           L1 or L2 hit            No       N/A        163                  0                   
     0.02%             1  154           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce47d2aed0                         anon                     Hit           L1 or L2 hit            No       N/A        163                  0                   
     0.02%             1  154           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce48cf79f0                         anon                     Hit           L1 or L2 hit            No       N/A        156                  0                   
     0.02%             1  154           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce492c5e30                         anon                     Hit           L1 or L2 hit            No       N/A        156                  0                   
     0.02%             1  154           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce4dbf7510                         anon                     Hit           L1 or L2 hit            No       N/A        156                  0                   
     0.02%             1  154           RAM hit                                  [.] 0x00007fcee3570d7e                 [JIT] tid 7297           [.] 0x00007fce4dddd650                         anon                     Hit           L1 or L2 hit            No       N/A        163                  0                   
     0.02%             1  153           LFB/MAB hit                              [k] schedule_hrtimeout_range_clock     [kernel.kallsyms]        [k] 0xffffd3a84da377a8                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        157                  0                   
     0.02%             1  153           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce400e7630                         anon                     Hit           L1 or L2 hit            No       N/A        155                  0                   
     0.02%             1  153           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce40791370                         anon                     Hit           L1 or L2 hit            No       N/A        155                  0                   
     0.02%             1  153           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce45cec9d0                         anon                     Hit           L1 or L2 hit            No       N/A        162                  0                   
     0.02%             1  153           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce508a2970                         anon                     Hit           L1 or L2 hit            No       N/A        155                  0                   
     0.02%             1  152           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3df2be30                         anon                     Hit           L1 or L2 hit            No       N/A        161                  0                   
     0.02%             1  151           LFB/MAB hit                              [.] main_loop_wait                     qemu-system-aarch64      [.] 0x00005651a4d5cf1c                         anon                     None          L1 or L2 hit            No       N/A        167                  0                   
     0.02%             1  151           L3 hit                                   [k] datagram_poll                      [kernel.kallsyms]        [k] 0xffff8c3bd1fbc4d0                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        153                  0                   
     0.02%             1  151           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3dcbe4f0                         anon                     Hit           L1 or L2 hit            No       N/A        153                  0                   
     0.02%             1  151           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce42b14570                         anon                     Hit           L1 or L2 hit            No       N/A        160                  0                   
     0.02%             1  151           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce46fcd8f0                         anon                     Hit           L1 or L2 hit            No       N/A        153                  0                   
     0.02%             1  151           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce499a0030                         anon                     Hit           L1 or L2 hit            No       N/A        153                  0                   
     0.02%             1  150           RAM hit                                  [.] 0x00007fcee3570d7e                 [JIT] tid 7297           [.] 0x00007fce3f5bbcd0                         anon                     Hit           L1 or L2 hit            No       N/A        152                  0                   
     0.02%            30  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce4a06ca08                         anon                     None          L1 or L2 hit            No       N/A        607                  0                   
     0.02%            30  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce4a06ca08                         anon                     None          L1 or L2 hit            No       N/A        49                   0                   
     0.02%             1  149           L3 hit                                   [k] __rcu_read_unlock                  [kernel.kallsyms]        [k] 0xffff8c3c263da1c0                         [kernel.kallsyms]        HitM          L1 or L2 hit            No       N/A        152                  0                   
     0.02%             3  49            L3 hit                                   [.] 0x00007fcece3b50c1                 [JIT] tid 7297           [.] 0x00007fcece3b5280                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        51                   0                   
     0.02%             1  146           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce39f3bff0                         anon                     Hit           L1 or L2 hit            No       N/A        155                  0                   
     0.02%             2  73            L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00005651d9311c60                         [heap]                   None          L1 or L2 hit            Yes      N/A        163                  0                   
     0.02%             1  145           LFB/MAB hit                              [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00005651d9311c60                         [heap]                   None          L1 or L2 hit            Yes      N/A        147                  0                   
     0.02%            29  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce4a06ca08                         anon                     None          L1 or L2 hit            No       N/A        614                  0                   
     0.02%            29  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce4a06ca08                         anon                     None          L1 or L2 hit            No       N/A        612                  0                   
     0.02%            29  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce4a06ca08                         anon                     None          L1 or L2 hit            No       N/A        205                  0                   
     0.02%             2  72            L3 hit                                   [.] 0x00000000009da02f                 qemu-system-aarch64      [.] 0x00005651d93279b0                         [heap]                   None          L1 or L2 hit            No       N/A        74                   0                   
     0.02%             1  143           LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece624b94                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        145                  0                   
     0.02%             1  142           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce407ff370                         anon                     Hit           L1 or L2 hit            No       N/A        144                  0                   
     0.02%             1  142           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce491949f0                         anon                     Hit           L1 or L2 hit            No       Addr       144                  0                   
     0.02%             1  141           LFB/MAB hit                              [k] __switch_to_asm                    [kernel.kallsyms]        [k] 0xffffd3a84da37888                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        157                  0                   
     0.02%             1  141           LFB/MAB hit                              [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3a3a6210                         anon                     None          L1 or L2 hit            No       N/A        143                  0                   
     0.02%             1  140           LFB/MAB hit                              [k] __switch_to_asm                    [kernel.kallsyms]        [k] 0xffffd3a84da378f0                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        149                  0                   
     0.02%             1  140           LFB/MAB hit                              [k] __update_load_avg_se               [kernel.kallsyms]        [k] 0xffff8c3bd4eebea8                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        142                  0                   
     0.02%             1  140           LFB/MAB hit                              [.] pthread_mutex_lock                 libc.so.6                [.] 0x00005651a4d2bc20                         anon                     None          L1 or L2 hit            Yes      N/A        144                  0                   
     0.02%             1  139           LFB/MAB hit                              [.] 0x0000000000e4821a                 qemu-system-aarch64      [.] 0x00007fce1da11508                         anon                     None          L1 or L2 hit            No       N/A        141                  0                   
     0.02%             1  138           L2 hit                                   [k] save_fpregs_to_fpstate             [kernel.kallsyms]        [k] alternatives_patched+0x0                   [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        141                  0                   
     0.02%             1  138           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3dc6b9b0                         anon                     Hit           L1 or L2 hit            No       N/A        140                  0                   
     0.02%             1  138           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3def4ab0                         anon                     Hit           L1 or L2 hit            No       N/A        140                  0                   
     0.02%             1  137           L3 hit                                   [k] psi_task_switch                    [kernel.kallsyms]        [k] 0xffff8c3c263da340                         [kernel.kallsyms]        HitM          L1 or L2 hit            No       N/A        139                  0                   
     0.02%             1  136           LFB/MAB hit                              [k] fdget                              [kernel.kallsyms]        [k] 0xffff8c3c3b7dbd80                         [kernel.kallsyms]        None          L1 or L2 hit            Yes      N/A        139                  0                   
     0.02%             1  136           LFB/MAB hit                              [k] vruntime_eligible                  [kernel.kallsyms]        [k] 0xffff8c3bc790e230                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        138                  0                   
     0.02%             1  136           L3 hit                                   [k] irq_work_tick                      [kernel.kallsyms]        [k] 0xffff8c3f0f3af448                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        152                  0                   
     0.02%             1  136           L3 hit                                   [k] sock_poll                          [kernel.kallsyms]        [k] 0xffff8c3bd1fba068                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        138                  0                   
     0.02%             1  135           L3 hit                                   [.] 0x0000000000c6e5c0                 qemu-system-aarch64      [.] 0x00005651d9312200                         [heap]                   None          L1 or L2 hit            No       Addr       137                  0                   
     0.02%             1  135           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3aed33b0                         anon                     Hit           L1 or L2 hit            No       N/A        144                  0                   
     0.02%             1  135           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce407d7d70                         anon                     Hit           L1 or L2 hit            No       N/A        137                  0                   
     0.02%             1  135           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce50bdce70                         anon                     Hit           L1 or L2 hit            No       N/A        137                  0                   
     0.02%            27  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce4a06ca08                         anon                     None          L1 or L2 hit            No       N/A        617                  0                   
     0.02%            27  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce4a06ca08                         anon                     None          L1 or L2 hit            No       N/A        208                  0                   
     0.02%             1  134           L3 hit                                   [k] rcu_sched_clock_irq                [kernel.kallsyms]        [k] 0xffff8c3c99d28858                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        136                  0                   
     0.02%             1  134           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce49864f70                         anon                     Hit           L1 or L2 hit            No       N/A        136                  0                   
     0.02%             1  133           LFB/MAB hit                              [k] __schedule                         [kernel.kallsyms]        [k] 0xffff8c3c263da258                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        140                  0                   
     0.02%             1  133           LFB/MAB hit                              [k] record_times                       [kernel.kallsyms]        [k] 0xfffff3a83f9e2d50                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        149                  0                   
     0.02%             1  133           L3 hit                                   [k] rcu_sched_clock_irq                [kernel.kallsyms]        [k] 0xffff8c3f0f3b6eb4                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        135                  0                   
     0.02%             1  132           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3dc5cc70                         anon                     Hit           L1 or L2 hit            No       N/A        134                  0                   
     0.02%             1  132           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce48efbf70                         anon                     Hit           L1 or L2 hit            No       N/A        134                  0                   
     0.02%             1  132           RAM hit                                  [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce490007f0                         anon                     Hit           L1 or L2 hit            No       N/A        134                  0                   
     0.02%             1  130           LFB/MAB hit                              [k] record_times                       [kernel.kallsyms]        [k] 0xfffff3a83f9e2d6c                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        132                  0                   
     0.02%             1  130           L2 hit                                   [.] 0x00007fcece4ff653                 [JIT] tid 7297           [.] 0x00007fcece4ff9d0                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        132                  0                   
     0.02%            26  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce4a06ca08                         anon                     None          L1 or L2 hit            No       N/A        213                  0                   
     0.02%            26  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce4a06ca08                         anon                     None          L1 or L2 hit            No       N/A        206                  0                   
     0.02%            26  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce4a06ca08                         anon                     None          L1 or L2 hit            No       N/A        60                   0                   
     0.02%             2  64            L3 hit                                   [.] 0x000000000005db9c                 libglib-2.0.so.0.8400.4  [.] 0x00005651d8f32a10                         [heap]                   None          L1 or L2 hit            No       N/A        66                   0                   
     0.02%             1  127           LFB/MAB hit                              [k] record_times                       [kernel.kallsyms]        [k] 0xfffff3a83f9e24f0                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        130                  0                   
     0.02%             1  126           LFB/MAB hit                              [.] 0x00007fcee35720b1                 [JIT] tid 7297           [.] 0x00007fcdd53a9870                         anon                     None          L1 or L2 hit            No       N/A        128                  0                   
     0.02%             2  63            L3 hit                                   [k] _raw_spin_unlock_irq               [kernel.kallsyms]        [k] 0xfffffe0000000f60                         [unknown]                None          L1 or L2 hit            No       N/A        74                   0                   
     0.02%             1  125           L3 hit                                   [.] g_hash_table_lookup                libglib-2.0.so.0.8400.4  [.] 0x00005651d92f75a8                         [heap]                   None          L1 or L2 hit            No       N/A        127                  0                   
     0.02%            25  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce4a06ca08                         anon                     None          L1 or L2 hit            No       N/A        619                  0                   
     0.02%            25  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce4a06ca08                         anon                     None          L1 or L2 hit            No       N/A        594                  0                   
     0.02%            25  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce4a06ca08                         anon                     None          L1 or L2 hit            No       N/A        65                   0                   
     0.02%             1  124           LFB/MAB hit                              [k] psi_group_change                   [kernel.kallsyms]        [k] 0xfffff3a83f9e24d0                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        126                  0                   
     0.02%             1  124           LFB/MAB hit                              [.] pthread_mutex_lock                 libc.so.6                [.] 0x00005651a4d2bc20                         anon                     None          L1 or L2 hit            Yes      N/A        126                  0                   
     0.02%             1  124           LFB/MAB hit                              [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce49b811d0                         anon                     None          L1 or L2 hit            No       N/A        126                  0                   
     0.02%             1  123           LFB/MAB hit                              [.] g_source_ref                       libglib-2.0.so.0.8400.4  [.] 0x00005651d8f2f378                         [heap]                   None          L1 or L2 hit            Yes      N/A        132                  0                   
     0.02%             1  123           LFB/MAB hit                              [k] tmigr_requires_handle_remote       [kernel.kallsyms]        [k] 0xffff8c3f0f3a6508                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        126                  0                   
     0.02%             1  122           LFB/MAB hit                              [k] psi_group_change                   [kernel.kallsyms]        [k] 0xffff8c3f0f3a1640                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        124                  0                   
     0.02%             1  122           L3 hit                                   [k] alloc_pages_noprof                 [kernel.kallsyms]        [k] preferred_node_policy+0x4                  [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        131                  0                   
     0.02%             2  61            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce50a59b30                         anon                     None          L1 or L2 hit            No       N/A        63                   0                   
     0.02%             2  60            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3a60a010                         anon                     None          L1 or L2 hit            No       N/A        62                   0                   
     0.02%            24  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce4a06ca08                         anon                     None          L1 or L2 hit            No       N/A        610                  0                   
     0.02%            24  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce4a06ca08                         anon                     None          L1 or L2 hit            No       N/A        609                  0                   
     0.02%             1  119           LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecf49c090                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        121                  0                   
     0.01%             1  117           LFB/MAB hit                              [.] 0x0000000000c6e753                 qemu-system-aarch64      [.] 0x00007fce3ebbf3d0                         anon                     None          L1 or L2 hit            No       N/A        119                  0                   
     0.01%             1  116           LFB/MAB hit                              [.] 0x00007fcecfb64a00                 [JIT] tid 7297           [.] 0x00007fce3cf2c090                         anon                     None          L1 or L2 hit            No       N/A        118                  0                   
     0.01%             1  116           L3 hit                                   [k] sync_regs                          [kernel.kallsyms]        [k] 0xffff8c3f0f3b5058                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        120                  0                   
     0.01%             1  115           LFB/MAB hit                              [k] __futex_wait                       [kernel.kallsyms]        [k] futex_q_init+0x68                          [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        124                  0                   
     0.01%            23  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce4a06ca08                         anon                     None          L1 or L2 hit            No       N/A        626                  0                   
     0.01%            23  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce4a06ca08                         anon                     None          L1 or L2 hit            No       N/A        618                  0                   
     0.01%            23  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce4a06ca08                         anon                     None          L1 or L2 hit            No       N/A        595                  0                   
     0.01%            23  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce4a06ca08                         anon                     None          L1 or L2 hit            No       N/A        202                  0                   
     0.01%            23  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce4a06ca08                         anon                     None          L1 or L2 hit            No       N/A        104                  0                   
     0.01%            23  5             L1 hit                                   [.] 0x00007fcee3572088                 [JIT] tid 7297           [.] 0x00007fce4a06ca08                         anon                     None          L1 or L2 hit            No       Addr       54                   0                   
     0.01%             1  114           L3 hit                                   [.] 0x00007fced4ea9b4c                 [JIT] tid 7297           [.] 0x00007fced4ea9bf8                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        116                  0                   
     0.01%             2  57            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce48a90eb0                         anon                     None          L1 or L2 hit            No       N/A        59                   0                   
     0.01%             1  113           LFB/MAB hit                              [k] __flush_work                       [kernel.kallsyms]        [k] 0xffff8c3d4ea2ee08                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        136                  0                   
     0.01%             1  113           L3 hit                                   [k] pick_task_fair                     [kernel.kallsyms]        [k] 0xffff8c3bc4019450                         [kernel.kallsyms]        HitM          L1 or L2 hit            No       N/A        122                  0                   
     0.01%             1  111           LFB/MAB hit                              [k] record_times                       [kernel.kallsyms]        [k] 0xfffff3a83f9a336c                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        114                  0                   
     0.01%             1  111           LFB/MAB hit                              [.] 0x0000000000e60b6e                 qemu-system-aarch64      [.] 0x00005651d8f327f0                         [heap]                   None          L1 or L2 hit            Yes      N/A        113                  0                   
