# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 3K of event 'cpu_core/mem-loads-aux/'
# Total weight : 3470
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                               Shared Object            Data Symbol             Data Object        Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  ...................................  .......................  ......................  .................  ............  ......................  ......  ..........  ...................  ....................
#
     0.01%             1  56            LFB/MAB hit                              [.] 0x000000000009a9c0                 libc.so.6                [.] 0x00007fcef20b39c8                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            LFB/MAB hit                              [.] 0x0000000000c6744c                 qemu-system-aarch64      [.] 0x00007fcece3d1dd4                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d932b2b8                         [heap]                   None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecfb45bd4                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] helper_set_cp_reg64                qemu-system-aarch64      [.] 0x00005651d9381355                         [heap]                   None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [k] pick_task_fair                     [kernel.kallsyms]        [k] 0xffff8c3bd4eea364                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        65                   0                   
     0.01%             1  56            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2dc73c8                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [k] restore_fpregs_from_fpstate        [kernel.kallsyms]        [k] 0xffff8c3c263db004                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcdd5517430                         anon                     None          L1 or L2 hit            No       N/A        72                   0                   
     0.01%             1  56            L3 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcdd55388b0                         anon                     None          L1 or L2 hit            No       N/A        72                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fced0a8928d                 [JIT] tid 7297           [.] 0x00007fcdd4ee8740                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720ba                 [JIT] tid 7297           [.] 0x00007fcdd5545ba8                         anon                     None          L1 or L2 hit            No       N/A        65                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720ba                 [JIT] tid 7297           [.] 0x00007fcdd5561e48                         anon                     None          L1 or L2 hit            No       Addr       58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee3570d71                 [JIT] tid 7297           [.] 0x00007fcdd5575370                         anon                     None          L1 or L2 hit            No       N/A        65                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee3570d7e                 [JIT] tid 7297           [.] 0x00007fce37660f30                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce398968b0                         anon                     None          L1 or L2 hit            No       Addr       58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce39b9cd30                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce39e699b0                         anon                     None          L1 or L2 hit            No       N/A        65                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3ac5d470                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3adeda30                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3adfef30                         anon                     None          L1 or L2 hit            No       N/A        65                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3b2036f0                         anon                     None          L1 or L2 hit            No       N/A        65                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3c9f2270                         anon                     None          L1 or L2 hit            No       N/A        65                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3ccacd30                         anon                     None          L1 or L2 hit            No       N/A        65                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3cff32f0                         anon                     None          L1 or L2 hit            No       N/A        65                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3d069530                         anon                     None          L1 or L2 hit            No       N/A        65                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3d11ab30                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3d1270f0                         anon                     None          L1 or L2 hit            No       N/A        65                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3d131770                         anon                     None          L1 or L2 hit            No       N/A        65                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee357a0a6                 [JIT] tid 7297           [.] 0x00007fce3de9fd78                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee357a0a6                 [JIT] tid 7297           [.] 0x00007fce3deedc38                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee3570d7e                 [JIT] tid 7297           [.] 0x00007fce3df8b2f0                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3fe766b0                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce400efbf0                         anon                     None          L1 or L2 hit            No       N/A        65                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce4250c570                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce4250c5b0                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce42a51370                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce46ea4ff0                         anon                     None          L1 or L2 hit            No       N/A        59                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce489dbc30                         anon                     None          L1 or L2 hit            No       N/A        65                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce48b19630                         anon                     None          L1 or L2 hit            No       N/A        65                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce48b25d30                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce48e91070                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce48f6f270                         anon                     None          L1 or L2 hit            No       N/A        65                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce4913c6f0                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce49227e30                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce4927d010                         anon                     None          L1 or L2 hit            No       Addr       65                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce492805b0                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce492d5170                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce494c0ab0                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce494d64b0                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee357a0a6                 [JIT] tid 7297           [.] 0x00007fce4958ea80                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce496e6730                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce4998aa70                         anon                     None          L1 or L2 hit            No       Addr       58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce499bf930                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce499c35f0                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce499c3930                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce499d2470                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce499d45b0                         anon                     None          L1 or L2 hit            No       Addr       58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce499e4970                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce499ef030                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce49a78e30                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce49ac80f0                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce49aed470                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce49b5acb0                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce49b8bff0                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce49bb0430                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce49bba870                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce49bd99b0                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce49c63030                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce49ef16f0                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce49f71d70                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee357a0a6                 [JIT] tid 7297           [.] 0x00007fce49ff9a80                         anon                     None          L1 or L2 hit            No       N/A        60                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce4a477a70                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce4a5b36b0                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce50849730                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce50860a30                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce5087d7b0                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce508ee8f0                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce508f7010                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce5090b6b0                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce509295f0                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce50938af0                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce5093c8f0                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce50951030                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce50973370                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce50982ab0                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce509cd9f0                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce50a33670                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce50a4cdb0                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce50a793f0                         anon                     None          L1 or L2 hit            No       N/A        65                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce50a7a5f0                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce50a7c9b0                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce50b77a30                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce50b7e0b0                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce50ba4970                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce50bad770                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce50c03930                         anon                     None          L1 or L2 hit            No       N/A        65                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcecf9dcb00                 [JIT] tid 7297           [.] 0x00007fcea22f7780                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x00007fcece3d0a19                 [JIT] tid 7297           [.] 0x00007fceab827f30                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  56            L3 hit                                   [.] 0x000000000094cefb                 qemu-system-aarch64      [.] 0x00007fceabcb1288                         anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  55            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece3df548                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece3f9254                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece4358e0                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            LFB/MAB hit                              [k] hrtimer_active                     [kernel.kallsyms]        [k] 0xffff8c3f0f3b6b58                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  55            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2177e04                         anon                     None          L1 or L2 hit            No       N/A        71                   0                   
     0.01%             1  55            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf248bd08                         anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf25894c4                         anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2f824c4                         anon                     None          L1 or L2 hit            No       N/A        71                   0                   
     0.01%             1  55            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf35a6198                         anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            LFB/MAB hit                              [.] slirp_pollfds_poll                 libslirp.so.0.4.0        [.] 0x00005651d92dce98                         [heap]                   None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            LFB/MAB hit                              [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcdd553b4b0                         anon                     None          L1 or L2 hit            No       Addr       58                   0                   
     0.01%             1  55            LFB/MAB hit                              [.] 0x00007fcee35720b1                 [JIT] tid 7297           [.] 0x00007fcdd557b410                         anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            LFB/MAB hit                              [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3ac6c9f0                         anon                     None          L1 or L2 hit            No       N/A        64                   0                   
     0.01%             1  55            LFB/MAB hit                              [.] 0x00007fcece41f726                 [JIT] tid 7297           [.] 0x00007fcece41f840                         [JIT] tid 7297           None          L1 or L2 hit            No       N/A        71                   0                   
     0.01%             1  55            LFB/MAB hit                              [.] 0x000000000005d958                 libglib-2.0.so.0.8400.4  [.] 0x00005651d8f2f38c                         [heap]                   None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            LFB/MAB hit                              [.] 0x000000000005d8e5                 libglib-2.0.so.0.8400.4  [.] 0x00007fce1d9ec2c0                         anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            L3 hit                                   [k] __rcu_irq_enter_check_tick         [kernel.kallsyms]        [k] 0xffff8c3f0f3b70d0                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            L3 hit                                   [k] account_user_time                  [kernel.kallsyms]        [k] 0xffff8c3c99d28070                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d93371d8                         [heap]                   None          L1 or L2 hit            No       N/A        58                   0                   
     0.01%             1  55            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2e1dd88                         anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            L3 hit                                   [k] update_cfs_group                   [kernel.kallsyms]        [k] 0xffff8c3bc130fa80                         [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            L3 hit                                   [.] 0x00007fcecfc10333                 [JIT] tid 7297           [.] 0x00007fcdd4eebdf8                         anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            L3 hit                                   [.] 0x00007fcee356fbb4                 [JIT] tid 7297           [.] 0x00007fcdd4ef7bc8                         anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            L3 hit                                   [.] 0x00007fcee35720ba                 [JIT] tid 7297           [.] 0x00007fcdd53a8ba8                         anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            L3 hit                                   [.] 0x00007fcee35720b1                 [JIT] tid 7297           [.] 0x00007fcdd552f4f0                         anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            L3 hit                                   [.] 0x00007fcee35720ba                 [JIT] tid 7297           [.] 0x00007fcdd554c588                         anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            L3 hit                                   [.] 0x00007fcee35720b1                 [JIT] tid 7297           [.] 0x00007fcdd5556930                         anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce35127b30                         anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3765d870                         anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            L3 hit                                   [.] 0x00007fceda04c199                 [JIT] tid 7297           [.] 0x00007fce37669860                         anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce37686bf0                         anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce376bf7f0                         anon                     None          L1 or L2 hit            No       Addr       57                   0                   
     0.01%             1  55            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce376cdc30                         anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce376ec830                         anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3989c5f0                         anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3989cdb0                         anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3a6433b0                         anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3a77b230                         anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3ac6ce70                         anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.01%             1  55            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3adc3130                         anon                     None          L1 or L2 hit            No       N/A        64                   0                   
     0.01%             1  55            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3cd0cc70                         anon                     None          L1 or L2 hit            No       N/A        64                   0                   
     0.01%             1  55            L3 hit                                   [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3cfe62b0                         anon                     None          L1 or L2 hit            No       N/A        64                   0                   
