# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1K of event 'cpu_core/mem-loads-aux/'
# Total weight : 1471
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                               Shared Object            Data Symbol             Data Object       Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  ...................................  .......................  ......................  ................  ............  ......................  ......  ..........  ...................  ....................
#
     0.12%             1  66            L3 hit                                   [.] g_hash_table_lookup                libglib-2.0.so.0.8400.4  [.] 0x00005651d939b3f0                         [heap]               None          L1 or L2 hit            No       N/A        68                   0                   
     0.12%             1  66            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2515ec8                         anon                 None          L1 or L2 hit            No       N/A        68                   0                   
     0.12%             1  66            L3 hit                                   [k] update_rq_clock                    [kernel.kallsyms]        [k] 0xffff8c3c99d2802c                         [kernel.kallsyms]    None          L1 or L2 hit            No       N/A        68                   0                   
     0.12%             1  66            L3 hit                                   [.] 0x00007fcecfb72e80                 [JIT] tid 7297           [.] 0x00007fcea09beba0                         anon                 None          L1 or L2 hit            No       N/A        75                   0                   
     0.12%             1  65            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fced2b286c8                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        67                   0                   
     0.12%             1  65            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fced3db5694                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        68                   0                   
     0.12%             1  65            LFB/MAB hit                              [.] qemu_set_irq                       qemu-system-aarch64      [.] 0x00005651d92f7858                         [heap]               None          L1 or L2 hit            No       N/A        67                   0                   
     0.12%             1  65            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3113d04                         anon                 None          L1 or L2 hit            No       N/A        67                   0                   
     0.12%             1  65            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf36980c4                         anon                 None          L1 or L2 hit            No       N/A        67                   0                   
     0.12%             1  65            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3fbacc4                         anon                 None          L1 or L2 hit            No       N/A        67                   0                   
     0.12%             1  65            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d9332cf0                         [heap]               None          L1 or L2 hit            No       N/A        69                   0                   
     0.12%             1  65            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf377d0d8                         anon                 None          L1 or L2 hit            No       N/A        67                   0                   
     0.12%             1  65            L3 hit                                   [.] 0x00007fcee3572093                 [JIT] tid 7297           [.] 0xfffffe0000000fb0                         [unknown]            None          L1 or L2 hit            No       N/A        69                   0                   
     0.12%             1  65            L3 hit                                   [.] 0x00007fced2160ea1                 [JIT] tid 7297           [.] 0x00007fce3a79e55c                         anon                 None          L1 or L2 hit            No       N/A        67                   0                   
     0.12%             1  65            L3 hit                                   [.] 0x0000000000c6fe60                 qemu-system-aarch64      [.] 0x00005651d93123e0                         [heap]               None          L1 or L2 hit            No       N/A        67                   0                   
     0.12%             1  65            L3 hit                                   [.] 0x0000000000c66d74                 qemu-system-aarch64      [.] 0x00007fced2742294                         [JIT] tid 7297       None          L1 or L2 hit            No       Addr       67                   0                   
     0.11%             1  64            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece69e114                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        66                   0                   
     0.11%             1  64            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecfb32790                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        66                   0                   
     0.11%             1  64            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3201ec4                         anon                 None          L1 or L2 hit            No       N/A        66                   0                   
     0.11%             1  64            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf38f5308                         anon                 None          L1 or L2 hit            No       N/A        66                   0                   
     0.11%             1  64            LFB/MAB hit                              [.] 0x0000000000c70038                 qemu-system-aarch64      [.] 0x00007fcdd4ee85e0                         anon                 None          L1 or L2 hit            No       N/A        66                   0                   
     0.11%             1  64            LFB/MAB hit                              [.] 0x0000000000c66d9e                 qemu-system-aarch64      [.] 0x00007fcecf49d088                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        66                   0                   
     0.11%             1  64            LFB/MAB hit                              [.] 0x0000000000c66db5                 qemu-system-aarch64      [.] 0x00007fced3dbc5c8                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        66                   0                   
     0.11%             1  64            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecf9c5e48                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        66                   0                   
     0.11%             1  64            L3 hit                                   [k] psi_group_change                   [kernel.kallsyms]        [k] 0xffff8c3bfbf71e80                         [kernel.kallsyms]    None          L1 or L2 hit            No       N/A        66                   0                   
     0.11%             1  64            L3 hit                                   [.] 0x00007fcece43ac87                 [JIT] tid 7297           [.] 0x00007fce2dc82970                         anon                 None          L1 or L2 hit            No       N/A        67                   0                   
     0.11%             1  64            L3 hit                                   [.] 0x00007fcece6743fa                 [JIT] tid 7297           [.] 0x00007fcea2c3f930                         anon                 None          L1 or L2 hit            No       N/A        73                   0                   
     0.11%             1  64            L3 hit                                   [.] 0x00007fcece44c355                 [JIT] tid 7297           [.] 0x00007fcece44c3b8                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        66                   0                   
     0.11%             1  64            L3 hit                                   [.] 0x0000000000c6fe6f                 qemu-system-aarch64      [.] 0x00007fcdd53b8775                         anon                 None          L1 or L2 hit            No       N/A        66                   0                   
     0.11%             1  64            L3 hit                                   [.] 0x0000000000c66d90                 qemu-system-aarch64      [.] 0x00007fcece696700                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        66                   0                   
     0.11%             1  64            L3 hit                                   [.] 0x0000000000c67440                 qemu-system-aarch64      [.] 0x00007fcecfbb5e94                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        66                   0                   
     0.11%             1  63            LFB/MAB hit                              [.] get_page_addr_code_hostp           qemu-system-aarch64      [.] 0x00007fcdd4ef2769                         anon                 None          L1 or L2 hit            No       N/A        67                   0                   
     0.11%             1  63            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece7b78d4                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        65                   0                   
     0.11%             1  63            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecfb8f820                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        65                   0                   
     0.11%             1  63            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fced2a69494                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        65                   0                   
     0.11%             1  63            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2289084                         anon                 None          L1 or L2 hit            No       N/A        65                   0                   
     0.11%             1  63            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf23fcb18                         anon                 None          L1 or L2 hit            No       N/A        79                   0                   
     0.11%             1  63            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2494684                         anon                 None          L1 or L2 hit            No       N/A        65                   0                   
     0.11%             1  63            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2df55c4                         anon                 None          L1 or L2 hit            No       N/A        65                   0                   
     0.11%             1  63            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf383bd58                         anon                 None          L1 or L2 hit            No       N/A        65                   0                   
     0.11%             1  63            LFB/MAB hit                              [.] 0x0000000000c6fe0a                 qemu-system-aarch64      [.] 0x00007fcdd4f0a000                         anon                 None          L1 or L2 hit            No       N/A        65                   0                   
     0.11%             1  63            LFB/MAB hit                              [.] 0x0000000000c67440                 qemu-system-aarch64      [.] 0x00007fcecf849f54                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        65                   0                   
     0.11%             1  63            L2 hit                                   [.] 0x00007fcece3eed66                 [JIT] tid 7297           [.] 0x00007fcece3eef08                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        65                   0                   
     0.11%             1  63            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2471048                         anon                 None          L1 or L2 hit            No       N/A        67                   0                   
     0.11%             1  63            L3 hit                                   [.] 0x00007fcece3d192d                 [JIT] tid 7297           [.] 0x00007fcea2cedac0                         anon                 None          L1 or L2 hit            No       N/A        65                   0                   
     0.11%             1  63            L3 hit                                   [.] 0x00007fced328114e                 [JIT] tid 7297           [.] 0x00007fced3281188                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        65                   0                   
     0.11%             1  63            L3 hit                                   [.] 0x0000000000c6fe93                 qemu-system-aarch64      [.] 0x00007fcdd4eec0f8                         anon                 None          L1 or L2 hit            No       N/A        65                   0                   
     0.11%             1  62            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d9332820                         [heap]               None          L1 or L2 hit            No       N/A        64                   0                   
     0.11%             1  62            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece3d5960                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        65                   0                   
     0.11%             1  62            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece8c2dc8                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        64                   0                   
     0.11%             1  62            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecfb03d14                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        64                   0                   
     0.11%             1  62            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fced21f6b50                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        78                   0                   
     0.11%             1  62            LFB/MAB hit                              [.] 0x00007fcece8c352b                 [JIT] tid 7297           [.] 0x00007fcdd4eedda0                         anon                 None          L1 or L2 hit            No       N/A        64                   0                   
     0.11%             1  62            LFB/MAB hit                              [.] 0x00007fced2108ac3                 [JIT] tid 7297           [.] 0x00007fceaac06df8                         anon                 None          L1 or L2 hit            No       N/A        64                   0                   
     0.11%             1  62            LFB/MAB hit                              [.] 0x0000000000c6740f                 qemu-system-aarch64      [.] 0x00005651d932c700                         [heap]               None          L1 or L2 hit            No       N/A        64                   0                   
     0.11%             1  62            LFB/MAB hit                              [.] 0x0000000000c6fe0a                 qemu-system-aarch64      [.] 0x00007fcdd4ee4950                         anon                 None          L1 or L2 hit            No       N/A        64                   0                   
     0.11%             1  62            LFB/MAB hit                              [.] 0x0000000000c6fe0a                 qemu-system-aarch64      [.] 0x00007fcdd4ee73b0                         anon                 None          L1 or L2 hit            No       N/A        64                   0                   
     0.11%             1  62            LFB/MAB hit                              [.] 0x0000000000c66d9e                 qemu-system-aarch64      [.] 0x00007fcece43b388                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        64                   0                   
     0.11%             1  62            LFB/MAB hit                              [.] 0x0000000000c66d9e                 qemu-system-aarch64      [.] 0x00007fced21fb948                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        64                   0                   
     0.11%             1  62            LFB/MAB hit                              [.] 0x0000000000c66da7                 qemu-system-aarch64      [.] 0x00007fced21fb950                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        64                   0                   
     0.11%             1  62            L3 hit                                   [.] find_next_bit                      qemu-system-aarch64      [.] 0x00007fcef24b6090                         anon                 None          L1 or L2 hit            No       Addr       64                   0                   
     0.11%             1  62            L3 hit                                   [k] place_entity                       [kernel.kallsyms]        [k] sysctl_sched_base_slice+0x0                [kernel.kallsyms]    None          L1 or L2 hit            No       N/A        64                   0                   
     0.11%             1  62            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf342f6c8                         anon                 None          L1 or L2 hit            No       N/A        64                   0                   
     0.11%             1  62            L3 hit                                   [.] 0x00007fcecf84ec66                 [JIT] tid 7297           [.] 0x00007fcea22d7008                         anon                 None          L1 or L2 hit            No       N/A        65                   0                   
     0.11%             1  62            L3 hit                                   [.] 0x00007fcece3d1eee                 [JIT] tid 7297           [.] 0x00007fcece3d1f28                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        64                   0                   
     0.11%             1  62            L3 hit                                   [.] 0x00007fcece872e41                 [JIT] tid 7297           [.] 0x00007fcece872ec0                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        64                   0                   
     0.11%             1  62            L3 hit                                   [.] 0x00007fcece877532                 [JIT] tid 7297           [.] 0x00007fcece877568                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        64                   0                   
     0.11%             1  62            L3 hit                                   [.] 0x0000000000c6fe93                 qemu-system-aarch64      [.] 0x00007fcdd4f06c28                         anon                 None          L1 or L2 hit            No       N/A        64                   0                   
     0.11%             1  62            L3 hit                                   [.] 0x0000000000c6e753                 qemu-system-aarch64      [.] 0x00007fce2cbfd858                         anon                 None          L1 or L2 hit            No       N/A        71                   0                   
     0.11%             1  62            L3 hit                                   [.] 0x0000000000c66d90                 qemu-system-aarch64      [.] 0x00007fcecfa13fc0                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        64                   0                   
     0.11%             1  61            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece657954                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        63                   0                   
     0.11%             1  61            LFB/MAB hit                              [.] pthread_mutex_lock                 libc.so.6                [.] 0x00005651d9311b28                         [heap]               None          L1 or L2 hit            No       N/A        63                   0                   
     0.11%             1  61            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf27d25c4                         anon                 None          L1 or L2 hit            No       N/A        63                   0                   
     0.11%             1  61            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3846044                         anon                 None          L1 or L2 hit            No       N/A        63                   0                   
     0.11%             1  61            LFB/MAB hit                              [.] 0x0000000000c6fe0a                 qemu-system-aarch64      [.] 0x00007fcdd4ee0e70                         anon                 None          L1 or L2 hit            No       N/A        63                   0                   
     0.11%             1  61            LFB/MAB hit                              [.] 0x0000000000c66da7                 qemu-system-aarch64      [.] 0x00007fcece434310                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        63                   0                   
     0.11%             1  61            LFB/MAB hit                              [.] 0x0000000000c66db5                 qemu-system-aarch64      [.] 0x00007fcecec98d08                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        63                   0                   
     0.11%             1  61            LFB/MAB hit                              [.] 0x0000000000c66d9e                 qemu-system-aarch64      [.] 0x00007fced045a188                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        63                   0                   
     0.11%             1  61            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecfa1c910                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        63                   0                   
     0.11%             1  61            L3 hit                                   [.] main_loop_wait                     qemu-system-aarch64      [.] 0x00005651d8f33e60                         [heap]               None          L1 or L2 hit            No       N/A        70                   0                   
     0.11%             1  61            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf366c784                         anon                 None          L1 or L2 hit            No       N/A        72                   0                   
     0.11%             1  61            L3 hit                                   [k] update_cfs_group                   [kernel.kallsyms]        [k] 0xffff8c3bda02fa68                         [kernel.kallsyms]    None          L1 or L2 hit            No       N/A        70                   0                   
     0.11%             1  61            L3 hit                                   [k] update_cfs_group                   [kernel.kallsyms]        [k] 0xffff8c3bfbf14ae8                         [kernel.kallsyms]    None          L1 or L2 hit            No       N/A        70                   0                   
     0.11%             1  60            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fced3e14fa0                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        62                   0                   
     0.11%             1  60            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3451f04                         anon                 None          L1 or L2 hit            No       N/A        63                   0                   
     0.11%             1  60            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3647108                         anon                 None          L1 or L2 hit            No       N/A        62                   0                   
     0.11%             1  60            LFB/MAB hit                              [.] 0x00007fcece6278c5                 [JIT] tid 7297           [.] 0x00007fce2dce3b90                         anon                 None          L1 or L2 hit            No       N/A        69                   0                   
     0.11%             1  60            LFB/MAB hit                              [.] 0x00007fced0704780                 [JIT] tid 7297           [.] 0x00007fcea8b6a680                         anon                 None          L1 or L2 hit            No       N/A        62                   0                   
     0.11%             1  60            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d9329530                         [heap]               None          L1 or L2 hit            No       N/A        62                   0                   
     0.11%             1  60            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf206e548                         anon                 None          L1 or L2 hit            No       N/A        62                   0                   
     0.11%             1  60            L3 hit                                   [.] 0x00007fcece4c9db2                 [JIT] tid 7297           [.] 0x00007fce2c04d874                         anon                 None          L1 or L2 hit            No       N/A        62                   0                   
     0.11%             1  60            L3 hit                                   [.] 0x00007fcece87f187                 [JIT] tid 7297           [.] 0x00007fce2d54e920                         anon                 None          L1 or L2 hit            No       N/A        62                   0                   
     0.11%             1  60            L3 hit                                   [.] 0x00007fced063a21a                 [JIT] tid 7297           [.] 0x00007fce2deca818                         anon                 None          L1 or L2 hit            No       N/A        69                   0                   
     0.11%             1  60            L3 hit                                   [.] 0x00007fcece9da024                 [JIT] tid 7297           [.] 0x00007fcea2c4cd60                         anon                 None          L1 or L2 hit            No       N/A        62                   0                   
     0.11%             1  60            L3 hit                                   [.] 0x0000000000c6fe93                 qemu-system-aarch64      [.] 0x00007fcdd4eec158                         anon                 None          L1 or L2 hit            No       N/A        62                   0                   
     0.11%             1  59            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece497c54                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        61                   0                   
     0.11%             1  59            LFB/MAB hit                              [k] poll_freewait                      [kernel.kallsyms]        [k] 0xffff8c3c051bc188                         [kernel.kallsyms]    None          L1 or L2 hit            No       N/A        61                   0                   
     0.11%             1  59            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2270bc8                         anon                 None          L1 or L2 hit            No       N/A        61                   0                   
     0.11%             1  59            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf275c458                         anon                 None          L1 or L2 hit            No       Addr       75                   0                   
     0.11%             1  59            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3e12fc4                         anon                 None          L1 or L2 hit            No       N/A        61                   0                   
     0.11%             1  59            LFB/MAB hit                              [k] update_curr                        [kernel.kallsyms]        [k] 0xffff8c3bf04ac610                         [kernel.kallsyms]    None          L1 or L2 hit            No       N/A        68                   0                   
     0.11%             1  59            LFB/MAB hit                              [.] 0x00007fcee35720be                 [JIT] tid 7297           [.] 0x00007fce3e927410                         anon                 None          L1 or L2 hit            No       N/A        61                   0                   
     0.11%             1  59            LFB/MAB hit                              [.] 0x0000000000c66da7                 qemu-system-aarch64      [.] 0x00007fcece8f9d10                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        61                   0                   
     0.11%             1  59            LFB/MAB hit                              [.] 0x0000000000c67460                 qemu-system-aarch64      [.] 0x00007fcecf386808                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        63                   0                   
     0.11%             1  59            LFB/MAB hit                              [.] 0x0000000000c66db5                 qemu-system-aarch64      [.] 0x00007fcecfbcb448                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        61                   0                   
     0.11%             1  59            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecf813d48                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        61                   0                   
     0.11%             1  59            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2496d04                         anon                 None          L1 or L2 hit            No       N/A        68                   0                   
     0.11%             1  59            L3 hit                                   [.] 0x00007fcece4f9bac                 [JIT] tid 7297           [.] 0x00007fcdd4ee8c40                         anon                 None          L1 or L2 hit            No       N/A        61                   0                   
     0.11%             1  59            L3 hit                                   [.] 0x00007fced5ad79b2                 [JIT] tid 7297           [.] 0x00007fced5ad7b08                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        61                   0                   
     0.11%             1  59            L3 hit                                   [.] 0x0000000000c66d74                 qemu-system-aarch64      [.] 0x00007fcece4210d4                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        61                   0                   
     0.11%             1  59            L3 hit                                   [.] 0x0000000000c66d90                 qemu-system-aarch64      [.] 0x00007fcece61bd00                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        68                   0                   
     0.10%             1  58            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d93310c0                         [heap]               None          L1 or L2 hit            No       N/A        60                   0                   
     0.10%             1  58            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecf84dae0                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        60                   0                   
     0.10%             1  58            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2bd4a08                         anon                 None          L1 or L2 hit            No       N/A        74                   0                   
     0.10%             1  58            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf319fb88                         anon                 None          L1 or L2 hit            No       N/A        74                   0                   
     0.10%             1  58            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3307404                         anon                 None          L1 or L2 hit            No       N/A        60                   0                   
     0.10%             1  58            LFB/MAB hit                              [.] 0x0000000000c6fe0a                 qemu-system-aarch64      [.] 0x00007fcdd4ee6790                         anon                 None          L1 or L2 hit            No       N/A        60                   0                   
     0.10%             1  58            LFB/MAB hit                              [.] 0x0000000000c66da7                 qemu-system-aarch64      [.] 0x00007fced224c090                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        60                   0                   
     0.10%             1  58            L3 hit                                   [.] find_next_bit                      qemu-system-aarch64      [.] 0x00007fcef24b8400                         anon                 None          L1 or L2 hit            No       N/A        60                   0                   
     0.10%             1  58            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d9335410                         [heap]               None          L1 or L2 hit            No       N/A        60                   0                   
     0.10%             1  58            L3 hit                                   [.] malloc                             libc.so.6                [.] 0x00007fcefa300d88                         libc.so.6            None          L1 or L2 hit            No       N/A        60                   0                   
     0.10%             1  58            L3 hit                                   [.] 0x00007fced3dbca1f                 [JIT] tid 7297           [.] 0x00007fcea8858a88                         anon                 None          L1 or L2 hit            No       N/A        67                   0                   
     0.10%             1  57            LFB/MAB hit                              [.] arm_security_space                 qemu-system-aarch64      [.] 0x00005651d9327808                         [heap]               None          L1 or L2 hit            No       N/A        59                   0                   
     0.10%             1  57            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d932ec50                         [heap]               None          L1 or L2 hit            No       N/A        59                   0                   
     0.10%             1  57            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fced21d74d4                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        59                   0                   
     0.10%             1  57            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf25b2304                         anon                 None          L1 or L2 hit            No       N/A        67                   0                   
     0.10%             1  57            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf28fc498                         anon                 None          L1 or L2 hit            No       N/A        66                   0                   
     0.10%             1  57            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3311848                         anon                 None          L1 or L2 hit            No       N/A        73                   0                   
     0.10%             1  57            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3bfb1c8                         anon                 None          L1 or L2 hit            No       N/A        73                   0                   
     0.10%             1  57            L3 hit                                   [k] exc_nmi                            [kernel.kallsyms]        [k] 0xffff8c3f0f39ff70                         [kernel.kallsyms]    None          L1 or L2 hit            No       N/A        61                   0                   
     0.10%             1  57            L3 hit                                   [.] find_next_bit                      qemu-system-aarch64      [.] 0x00007fcef24f7300                         anon                 None          L1 or L2 hit            No       Addr       59                   0                   
     0.10%             1  57            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d9338628                         [heap]               None          L1 or L2 hit            No       N/A        59                   0                   
     0.10%             1  57            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3cd00c8                         anon                 None          L1 or L2 hit            No       N/A        59                   0                   
     0.10%             1  56            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fceceb84f94                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        59                   0                   
     0.10%             1  56            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf265c38c                         anon                 None          L1 or L2 hit            No       N/A        68                   0                   
     0.10%             1  56            LFB/MAB hit                              [.] 0x000000000009172a                 libc.so.6                [.] 0x00007fcef20b3d50                         anon                 None          L1 or L2 hit            No       N/A        58                   0                   
     0.10%             1  56            L3 hit                                   [.] 0x00007fcece62aeea                 [JIT] tid 7297           [.] 0x00007fcece62af78                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        58                   0                   
     0.10%             1  56            L3 hit                                   [.] 0x0000000000095c64                 libglib-2.0.so.0.8400.4  [.] 0x00005651d9cf1a50                         [heap]               None          L1 or L2 hit            No       N/A        65                   0                   
     0.10%             1  56            L3 hit                                   [.] 0x0000000000c66d90                 qemu-system-aarch64      [.] 0x00007fcece3d26c0                         [JIT] tid 7297       None          L1 or L2 hit            No       N/A        58                   0                   
     0.10%             1  55            LFB/MAB hit                              [.] get_page_addr_code_hostp           qemu-system-aarch64      [.] 0x00007fcdd4ef30a1                         anon                 None          L1 or L2 hit            No       N/A        57                   0                   
     0.10%             1  55            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d93382c0                         [heap]               None          L1 or L2 hit            No       N/A        57                   0                   
     0.10%             1  55            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf315fbd8                         anon                 None          L1 or L2 hit            No       N/A        71                   0                   
     0.10%             1  55            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf35a6188                         anon                 None          L1 or L2 hit            No       N/A        57                   0                   
