# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 717  of event 'cpu_core/mem-loads-aux/'
# Total weight : 721
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                               Shared Object            Data Symbol             Data Object        Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  ...................................  .......................  ......................  .................  ............  ......................  ......  ..........  ...................  ....................
#
     0.54%             1  253           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf20268c4                             anon                     None          L1 or L2 hit            No       N/A        255                  0                   
     0.54%             1  252           LFB/MAB hit                              [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00007fced50e86a0                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        261                  0                   
     0.54%             1  251           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf308ba84                             anon                     None          L1 or L2 hit            No       N/A        262                  0                   
     0.54%             1  251           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf3abe104                             anon                     None          L1 or L2 hit            No       N/A        267                  0                   
     0.54%            50  5             L1 hit                                   [.] 0x00007fcee3572088                     [JIT] tid 7297           [.] 0x00007fce3d0c45b8                             anon                     None          L1 or L2 hit            No       N/A        62                   0                   
     0.53%             1  249           LFB/MAB hit                              [.] 0x0000000000c66da7                     qemu-system-aarch64      [.] 0x00007fcece4a3650                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        265                  0                   
     0.53%             1  248           LFB/MAB hit                              [.] 0x0000000000c66d74                     qemu-system-aarch64      [.] 0x00007fcecf03a954                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        264                  0                   
     0.53%             1  246           RAM hit                                  [.] 0x0000000000c66d90                     qemu-system-aarch64      [.] 0x00007fcecf7ad2c0                             [JIT] tid 7297           Hit           L1 or L2 hit            No       N/A        248                  0                   
     0.52%             1  245           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf2c36f44                             anon                     None          L1 or L2 hit            No       N/A        261                  0                   
     0.52%             1  243           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf2019284                             anon                     None          L1 or L2 hit            No       N/A        245                  0                   
     0.52%             1  241           LFB/MAB hit                              [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00007fced79b9260                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        243                  0                   
     0.50%            47  5             L1 hit                                   [.] 0x00007fcee3572088                     [JIT] tid 7297           [.] 0x00007fce3d0c45b8                             anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.50%             1  234           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf33de444                             anon                     None          L1 or L2 hit            No       N/A        243                  0                   
     0.50%             1  233           RAM hit                                  [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf249fd04                             anon                     Hit           L1 or L2 hit            No       N/A        242                  0                   
     0.50%             1  232           RAM hit                                  [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf28f2088                             anon                     Hit           L1 or L2 hit            No       N/A        234                  0                   
     0.49%             1  230           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf2811504                             anon                     None          L1 or L2 hit            No       N/A        232                  0                   
     0.49%             1  229           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf22edb44                             anon                     None          L1 or L2 hit            No       N/A        231                  0                   
     0.49%             1  227           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf3593f04                             anon                     None          L1 or L2 hit            No       N/A        229                  0                   
     0.49%             1  227           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf359d284                             anon                     None          L1 or L2 hit            No       N/A        229                  0                   
     0.49%             1  227           L3 hit                                   [k] vruntime_eligible                      [kernel.kallsyms]        [k] 0xffff8c3bc790e400                             [kernel.kallsyms]        HitM          L1 or L2 hit            No       N/A        236                  0                   
     0.48%             1  226           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf21b5858                             anon                     None          L1 or L2 hit            No       N/A        228                  0                   
     0.48%             1  226           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf26bfa04                             anon                     None          L1 or L2 hit            No       Addr       235                  0                   
     0.48%             1  226           RAM hit                                  [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf2201744                             anon                     Hit           L1 or L2 hit            No       N/A        235                  0                   
     0.48%             1  226           RAM hit                                  [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf2fd9418                             anon                     Hit           L1 or L2 hit            No       N/A        228                  0                   
     0.48%             1  226           RAM hit                                  [.] 0x000000000094cefb                     qemu-system-aarch64      [.] 0x00007fcea30db998                             anon                     Hit           L1 or L2 hit            No       N/A        228                  0                   
     0.48%             1  225           LFB/MAB hit                              [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00007fced23b42e0                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        227                  0                   
     0.48%             1  225           LFB/MAB hit                              [.] 0x0000000000c66d9e                     qemu-system-aarch64      [.] 0x00007fcecf078bc8                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        235                  0                   
     0.48%             1  225           RAM hit                                  [.] 0x00007fcecf4cecc7                     [JIT] tid 7297           [.] 0x00007fceab8179b8                             anon                     Hit           L1 or L2 hit            No       N/A        227                  0                   
     0.48%             1  224           LFB/MAB hit                              [.] 0x0000000000c66d74                     qemu-system-aarch64      [.] 0x00007fcece445594                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        226                  0                   
     0.48%             1  224           RAM hit                                  [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf3c5bbc4                             anon                     Hit           L1 or L2 hit            No       N/A        226                  0                   
     0.48%             1  224           RAM hit                                  [.] 0x00007fcecf7c6780                     [JIT] tid 7297           [.] 0x00007fce2d591038                             anon                     Hit           L1 or L2 hit            No       N/A        226                  0                   
     0.48%             1  224           RAM hit                                  [.] 0x0000000000c6e753                     qemu-system-aarch64      [.] 0x00007fce50b53b68                             anon                     Hit           L1 or L2 hit            No       N/A        226                  0                   
     0.48%             1  223           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf25c7298                             anon                     None          L1 or L2 hit            No       N/A        232                  0                   
     0.48%             1  223           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf340f2c8                             anon                     None          L1 or L2 hit            No       N/A        225                  0                   
     0.48%             1  223           RAM hit                                  [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf24a9518                             anon                     Hit           L1 or L2 hit            No       N/A        232                  0                   
     0.48%             1  223           RAM hit                                  [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf24ee6c4                             anon                     Hit           L1 or L2 hit            No       N/A        225                  0                   
     0.48%             1  223           RAM hit                                  [.] 0x000000000094cefb                     qemu-system-aarch64      [.] 0x00007fceabde68a8                             anon                     Hit           L1 or L2 hit            No       N/A        225                  0                   
     0.48%             1  222           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf2037984                             anon                     None          L1 or L2 hit            No       N/A        224                  0                   
     0.48%             1  222           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf2287798                             anon                     None          L1 or L2 hit            No       N/A        224                  0                   
     0.48%             1  222           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf2e7ba58                             anon                     None          L1 or L2 hit            No       N/A        224                  0                   
     0.48%             1  222           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf3defe88                             anon                     None          L1 or L2 hit            No       N/A        231                  0                   
     0.47%             1  221           LFB/MAB hit                              [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00007fced2afaea0                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        224                  0                   
     0.47%             1  221           LFB/MAB hit                              [.] 0x0000000000c66dac                     qemu-system-aarch64      [.] 0x00007fcecf078bd4                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        230                  0                   
     0.47%             1  221           LFB/MAB hit                              [.] 0x0000000000c66da7                     qemu-system-aarch64      [.] 0x00007fced729f110                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        223                  0                   
     0.47%             1  220           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf3163748                             anon                     None          L1 or L2 hit            No       N/A        229                  0                   
     0.47%             1  220           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf3718508                             anon                     None          L1 or L2 hit            No       N/A        222                  0                   
     0.47%             1  220           RAM hit                                  [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf3946f08                             anon                     Hit           L1 or L2 hit            No       N/A        222                  0                   
     0.47%             1  219           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf29d2918                             anon                     None          L1 or L2 hit            No       N/A        235                  0                   
     0.47%             1  219           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf3953818                             anon                     None          L1 or L2 hit            No       N/A        221                  0                   
     0.47%             1  219           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf3c948c8                             anon                     None          L1 or L2 hit            No       N/A        228                  0                   
     0.47%             1  218           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf3ac8904                             anon                     None          L1 or L2 hit            No       N/A        220                  0                   
     0.46%             1  217           LFB/MAB hit                              [.] 0x00007fcecfb3afc2                     [JIT] tid 7297           [.] 0x00007fce9f163b08                             anon                     None          L1 or L2 hit            No       N/A        220                  0                   
     0.46%             1  217           LFB/MAB hit                              [.] 0x0000000000c70038                     qemu-system-aarch64      [.] 0x00007fcdd4ee3fc0                             anon                     None          L1 or L2 hit            No       N/A        219                  0                   
     0.46%             1  217           RAM hit                                  [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf3b48a88                             anon                     Hit           L1 or L2 hit            No       N/A        219                  0                   
     0.46%             1  216           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf28ca4c4                             anon                     None          L1 or L2 hit            No       N/A        218                  0                   
     0.46%             1  216           RAM hit                                  [.] 0x00007fcee35720be                     [JIT] tid 7297           [.] 0x00007fce49a67d50                             anon                     Hit           L1 or L2 hit            No       N/A        218                  0                   
     0.46%             1  216           RAM hit                                  [.] 0x0000000000c66d90                     qemu-system-aarch64      [.] 0x00007fced0abedc0                             [JIT] tid 7297           Hit           L1 or L2 hit            No       N/A        225                  0                   
     0.46%             1  214           LFB/MAB hit                              [.] 0x0000000000c66dac                     qemu-system-aarch64      [.] 0x00007fced07c5914                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        230                  0                   
     0.46%             1  213           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf3239488                             anon                     None          L1 or L2 hit            No       N/A        236                  0                   
     0.45%             1  212           LFB/MAB hit                              [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00007fcee349e688                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        214                  0                   
     0.45%             1  212           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf24cb784                             anon                     None          L1 or L2 hit            No       N/A        214                  0                   
     0.45%             1  211           LFB/MAB hit                              [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00007fced0ab2c20                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        215                  0                   
     0.45%             1  211           RAM hit                                  [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf3e9cfc4                             anon                     Hit           L1 or L2 hit            No       N/A        227                  0                   
     0.45%             1  210           LFB/MAB hit                              [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00005651d9329d20                             [heap]                   None          L1 or L2 hit            No       N/A        212                  0                   
     0.45%             1  209           RAM hit                                  [.] g_hash_table_lookup                    libglib-2.0.so.0.8400.4  [.] 0x00005651d9398d80                             [heap]                   Hit           L1 or L2 hit            No       N/A        211                  0                   
     0.43%             1  200           RAM hit                                  [.] find_next_bit                          qemu-system-aarch64      [.] 0x00007fcef253c958                             anon                     Hit           L1 or L2 hit            No       N/A        209                  0                   
     0.43%             1  199           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf387c498                             anon                     None          L1 or L2 hit            No       N/A        215                  0                   
     0.42%             1  198           LFB/MAB hit                              [.] 0x0000000000c66dac                     qemu-system-aarch64      [.] 0x00007fcece558294                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        214                  0                   
     0.42%            39  5             L1 hit                                   [.] 0x00007fcee3572088                     [JIT] tid 7297           [.] 0x00007fce3d0c45b8                             anon                     None          L1 or L2 hit            No       N/A        59                   0                   
     0.42%             1  194           L2 hit                                   [.] 0x00007fcecec24b5e                     [JIT] tid 7297           [.] 0x00007fcecec24c88                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        196                  0                   
     0.41%             1  193           RAM hit                                  [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf348e688                             anon                     Hit           L1 or L2 hit            No       N/A        195                  0                   
     0.41%             1  191           L2 hit                                   [.] 0x00007fcecfd46513                     [JIT] tid 7297           [.] 0x00007fcecfd46948                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        193                  0                   
     0.40%             1  187           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf2d8aa88                             anon                     None          L1 or L2 hit            No       N/A        189                  0                   
     0.40%             1  186           LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf3a59b44                             anon                     None          L1 or L2 hit            No       N/A        204                  0                   
     0.38%             1  176           L2 hit                                   [.] 0x00007fcecfe9353d                     [JIT] tid 7297           [.] 0x00007fcecfe936d8                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        178                  0                   
     0.37%             1  172           LFB/MAB hit                              [.] 0x00007fcecfb647d6                     [JIT] tid 7297           [.] 0x00007fce42aaf048                             anon                     None          L1 or L2 hit            No       Addr       174                  0                   
     0.36%            34  5             L1 hit                                   [.] 0x00007fcee3572088                     [JIT] tid 7297           [.] 0x00007fce3d0c45b8                             anon                     None          L1 or L2 hit            No       N/A        60                   0                   
     0.34%             1  161           LFB/MAB hit                              [k] vruntime_eligible                      [kernel.kallsyms]        [k] 0xffff8c3bf04af670                             [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        170                  0                   
     0.34%             1  157           LFB/MAB hit                              [k] __futex_wait                           [kernel.kallsyms]        [k] futex_q_init+0x20                              [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        159                  0                   
     0.33%            31  5             L1 hit                                   [.] 0x00007fcee3572088                     [JIT] tid 7297           [.] 0x00007fce3d0c45b8                             anon                     None          L1 or L2 hit            No       N/A        66                   0                   
     0.32%            30  5             L1 hit                                   [.] 0x00007fcee3572088                     [JIT] tid 7297           [.] 0x00007fce3d0c45b8                             anon                     None          L1 or L2 hit            No       N/A        64                   0                   
     0.30%             1  139           RAM hit                                  [k] __rcu_irq_enter_check_tick             [kernel.kallsyms]        [k] 0xffff8c3f0f3b70d0                             [kernel.kallsyms]        Hit           L2 miss                 No       N/A        160                  0                   
     0.28%             1  132           RAM hit                                  [k] datagram_poll                          [kernel.kallsyms]        [k] 0xffff8c3bc0434118                             [kernel.kallsyms]        Hit           L1 or L2 hit            No       Addr       134                  0                   
     0.28%             1  131           L2 hit                                   [.] 0x00007fcece58d067                     [JIT] tid 7297           [.] 0x00007fcece58d080                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        133                  0                   
     0.28%            26  5             L1 hit                                   [.] 0x00007fcee3572088                     [JIT] tid 7297           [.] 0x00007fce3d0c45b8                             anon                     None          L1 or L2 hit            No       N/A        63                   0                   
     0.27%             1  125           LFB/MAB hit                              [k] _raw_spin_trylock                      [kernel.kallsyms]        [k] 0xffff8c3f0f3bc5c0                             [kernel.kallsyms]        None          L1 or L2 hit            Yes      N/A        134                  0                   
     0.25%             1  116           L3 hit                                   [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00007fcece8923a0                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        125                  0                   
     0.25%            23  5             L1 hit                                   [.] 0x00007fcee3572088                     [JIT] tid 7297           [.] 0x00007fce3d0c45b8                             anon                     None          L1 or L2 hit            No       N/A        69                   0                   
     0.25%            23  5             L1 hit                                   [.] 0x00007fcee3572088                     [JIT] tid 7297           [.] 0x00007fce3d0c45b8                             anon                     None          L1 or L2 hit            No       N/A        67                   0                   
     0.24%             1  112           L3 hit                                   [k] __cgroup_account_cputime               [kernel.kallsyms]        [k] 0xfffff3a83f38c190                             [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        121                  0                   
     0.21%             1  100           L3 hit                                   [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00005651d93365d8                             [heap]                   None          L1 or L2 hit            No       Addr       102                  0                   
     0.21%             1  99            RAM hit                                  [k] irq_work_tick                          [kernel.kallsyms]        [k] 0xffff8c3f0f3af448                             [kernel.kallsyms]        Hit           L2 miss                 No       N/A        231                  0                   
     0.21%             1  98            LFB/MAB hit                              [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00005651d932b750                             [heap]                   None          L1 or L2 hit            No       N/A        100                  0                   
     0.21%             1  98            L3 hit                                   [.] 0x00007fced2156627                     [JIT] tid 7297           [.] 0x00007fce3d0ed9a6                             anon                     None          L1 or L2 hit            No       N/A        100                  0                   
     0.21%             1  97            RAM hit                                  [k] native_sched_clock                     [kernel.kallsyms]        [k] 0xffff8c3f0f3b5020                             [kernel.kallsyms]        Hit           L1 or L2 hit            No       N/A        101                  0                   
     0.21%             1  96            L3 hit                                   [.] 0x0000000000c66ed8                     qemu-system-aarch64      [.] 0x00007fcef20b33f8                             anon                     None          L1 or L2 hit            No       N/A        100                  0                   
     0.19%            18  5             L1 hit                                   [.] 0x00007fcee3572088                     [JIT] tid 7297           [.] 0x00007fce3d0c45b8                             anon                     None          L1 or L2 hit            No       N/A        65                   0                   
     0.19%             1  89            L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00005651d9311c60                             [heap]                   None          L1 or L2 hit            Yes      N/A        91                   0                   
     0.19%             1  87            L2 hit                                   [.] 0x00007fcece3f0053                     [JIT] tid 7297           [.] 0x00007fcece3f0398                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        89                   0                   
     0.18%             1  86            L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00005651d9311c60                             [heap]                   None          L1 or L2 hit            Yes      N/A        117                  0                   
     0.18%             1  86            L3 hit                                   [.] 0x00007fced70d66a2                     [JIT] tid 7297           [.] 0x00007fce35d97150                             anon                     None          L1 or L2 hit            No       N/A        88                   0                   
     0.18%             1  86            L3 hit                                   [.] 0x00007fced3db58f4                     [JIT] tid 7297           [.] 0x00007fceab8239d0                             anon                     None          L1 or L2 hit            No       N/A        88                   0                   
     0.18%             1  85            L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00005651d9311c60                             [heap]                   None          L1 or L2 hit            Yes      N/A        117                  0                   
     0.18%            17  5             L1 hit                                   [.] 0x00007fcee3572088                     [JIT] tid 7297           [.] 0x00007fce3d0c45b8                             anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.18%             1  84            L3 hit                                   [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf2dc73c4                             anon                     None          L1 or L2 hit            No       N/A        93                   0                   
     0.17%             1  79            L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00005651d9311c60                             [heap]                   None          L1 or L2 hit            Yes      N/A        137                  0                   
     0.17%             1  79            L2 hit                                   [.] 0x00007fcece78f5c6                     [JIT] tid 7297           [.] 0x00007fcece78f778                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        81                   0                   
     0.17%             1  78            L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00005651d9311c60                             [heap]                   None          L1 or L2 hit            Yes      N/A        158                  0                   
     0.16%             1  76            LFB/MAB hit                              [.] object_dynamic_cast_assert             qemu-system-aarch64      [.] 0x00005651d924bec8                             [heap]                   None          L1 or L2 hit            No       N/A        78                   0                   
     0.16%             1  76            L3 hit                                   [k] free_unref_page_commit                 [kernel.kallsyms]        [k] 0xffff8c3f0f3b12f8                             [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        87                   0                   
     0.16%             1  75            LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf2f621c4                             anon                     None          L1 or L2 hit            No       N/A        78                   0                   
     0.16%             1  75            LFB/MAB hit                              [.] 0x00007fced2108163                     [JIT] tid 7297           [.] 0x00007fcdd4ef7380                             anon                     None          L1 or L2 hit            No       N/A        77                   0                   
     0.16%             1  75            L3 hit                                   [.] get_page_addr_code_hostp               qemu-system-aarch64      [.] 0x00007fcdd538de59                             anon                     None          L1 or L2 hit            No       N/A        79                   0                   
     0.16%             1  73            L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00005651d9311c60                             [heap]                   None          L1 or L2 hit            Yes      N/A        162                  0                   
     0.16%             1  73            L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00005651d9311c60                             [heap]                   None          L1 or L2 hit            Yes      N/A        88                   0                   
     0.16%             1  73            L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00005651d9311c60                             [heap]                   None          L1 or L2 hit            Yes      Addr       150                  0                   
     0.16%             1  73            LFB/MAB hit                              [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00007fcecf7378e0                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        75                   0                   
     0.16%             1  73            LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf3f8fac4                             anon                     None          L1 or L2 hit            No       N/A        75                   0                   
     0.16%             1  73            L3 hit                                   [.] 0x00007fcece52af03                     [JIT] tid 7297           [.] 0x00007fce2be01500                             anon                     None          L1 or L2 hit            No       N/A        75                   0                   
     0.16%             1  73            RAM hit                                  [.] 0x00007fcece808400                     [JIT] tid 7297           [.] 0x00007fceaae4d0a8                             anon                     Hit           L1 or L2 hit            No       N/A        75                   0                   
     0.15%             1  72            L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00005651d9311c60                             [heap]                   None          L1 or L2 hit            Yes      N/A        81                   0                   
     0.15%             1  72            LFB/MAB hit                              [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00007fcecfc19014                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        74                   0                   
     0.15%             1  72            LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf374e818                             anon                     None          L1 or L2 hit            No       N/A        74                   0                   
     0.15%             1  72            L3 hit                                   [.] find_next_bit                          qemu-system-aarch64      [.] 0x00007fcef24c5a70                             anon                     None          L1 or L2 hit            No       N/A        74                   0                   
     0.15%             1  72            L3 hit                                   [.] 0x00007fcecfa06aee                     [JIT] tid 7297           [.] 0x00007fcea2b3bc00                             anon                     None          L1 or L2 hit            No       N/A        81                   0                   
     0.15%             1  72            L3 hit                                   [.] 0x0000000000c66d74                     qemu-system-aarch64      [.] 0x00007fced3dc5fd4                             [JIT] tid 7297           None          L1 or L2 hit            No       Addr       74                   0                   
     0.15%             1  71            LFB/MAB hit                              [.] 0x0000000000c66da7                     qemu-system-aarch64      [.] 0x00007fcece776510                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        73                   0                   
     0.15%             1  71            L3 hit                                   [.] helper_access_check_cp_reg             qemu-system-aarch64      [.] 0x00005651d9397380                             [heap]                   None          L1 or L2 hit            No       N/A        73                   0                   
     0.15%             1  71            L3 hit                                   [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00007fcece811f48                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        73                   0                   
     0.15%             1  71            L3 hit                                   [.] 0x00007fcece86d07f                     [JIT] tid 7297           [.] 0x00007fcea081bc88                             anon                     None          L1 or L2 hit            No       N/A        80                   0                   
     0.15%             1  71            L3 hit                                   [.] 0x00007fcecf743a41                     [JIT] tid 7297           [.] 0x00007fcea2c39620                             anon                     None          L1 or L2 hit            No       N/A        73                   0                   
     0.15%             1  71            L3 hit                                   [.] 0x00007fced2232e2e                     [JIT] tid 7297           [.] 0x00007fced2232e48                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        73                   0                   
     0.15%             1  70            LFB/MAB hit                              [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00005651d93323d0                             [heap]                   None          L1 or L2 hit            No       N/A        72                   0                   
     0.15%             1  70            LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf26bf3c4                             anon                     None          L1 or L2 hit            No       N/A        79                   0                   
     0.15%             1  70            LFB/MAB hit                              [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcdf3df9f44                             anon                     None          L1 or L2 hit            No       N/A        79                   0                   
     0.15%             1  70            LFB/MAB hit                              [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd4ee0d78                             anon                     None          L1 or L2 hit            No       N/A        72                   0                   
     0.15%             1  70            L3 hit                                   [.] helper_lookup_tb_ptr                   qemu-system-aarch64      [.] 0x00005651d9338558                             [heap]                   None          L1 or L2 hit            No       N/A        72                   0                   
     0.15%             1  70            L3 hit                                   [.] 0x00007fced213f2ca                     [JIT] tid 7297           [.] 0x00007fce50bb7a98                             anon                     None          L1 or L2 hit            No       N/A        72                   0                   
     0.15%             1  70            L3 hit                                   [.] 0x0000000000c66d90                     qemu-system-aarch64      [.] 0x00007fced224b440                             [JIT] tid 7297           None          L1 or L2 hit            No       N/A        72                   0                   
