# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 737  of event 'cpu_core/mem-loads-aux/'
# Total weight : 741
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                               Shared Object            Data Symbol             Data Object       Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  ...................................  .......................  ......................  ................  ............  ......................  ......  ..........  ...................  ....................
#
     0.15%             1  62            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2c11508                 anon                     None          L1 or L2 hit            No       N/A        64                   0                   
     0.15%             1  62            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2e2da44                 anon                     None          L1 or L2 hit            No       N/A        64                   0                   
     0.15%             1  62            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf37faec4                 anon                     None          L1 or L2 hit            No       N/A        64                   0                   
     0.15%             1  62            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf38e5884                 anon                     None          L1 or L2 hit            No       N/A        64                   0                   
     0.15%             1  62            LFB/MAB hit                              [.] 0x0000000000c66da7                 qemu-system-aarch64      [.] 0x00007fcece400c10                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        64                   0                   
     0.15%             1  62            LFB/MAB hit                              [.] 0x0000000000c66db5                 qemu-system-aarch64      [.] 0x00007fced2273948                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        64                   0                   
     0.15%             1  62            LFB/MAB hit                              [.] 0x0000000000c66db5                 qemu-system-aarch64      [.] 0x00007fced7521508                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        65                   0                   
     0.15%             1  62            L3 hit                                   [.] find_next_bit                      qemu-system-aarch64      [.] 0x00007fcef25387f0                 anon                     None          L1 or L2 hit            No       N/A        64                   0                   
     0.15%             1  62            L3 hit                                   [.] get_page_addr_code_hostp           qemu-system-aarch64      [.] 0x00007fcdd539a8a9                 anon                     None          L1 or L2 hit            No       N/A        64                   0                   
     0.15%             1  62            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fced21d6dc8                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        64                   0                   
     0.15%             1  62            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2445c48                 anon                     None          L1 or L2 hit            No       N/A        64                   0                   
     0.15%             1  62            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3c5e918                 anon                     None          L1 or L2 hit            No       N/A        64                   0                   
     0.15%             1  62            L3 hit                                   [.] 0x00007fcece805d11                 [JIT] tid 7297           [.] 0x00007fcea2c3f930                 anon                     None          L1 or L2 hit            No       N/A        64                   0                   
     0.15%             1  62            L3 hit                                   [.] 0x00007fcece59241d                 [JIT] tid 7297           [.] 0x00007fcece592510                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        64                   0                   
     0.15%             1  62            L3 hit                                   [.] 0x00007fced1621d96                 [JIT] tid 7297           [.] 0x00007fced1622090                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        64                   0                   
     0.15%             1  62            L3 hit                                   [.] 0x0000000000c66d9e                 qemu-system-aarch64      [.] 0x00007fcecfbf2948                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        64                   0                   
     0.15%             1  62            L3 hit                                   [.] 0x0000000000c66db5                 qemu-system-aarch64      [.] 0x00007fced1024448                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        64                   0                   
     0.14%             1  61            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d9332550                 [heap]                   None          L1 or L2 hit            No       N/A        63                   0                   
     0.14%             1  61            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d9337650                 [heap]                   None          L1 or L2 hit            No       N/A        63                   0                   
     0.14%             1  61            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece89e6d0                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        63                   0                   
     0.14%             1  61            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecf76e2d4                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        63                   0                   
     0.14%             1  61            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2060d58                 anon                     None          L1 or L2 hit            No       N/A        63                   0                   
     0.14%             1  61            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf21a29c4                 anon                     None          L1 or L2 hit            No       N/A        63                   0                   
     0.14%             1  61            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2366744                 anon                     None          L1 or L2 hit            No       N/A        77                   0                   
     0.14%             1  61            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2b1ae04                 anon                     None          L1 or L2 hit            No       N/A        70                   0                   
     0.14%             1  61            LFB/MAB hit                              [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcdd4eeb678                 anon                     None          L1 or L2 hit            No       Data Addr  63                   0                   
     0.14%             1  61            LFB/MAB hit                              [.] 0x0000000000c66db5                 qemu-system-aarch64      [.] 0x00007fced341af48                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        70                   0                   
     0.14%             1  61            LFB/MAB hit                              [.] 0x0000000000c66da7                 qemu-system-aarch64      [.] 0x00007fced7480c50                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        63                   0                   
     0.14%             1  61            L3 hit                                   [.] qemu_set_irq                       qemu-system-aarch64      [.] 0x00005651d92f7850                 [heap]                   None          L1 or L2 hit            No       N/A        63                   0                   
     0.14%             1  61            L3 hit                                   [.] 0x00007fcece559f3d                 [JIT] tid 7297           [.] 0x00007fcdd5392d30                 anon                     None          L1 or L2 hit            No       N/A        63                   0                   
     0.14%             1  61            L3 hit                                   [.] 0x0000000000c67422                 qemu-system-aarch64      [.] 0x00005651d932e548                 [heap]                   None          L1 or L2 hit            No       N/A        63                   0                   
     0.14%             1  61            L3 hit                                   [.] 0x0000000000c6fe6f                 qemu-system-aarch64      [.] 0x00007fcdd539fdfd                 anon                     None          L1 or L2 hit            No       N/A        63                   0                   
     0.14%             1  61            L3 hit                                   [.] 0x0000000000c7077a                 qemu-system-aarch64      [.] 0x00007fceab826780                 anon                     None          L1 or L2 hit            No       N/A        63                   0                   
     0.14%             1  61            L3 hit                                   [.] 0x0000000000c66d9e                 qemu-system-aarch64      [.] 0x00007fced1010c48                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        63                   0                   
     0.14%             1  60            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d9332790                 [heap]                   None          L1 or L2 hit            No       N/A        62                   0                   
     0.14%             1  60            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fced0a593d4                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        62                   0                   
     0.14%             1  60            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf233b318                 anon                     None          L1 or L2 hit            No       N/A        76                   0                   
     0.14%             1  60            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3201c04                 anon                     None          L1 or L2 hit            No       N/A        69                   0                   
     0.14%             1  60            LFB/MAB hit                              [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcdd538caf8                 anon                     None          L1 or L2 hit            No       Data Addr  62                   0                   
     0.14%             1  60            LFB/MAB hit                              [.] 0x0000000000c66d74                 qemu-system-aarch64      [.] 0x00007fcece62fa14                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        76                   0                   
     0.14%             1  59            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d9335070                 [heap]                   None          L1 or L2 hit            No       N/A        61                   0                   
     0.14%             1  59            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fceda060ad4                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        61                   0                   
     0.14%             1  59            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2ba32d8                 anon                     None          L1 or L2 hit            No       N/A        69                   0                   
     0.14%             1  59            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf31f9e58                 anon                     None          L1 or L2 hit            No       N/A        75                   0                   
     0.14%             1  59            L3 hit                                   [.] gettimeofday@plt                   qemu-system-aarch64      [.] 0x00005651a4be28a0                 qemu-system-aarch64      None          L1 or L2 hit            No       N/A        61                   0                   
     0.14%             1  59            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d9335820                 [heap]                   None          L1 or L2 hit            No       N/A        61                   0                   
     0.14%             1  59            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2da19d8                 anon                     None          L1 or L2 hit            No       N/A        61                   0                   
     0.14%             1  59            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3e4b298                 anon                     None          L1 or L2 hit            No       N/A        61                   0                   
     0.14%             1  59            L3 hit                                   [.] 0x0000000000c6fe93                 qemu-system-aarch64      [.] 0x00007fcdd4e1ec68                 anon                     None          L1 or L2 hit            No       N/A        61                   0                   
     0.14%             1  59            L3 hit                                   [.] 0x000000000094cefb                 qemu-system-aarch64      [.] 0x00007fce2d2a5df0                 anon                     None          L1 or L2 hit            No       N/A        68                   0                   
     0.14%             1  58            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece6792c8                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        60                   0                   
     0.14%             1  58            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecfb6b7d4                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        60                   0                   
     0.14%             1  58            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fced7554214                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        60                   0                   
     0.14%             1  58            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf237e758                 anon                     None          L1 or L2 hit            No       N/A        60                   0                   
     0.14%             1  58            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2935288                 anon                     None          L1 or L2 hit            No       N/A        74                   0                   
     0.14%             1  58            LFB/MAB hit                              [.] 0x00007fcecfbc0f7f                 [JIT] tid 7297           [.] 0x00007fcea8f667c0                 anon                     None          L1 or L2 hit            No       Addr       60                   0                   
     0.14%             1  58            LFB/MAB hit                              [.] 0x0000000000c66db5                 qemu-system-aarch64      [.] 0x00007fcece4c62c8                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        60                   0                   
     0.14%             1  58            LFB/MAB hit                              [.] 0x0000000000c66d74                 qemu-system-aarch64      [.] 0x00007fced3cdd814                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        74                   0                   
     0.14%             1  58            L3 hit                                   [.] arm_cpu_do_interrupt               qemu-system-aarch64      [.] 0x00005651a3d6819c                 qemu-system-aarch64      None          L1 or L2 hit            No       N/A        60                   0                   
     0.14%             1  58            L3 hit                                   [.] find_next_bit                      qemu-system-aarch64      [.] 0x00007fcef24f7678                 anon                     None          L1 or L2 hit            No       N/A        60                   0                   
     0.14%             1  58            L3 hit                                   [k] perf_adjust_freq_unthr_context     [kernel.kallsyms]        [k] 0xffff8c3f0f3bbc4c                 [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        67                   0                   
     0.13%             1  57            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece3c77a0                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        61                   0                   
     0.13%             1  57            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecf9dc494                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        66                   0                   
     0.13%             1  57            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fced37a90d4                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        59                   0                   
     0.13%             1  57            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf21eb018                 anon                     None          L1 or L2 hit            No       N/A        59                   0                   
     0.13%             1  57            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2860cc8                 anon                     None          L1 or L2 hit            No       N/A        66                   0                   
     0.13%             1  57            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf34ee1c4                 anon                     None          L1 or L2 hit            No       N/A        59                   0                   
     0.13%             1  57            LFB/MAB hit                              [.] 0x0000000000c66d74                 qemu-system-aarch64      [.] 0x00007fcece5bbcd4                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        59                   0                   
     0.13%             1  57            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcee3160c88                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        73                   0                   
     0.13%             1  57            L3 hit                                   [.] 0x00007fcece89e8cb                 [JIT] tid 7297           [.] 0x00007fcdd5388aa8                 anon                     None          L1 or L2 hit            No       N/A        59                   0                   
     0.13%             1  57            L3 hit                                   [.] 0x00007fced22468ce                 [JIT] tid 7297           [.] 0x00007fced2246908                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        59                   0                   
     0.13%             1  56            LFB/MAB hit                              [k] free_unref_page_commit             [kernel.kallsyms]        [k] 0xffff8c3f0f3bc5d4                 [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        58                   0                   
     0.13%             1  56            LFB/MAB hit                              [k] free_unref_page_commit             [kernel.kallsyms]        [k] 0xffff8c3f1f7d6758                 [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        58                   0                   
     0.13%             1  56            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d932a0e0                 [heap]                   None          L1 or L2 hit            No       N/A        58                   0                   
     0.13%             1  56            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecf19cd14                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        58                   0                   
     0.13%             1  56            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf24c5004                 anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.13%             1  56            LFB/MAB hit                              [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcdd5384978                 anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.13%             1  56            LFB/MAB hit                              [.] 0x0000000000c6fe0a                 qemu-system-aarch64      [.] 0x00007fcdd5392160                 anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.13%             1  56            L3 hit                                   [.] g_hash_table_lookup                libglib-2.0.so.0.8400.4  [.] 0x00005651d939b118                 [heap]                   None          L1 or L2 hit            No       N/A        58                   0                   
     0.13%             1  56            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651a4d5cda0                 anon                     None          L1 or L2 hit            No       N/A        65                   0                   
     0.13%             1  56            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecfad0554                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        58                   0                   
     0.13%             1  56            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3964fc4                 anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.13%             1  56            L3 hit                                   [.] 0x000000000094cefb                 qemu-system-aarch64      [.] 0x00007fceabdfc1f0                 anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.13%             1  55            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d932d710                 [heap]                   None          L1 or L2 hit            No       N/A        57                   0                   
     0.13%             1  55            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d9330710                 [heap]                   None          L1 or L2 hit            No       N/A        57                   0                   
     0.13%             1  55            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf20eca58                 anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.13%             1  55            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2c30218                 anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.13%             1  55            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf31ca418                 anon                     None          L1 or L2 hit            No       N/A        71                   0                   
     0.13%             1  55            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3847bc8                 anon                     None          L1 or L2 hit            No       N/A        71                   0                   
     0.13%             1  55            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3c02844                 anon                     None          L1 or L2 hit            No       N/A        57                   0                   
     0.13%             1  55            LFB/MAB hit                              [.] 0x00007fced20f503f                 [JIT] tid 7297           [.] 0x00007fceaa8afe8d                 anon                     None          L1 or L2 hit            No       N/A        71                   0                   
     0.13%             1  55            LFB/MAB hit                              [.] 0x0000000000c66db5                 qemu-system-aarch64      [.] 0x00007fcece674088                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        71                   0                   
     0.13%             1  55            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d9333dc8                 [heap]                   None          L1 or L2 hit            No       N/A        57                   0                   
     0.13%             1  55            L3 hit                                   [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecf821948                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        64                   0                   
     0.13%             1  55            L3 hit                                   [.] 0x0000000000c66d74                 qemu-system-aarch64      [.] 0x00007fcece4570d4                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        57                   0                   
     0.13%             1  54            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2289a48                 anon                     None          L1 or L2 hit            No       N/A        56                   0                   
     0.13%             1  54            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2dbc4c8                 anon                     None          L1 or L2 hit            No       N/A        56                   0                   
     0.13%             1  54            LFB/MAB hit                              [.] 0x000000000011ab65                 libc.so.6                [.] 0x00005651d9311a50                 [heap]                   None          L1 or L2 hit            No       N/A        56                   0                   
     0.13%             1  54            LFB/MAB hit                              [.] 0x0000000000c6fea0                 qemu-system-aarch64      [.] 0x00007fcef20b1970                 anon                     None          L1 or L2 hit            No       N/A        56                   0                   
     0.13%             1  54            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf37f0c08                 anon                     None          L1 or L2 hit            No       N/A        56                   0                   
     0.13%             1  54            L3 hit                                   [.] 0x00007fcecfc59b3e                 [JIT] tid 7297           [.] 0x00007fcecfc59ba0                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        56                   0                   
     0.12%             1  53            LFB/MAB hit                              [k] __update_load_avg_cfs_rq           [kernel.kallsyms]        [k] 0xffff8c3bf04ac69c                 [kernel.kallsyms]        None          L1 or L2 hit            No       N/A        55                   0                   
     0.12%             1  53            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00005651d9332e60                 [heap]                   None          L1 or L2 hit            No       N/A        55                   0                   
     0.12%             1  53            LFB/MAB hit                              [.] qemu_main_loop                     qemu-system-aarch64      [.] 0x00005651a4d2c868                 anon                     None          L1 or L2 hit            No       N/A        55                   0                   
     0.12%             1  53            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf30cd688                 anon                     None          L1 or L2 hit            No       N/A        69                   0                   
     0.12%             1  53            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf3182758                 anon                     None          L1 or L2 hit            No       N/A        69                   0                   
     0.12%             1  53            L3 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf2c109c4                 anon                     None          L1 or L2 hit            No       N/A        55                   0                   
     0.12%             1  53            L3 hit                                   [.] 0x00007fcecf818250                 [JIT] tid 7297           [.] 0x00007fcecf818288                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        55                   0                   
     0.12%             1  52            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf280e258                 anon                     None          L1 or L2 hit            No       N/A        68                   0                   
     0.12%             1  51            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcecea1bd94                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        55                   0                   
     0.12%             1  51            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fced74f49d4                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        55                   0                   
     0.12%             1  50            LFB/MAB hit                              [.] 0x00007fcecfbb2bcb                 [JIT] tid 7297           [.] 0x00007fce314869a8                 anon                     None          L1 or L2 hit            No       N/A        58                   0                   
     0.12%             1  50            L2 hit                                   [.] 0x00007fced0eb1193                 [JIT] tid 7297           [.] 0x00007fced0eb14a8                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        52                   0                   
     0.12%             1  49            LFB/MAB hit                              [k] _raw_spin_lock_irqsave             [kernel.kallsyms]        [k] 0xffff8c3ce02dd208                 [kernel.kallsyms]        None          L1 or L2 hit            Yes      N/A        51                   0                   
     0.12%             1  49            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf38a6d08                 anon                     None          L1 or L2 hit            No       N/A        65                   0                   
     0.11%             1  48            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcee2adbb94                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        50                   0                   
     0.11%             1  48            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcee2da3194                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        50                   0                   
     0.11%             1  48            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf248f558                 anon                     None          L1 or L2 hit            No       N/A        64                   0                   
     0.11%             1  45            LFB/MAB hit                              [.] 0x000000000094ffe5                 qemu-system-aarch64      [.] 0x00007fcdd4ed4b76                 anon                     None          L1 or L2 hit            No       N/A        52                   0                   
     0.10%             1  44            LFB/MAB hit                              [.] 0x00007fced3d59e66                 [JIT] tid 7297           [.] 0x00007fcea895a808                 anon                     None          L1 or L2 hit            No       N/A        47                   0                   
     0.10%             1  43            LFB/MAB hit                              [k] _raw_spin_lock_irqsave             [kernel.kallsyms]        [k] 0xffff8c3f0f3a5e40                 [kernel.kallsyms]        None          L1 or L2 hit            Yes      N/A        45                   0                   
     0.10%             1  43            LFB/MAB hit                              [.] helper_lookup_tb_ptr               qemu-system-aarch64      [.] 0x00007fcece497c54                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        46                   0                   
     0.10%             1  42            LFB/MAB hit                              [.] 0x00007fcecf7415ff                 [JIT] tid 7297           [.] 0x00007fcdd4ee1868                 anon                     None          L1 or L2 hit            No       N/A        44                   0                   
     0.10%             1  41            L2 hit                                   [.] 0x00007fcecfc59989                 [JIT] tid 7297           [.] 0x00007fcecfc599a0                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        43                   0                   
     0.08%             1  36            L2 hit                                   [.] 0x00007fced3962f38                 [JIT] tid 7297           [.] 0x00007fced3962fe0                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        38                   0                   
     0.08%             1  35            L3 hit                                   [k] cpuidle_enter_state                [kernel.kallsyms]        [k] 0xfffffe06f6ce4010                 [unknown]                None          L2 miss                 No       N/A        156                  0                   
     0.08%             1  33            L2 hit                                   [.] 0x00007fcece499913                 [JIT] tid 7297           [.] 0x00007fcece499948                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        35                   0                   
     0.08%             1  32            LFB/MAB hit                              [.] pthread_mutex_lock                 libc.so.6                [.] 0x00005651a4d2bc20                 anon                     None          L1 or L2 hit            Yes      N/A        34                   0                   
     0.07%             1  30            L2 hit                                   [.] 0x00007fced21f6855                 [JIT] tid 7297           [.] 0x00007fced21f6900                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        32                   0                   
     0.06%             1  26            LFB/MAB hit                              [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcdf24efe44                 anon                     None          L1 or L2 hit            No       N/A        35                   0                   
     0.06%             1  26            LFB/MAB hit                              [.] 0x000000000005dc35                 libglib-2.0.so.0.8400.4  [.] 0x00005651d97e2db0                 [heap]                   None          L1 or L2 hit            No       Addr       35                   0                   
     0.06%             1  25            L2 hit                                   [k] _copy_from_user                    [kernel.kallsyms]        [k] 0x00005651d99587e0                 [unknown]                None          L1 or L2 hit            No       Addr       34                   0                   
     0.04%             1  19            LFB/MAB hit                              [.] 0x0000000000c9762b                 qemu-system-aarch64      [.] 0x00007fcee2d75d60                 [JIT] tid 7297           None          L1 or L2 hit            No       N/A        35                   0                   
     0.04%             1  16            L2 hit                                   [.] 0x00000000009c5339                 qemu-system-aarch64      [.] 0x00005651a3d679c4                 qemu-system-aarch64      None          L1 or L2 hit            No       N/A        32                   0                   
     0.04%             3  5             L1 hit                                   [.] 0x0000000000c6e62e                 qemu-system-aarch64      [.] 0x00005651d9311c60                 [heap]                   None          L1 or L2 hit            Yes      N/A        140                  0                   
     0.04%             3  5             L1 hit                                   [.] 0x0000000000c6e62e                 qemu-system-aarch64      [.] 0x00005651d9311c60                 [heap]                   None          L1 or L2 hit            Yes      Addr       140                  0                   
     0.02%             2  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1ce0                 anon                     None          L1 or L2 hit            No       Data Addr  34                   0                   
     0.02%             2  5             L1 hit                                   [.] arm_cpu_tlb_fill_align             qemu-system-aarch64      [.] 0x00007fcef20b1d10                 anon                     None          L1 or L2 hit            No       Data Addr  108                  0                   
     0.02%             2  5             L1 hit                                   [.] qht_lookup_custom                  qemu-system-aarch64      [.] 0x00007fcef20b1e78                 anon                     None          L1 or L2 hit            No       N/A        37                   0                   
     0.02%             2  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00005651d9311c60                 [heap]                   None          L1 or L2 hit            Yes      N/A        131                  0                   
     0.02%             2  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1d80                 anon                     None          L1 or L2 hit            No       N/A        122                  0                   
     0.02%             2  5             L1 hit                                   [.] tlb_set_page_full                  qemu-system-aarch64      [.] 0x00007fcef20b1dc9                 anon                     None          L1 or L2 hit            No       N/A        89                   0                   
